"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,248473211,230,-0.0275969635325887
"2","Sample.1","chr10",505000,133345233,132,-0.0170969635325887
"3","Sample.1","chr11",530000,134538311,128,-0.0217969635325887
"4","Sample.1","chr12",505000,133132655,133,-0.00019696353258866
"5","Sample.1","chr13",18704053,114177164,98,0.00380303646741134
"6","Sample.1","chr14",19805857,106441859,86,-0.0148969635325887
"7","Sample.1","chr15",20232279,101490595,84,-0.0314969635325887
"8","Sample.1","chr16",505000,90114173,80,-0.0262969635325887
"9","Sample.1","chr17",254094,83123721,82,-0.0399969635325887
"10","Sample.1","chr18",505000,80131643,75,0.0214030364674113
"11","Sample.1","chr19",530000,58303808,57,-0.0586969635325887
"12","Sample.1","chr2",505000,242091765,238,-0.00259696353258866
"13","Sample.1","chr20",533168,64167084,62,-0.0232969635325887
"14","Sample.1","chr21",10569444,46349992,36,0.0112030364674113
"15","Sample.1","chr22",16657005,50391917,36,-0.0520969635325887
"16","Sample.1","chr3",505000,198117780,194,0.00030303646741134
"17","Sample.1","chr4",505000,190061561,186,0.00950303646741134
"18","Sample.1","chr5",505000,181239130,179,0.00060303646741134
"19","Sample.1","chr6",530000,25500000,26,-0.00289696353258866
"20","Sample.1","chr6",26500000,44500000,19,-0.110196963532589
"21","Sample.1","chr6",45500000,170372990,120,-0.0214969635325887
"22","Sample.1","chr7",123923,159167987,155,-0.0283969635325887
"23","Sample.1","chr8",530000,145039318,144,-0.0185969635325887
"24","Sample.1","chr9",505000,138167359,107,-0.0183969635325887
"25","Sample.1","chrX",2568744,155515448,135,0.429703036467411
"26","Sample.1","chrY",4568744,20998668,9,-3.92399696353259
