Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	887560	38236393	37348834	0.5	Hetero	S-tag021073	S-tag219174	979	1	979
chr1	1	38281858	38836259	554402	0.451760670010414	Unbalanced	S-tag303126	S-tag075309	997	980	18
chr1	1	38851673	49240957	10389285	0.5	Hetero	S-tag230198	S-tag011280	1275	998	278
chr1	1	49431909	50972015	1540107	0.456641330122948	Unbalanced	S-tag081359	S-tag085315	1325	1276	50
chr1	1	51086337	249126973	198040637	0.5	Hetero	S-tag104261	S-tag062476	5467	1326	4142
chr2	2	178356	24026411	23848056	0.352809809266159	Unbalanced	S-tag098753	S-tag090651	6036	5468	569
chr2	2	24063243	26498222	2434980	0.34019433080204	Unbalanced	S-tag157325	S-tag308968	6099	6037	63
chr2	2	26573452	41206175	14632724	0.353898880307725	Unbalanced	S-tag013501	S-tag147583	6518	6100	419
chr2	2	41219382	52958528	11739147	0.360227021692176	Unbalanced	S-tag293191	S-tag156442	6826	6519	308
chr2	2	53294311	156346494	103052184	0.353352853519473	Unbalanced	S-tag171504	S-tag056465	8752	6827	1926
chr2	2	156541170	174763936	18222767	0.5	Hetero	S-tag007640	S-tag178001	9031	8753	279
chr2	2	174808899	175240292	431394	0.440058958530426	Unbalanced	S-tag027218	S-tag218579	9041	9032	10
chr2	2	175259065	206792267	31533203	0.354303130107372	Unbalanced	S-tag137084	S-tag181823	9718	9042	677
chr2	2	206792629	242994598	36201970	0.343080938233765	Unbalanced	S-tag042295	S-tag106484	10681	9719	963
chr3	3	136399	1953413	1817015	0.475120092960114	Unbalanced	S-tag005120	S-tag199387	10728	10682	47
chr3	3	1966019	3925769	1959751	0.352139119179018	Unbalanced	S-tag153681	S-tag200703	10790	10729	62
chr3	3	3972465	94675697	90703233	0.5	Hetero	S-tag099227	S-tag091135	12928	10791	2138
chr3	3	94875007	95823523	948517	0.446339580842427	Unbalanced	S-tag088311	S-tag020494	12963	12929	35
chr3	3	96203977	124236829	28032853	0.5	Hetero	S-tag140118	S-tag291743	13542	12964	579
chr3	3	124285457	125154388	868932	0.47499424682668	Unbalanced	S-tag252040	S-tag008137	13569	13543	27
chr3	3	125168807	135315440	10146634	0.5	Hetero	S-tag222297	S-tag177855	13764	13570	195
chr3	3	135351581	137050194	1698614	0.453084236493817	Unbalanced	S-tag242637	S-tag063894	13818	13765	54
chr3	3	137157049	165183957	28026909	0.5	Hetero	S-tag079191	S-tag255923	14504	13819	686
chr3	3	165207449	166403154	1195706	0.452631560713053	Unbalanced	S-tag262172	S-tag204951	14544	14505	40
chr3	3	166415522	175563633	9148112	0.5	Hetero	S-tag136300	S-tag104846	14734	14545	190
chr3	3	175681864	177633633	1951770	0.274670678601794	Unbalanced	S-tag265279	S-tag113000	14787	14735	53
chr3	3	177647728	181747300	4099573	0.475145192602689	Unbalanced	S-tag121089	S-tag057575	14881	14788	94
chr3	3	181824031	182907865	1083835	0.445635976150995	Unbalanced	S-tag145103	S-tag199795	14922	14882	41
chr3	3	182976382	191886104	8909723	0.474369029488253	Unbalanced	S-tag090288	S-tag294140	15083	14923	161
chr3	3	192043849	193804239	1760391	0.284285244404101	Unbalanced	S-tag085683	S-tag008966	15134	15084	51
chr3	3	194004402	197815437	3811036	0.475157413694087	Unbalanced	S-tag166265	S-tag189370	15219	15135	85
chr4	4	122323	25978960	25856638	0.5	Hetero	S-tag006642	S-tag014383	15668	15220	449
chr4	4	26022840	27214204	1191365	0.469737638408939	Unbalanced	S-tag184829	S-tag236136	15716	15669	48
chr4	4	27244259	53000155	25755897	0.5	Hetero	S-tag114473	S-tag120971	16274	15717	558
