"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,185500000,165,0.0015716813324537
"2","Sample.1","chr1",186500000,190500000,5,-0.113928318667546
"3","Sample.1","chr1",191500000,248473211,60,0.0051716813324537
"4","Sample.1","chr10",505000,133345233,132,0.0022716813324537
"5","Sample.1","chr11",530000,134538311,128,0.0051716813324537
"6","Sample.1","chr12",505000,133132655,133,0.00927168133245371
"7","Sample.1","chr13",18704053,114177164,98,0.000371681332453702
"8","Sample.1","chr14",19805857,106441859,86,-0.000628318667546299
"9","Sample.1","chr15",20232279,22068372,2,-0.258328318667546
"10","Sample.1","chr15",22679121,101490595,82,0.00487168133245371
"11","Sample.1","chr16",505000,90114173,80,0.00877168133245371
"12","Sample.1","chr17",254094,83123721,82,0.0181716813324537
"13","Sample.1","chr18",505000,80131643,75,0.0098716813324537
"14","Sample.1","chr19",530000,58303808,57,0.0302716813324537
"15","Sample.1","chr2",505000,178500000,175,0.00657168133245371
"16","Sample.1","chr2",179500000,187500000,9,-0.0776283186675463
"17","Sample.1","chr2",188500000,242091765,54,0.0227716813324537
"18","Sample.1","chr20",533168,64167084,62,0.0150716813324537
"19","Sample.1","chr21",10569444,42500000,31,0.0081716813324537
"20","Sample.1","chr21",43106231,46349992,5,0.123471681332454
"21","Sample.1","chr22",16657005,50391917,36,0.0402716813324537
"22","Sample.1","chr3",505000,198117780,194,-0.000128318667546298
"23","Sample.1","chr4",505000,190061561,186,-0.00142831866754629
"24","Sample.1","chr5",505000,181239130,179,0.000571681332453701
"25","Sample.1","chr6",530000,170372990,165,-0.0204283186675463
"26","Sample.1","chr7",123923,159167987,155,-0.0123283186675463
"27","Sample.1","chr8",530000,145039318,144,-0.0158283186675463
"28","Sample.1","chr9",505000,138167359,107,0.00757168133245371
"29","Sample.1","chrX",2568744,155515448,135,0.504771681332454
"30","Sample.1","chrY",4568744,20998668,9,-3.84182831866755
