"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,32725000,288,-0.275405138645018
"2","Sample.1","chr1",32775000,157975000,420,0.0017948613549815
"3","Sample.1","chr1",158250000,159325000,5,-0.326005138645019
"4","Sample.1","chr1",159650000,185500000,100,-0.0154051386450185
"5","Sample.1","chr1",186025000,199450000,17,-0.369405138645019
"6","Sample.1","chr1",200150000,248898211,233,0.0023948613549815
"7","Sample.1","chr10",130000,133620233,545,-0.427205138645019
"8","Sample.1","chr11",155000,4200000,64,-0.261705138645018
"9","Sample.1","chr11",4475000,6050000,10,-0.949705138645018
"10","Sample.1","chr11",6225000,43425000,118,-0.485105138645018
"11","Sample.1","chr11",43600000,47575000,31,-0.193705138645019
"12","Sample.1","chr11",47700000,56275000,8,-0.732605138645019
"13","Sample.1","chr11",56975000,134888311,413,-0.0272051386450185
"14","Sample.1","chr12",80000,6625000,46,-0.452905138645019
"15","Sample.1","chr12",6675000,133182655,524,-0.0851051386450185
"16","Sample.1","chr13",18854053,24225000,28,-0.158105138645018
"17","Sample.1","chr13",24400000,70975000,125,-0.761205138645018
"18","Sample.1","chr13",72300000,80475000,17,-0.264705138645018
"19","Sample.1","chr13",82250000,93925000,8,-0.697305138645019
"20","Sample.1","chr13",94450000,114302164,108,-0.150805138645018
"21","Sample.1","chr14",19955857,106541859,364,-0.158305138645018
"22","Sample.1","chr15",22579121,101840595,375,-0.0666051386450185
"23","Sample.1","chr16",80000,33865870,201,0.0336948613549815
"24","Sample.1","chr16",34892311,85225000,166,-0.386905138645019
"25","Sample.1","chr16",85275000,90139173,78,0.0499948613549815
"26","Sample.1","chr17",155000,4075000,50,0.0089948613549815
"27","Sample.1","chr17",4250000,8525000,51,-0.299105138645018
"28","Sample.1","chr17",8675000,83148721,501,0.000494861354981502
"29","Sample.1","chr18",130000,80181643,147,-0.144405138645018
"30","Sample.1","chr19",180000,35150000,305,0.0254948613549815
"31","Sample.1","chr19",35225000,43775000,84,-0.308005138645018
"32","Sample.1","chr19",43850000,44275000,7,-0.587605138645019
"33","Sample.1","chr19",44450000,58578808,182,-0.339305138645018
"34","Sample.1","chr2",130000,75650000,304,-0.443405138645019
"35","Sample.1","chr2",76175000,82850000,7,-0.891605138645018
"36","Sample.1","chr2",84375000,91770328,26,-0.379905138645019
"37","Sample.1","chr2",94748008,183050000,245,-0.0797051386450185
"38","Sample.1","chr2",183825000,189275000,7,-0.554105138645019
"39","Sample.1","chr2",189525000,242091765,233,-0.0270051386450185
"40","Sample.1","chr20",183168,64292084,251,0.168694861354981
"41","Sample.1","chr21",14007904,46649992,97,-0.0704051386450185
"42","Sample.1","chr22",16657005,50754234,206,0.119594861354982
"43","Sample.1","chr3",155000,75675000,280,0.0018948613549815
"44","Sample.1","chr3",76400000,98225000,18,-0.427405138645019
"45","Sample.1","chr3",98525000,189025000,276,-0.0702051386450185
"46","Sample.1","chr3",189475000,191850000,5,-0.350905138645018
"47","Sample.1","chr3",192550000,198092780,39,-0.0121051386450185
"48","Sample.1","chr4",155000,49068462,181,-0.0306051386450185
"49","Sample.1","chr4",51921976,58014397,21,-0.519105138645019
"50","Sample.1","chr4",60485691,73500000,15,-0.931805138645018
"51","Sample.1","chr4",73725000,190061561,258,-0.131805138645018
"52","Sample.1","chr5",80000,17440274,88,0.0351948613549815
"53","Sample.1","chr5",18765274,29975000,6,-0.464705138645019
"54","Sample.1","chr5",31325000,181339130,485,0.0013948613549815
"55","Sample.1","chr6",205000,32450000,206,-0.0765051386450185
"56","Sample.1","chr6",32525000,32725000,5,-0.638605138645018
"57","Sample.1","chr6",32775000,170647990,455,-0.114705138645018
"58","Sample.1","chr7",80000,6875000,89,-0.0659051386450185
"59","Sample.1","chr7",7125000,20525000,26,-0.465005138645019
"60","Sample.1","chr7",20950000,78275000,187,-0.0935051386450185
"61","Sample.1","chr7",79000000,86150000,9,-0.530705138645018
"62","Sample.1","chr7",87175000,159242987,315,-0.0998051386450185
"63","Sample.1","chr8",205000,13175000,77,-0.000705138645018498
"64","Sample.1","chr8",13400000,17300000,5,-0.277905138645018
"65","Sample.1","chr8",17475000,145039318,400,-0.0329051386450185
"66","Sample.1","chr9",480000,138067359,239,0.0229948613549815
"67","Sample.1","chrX",2718744,155640448,271,0.639494861354981
"68","Sample.1","chrY",5592201,20998668,7,-4.07940513864502
