"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","pval","lcl","ucl"
"Sample.1","chr1",642994,248923211,1515,-0.0201,0.1228,-0.0228,0.1197,NA,NA,NA
"Sample.1","chr10",55000,133645233,849,-0.0166,0.1391,-0.0085,0.1453,NA,NA,NA
"Sample.1","chr11",130000,134988311,831,-0.0335,0.1225,-0.036,0.1101,NA,NA,NA
"Sample.1","chr12",55000,133182655,823,0.0191,0.1226,0.0182,0.1231,NA,NA,NA
"Sample.1","chr13",18704053,114327164,430,-0.0029,0.1183,5e-04,0.1136,NA,NA,NA
"Sample.1","chr14",19081322,106841859,542,-0.024,0.1267,-0.011,0.1211,NA,NA,NA
"Sample.1","chr15",20037627,101840595,570,-0.0165,0.1331,-0.0067,0.1253,NA,NA,NA
"Sample.1","chr16",55000,90114173,534,-0.0126,0.1136,-0.0187,0.1117,NA,NA,NA
"Sample.1","chr17",130000,83123721,630,-0.0259,0.1168,-0.0342,0.1177,NA,NA,NA
"Sample.1","chr18",55000,80231643,346,0.0202,0.1235,0.0229,0.1231,NA,NA,NA
"Sample.1","chr19",180000,58553808,488,-0.021,0.1052,-0.0223,0.0934,NA,NA,NA
"Sample.1","chr2",55000,242091765,1357,-0.0119,0.1213,-0.0102,0.1208,NA,NA,NA
"Sample.1","chr20",133168,64267084,421,-0.015,0.1223,-0.027,0.1166,NA,NA,NA
"Sample.1","chr21",5055000,46649992,197,0.0035,0.1223,0.006,0.1174,NA,NA,NA
"Sample.1","chr22",15427159,50754234,303,-0.036,0.124,-0.038,0.1144,NA,NA,NA
"Sample.1","chr3",155000,198167780,1049,-0.0125,0.1269,-0.0075,0.124,NA,NA,NA
"Sample.1","chr4",55000,190061561,819,-0.0053,0.1307,8e-04,0.1211,NA,NA,NA
"Sample.1","chr5",55000,181339130,930,-0.0183,0.1184,-0.0157,0.1108,NA,NA,NA
"Sample.1","chr6",180000,170622990,955,-0.0479,0.1394,-0.0462,0.1296,NA,NA,NA
"Sample.1","chr7",55000,159217987,891,-0.049,0.1298,-0.0452,0.1237,NA,NA,NA
"Sample.1","chr8",180000,145039318,778,-0.0206,0.1207,-0.0142,0.1196,NA,NA,NA
"Sample.1","chr9",105000,138217359,566,-0.0332,0.1264,-0.0313,0.1175,NA,NA,NA
"Sample.1","chrX",2518744,68650000,219,0.4161,0.1363,0.4177,0.1435,4.01980467404248e-06,67050000,68650000
"Sample.1","chrX",68750000,69400000,6,0.1134,0.0947,0.1336,0.066,3.82689049518397e-05,69400000,70300000
"Sample.1","chrX",69550000,155615448,238,0.3893,0.1351,0.3837,0.1284,NA,NA,NA
"Sample.1","chrY",2818744,24239248,18,-3.6296,1.3245,-4.0684,0.3782,NA,NA,NA
