"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,189500000,169,-0.0427275305623345
"2","Sample.1","chr1",190500000,196500000,7,0.0950724694376655
"3","Sample.1","chr1",197500000,248473211,54,-0.0293275305623345
"4","Sample.1","chr10",505000,133345233,132,-0.0304275305623345
"5","Sample.1","chr11",530000,134538311,128,-0.0382275305623345
"6","Sample.1","chr12",505000,133132655,133,-0.00212753056233455
"7","Sample.1","chr13",18704053,114177164,98,0.00387246943766546
"8","Sample.1","chr14",19805857,106441859,86,-0.0243275305623345
"9","Sample.1","chr15",20232279,101490595,84,-0.0556275305623345
"10","Sample.1","chr16",505000,90114173,80,-0.0668275305623345
"11","Sample.1","chr17",254094,83123721,82,-0.0747275305623346
"12","Sample.1","chr18",505000,80131643,75,0.00257246943766545
"13","Sample.1","chr19",530000,58303808,57,-0.0947275305623345
"14","Sample.1","chr2",505000,242091765,238,-0.000327530562334545
"15","Sample.1","chr20",533168,64167084,62,-0.0759275305623345
"16","Sample.1","chr21",10569444,46349992,36,0.0174724694376655
"17","Sample.1","chr22",16657005,50391917,36,-0.0900275305623345
"18","Sample.1","chr3",505000,198117780,194,0.00247246943766545
"19","Sample.1","chr4",505000,190061561,186,0.0316724694376655
"20","Sample.1","chr5",505000,181239130,179,-0.000527530562334545
"21","Sample.1","chr6",530000,170372990,165,-0.00402753056233454
"22","Sample.1","chr7",123923,85500000,82,-0.0252275305623345
"23","Sample.1","chr7",86500000,114500000,28,-0.206427530562335
"24","Sample.1","chr7",115500000,159167987,45,-0.0174275305623345
"25","Sample.1","chr8",530000,145039318,144,-0.0154275305623345
"26","Sample.1","chr9",505000,138167359,107,-0.0277275305623345
"27","Sample.1","chrX",2568744,155515448,135,0.606072469437665
"28","Sample.1","chrY",4568744,20998668,9,-3.62182753056233
