"","value"
"chr1-0001",-0.0378306074385317
"chr1-0002",0.102882948799018
"chr1-0003",-0.0891252330635044
"chr1-0004",-0.105779866710625
"chr1-0005",-0.0300730603389321
"chr1-0006",0.0336441565976457
"chr1-0007",0.0537460813891678
"chr1-0008",-0.0306922294677898
"chr1-0009",-0.125418622545959
"chr1-0010",0.0342902227058536
"chr1-0011",0.0201525219574441
"chr1-0012",0.0877939571120104
"chr1-0013",0.169134393378604
"chr1-0014",-0.0412622088179482
"chr1-0015",0.051501150167452
"chr1-0016",0.126926457543413
"chr1-0017",0.0470350532258163
"chr1-0018",0.111158694053005
"chr1-0019",0.0714005037895698
"chr1-0020",0.0183931569411609
"chr1-0021",0.0671273435805601
"chr1-0022",0.0898481844474551
"chr1-0023",-0.166688146488434
"chr1-0024",0.0128741354047566
"chr1-0025",-0.113997189656228
"chr1-0026",-0.0790695001619072
"chr1-0027",-0.0744324988427653
"chr1-0028",-0.0732842647289685
"chr1-0029",0.0340101817403868
"chr1-0030",0.00805437531702615
"chr1-0031",0.0456645605640196
"chr1-0032",-0.00321177885727705
"chr1-0033",-0.0747768271614005
"chr1-0034",-0.167697092919575
"chr1-0035",-0.124511390333967
"chr1-0036",-0.143884132706084
"chr1-0037",-0.108688672801966
"chr1-0038",-0.288837039012467
"chr1-0039",-0.298122121322625
"chr1-0040",-0.21832695877298
"chr1-0041",-0.239209037451469
"chr1-0042",-0.313339379254443
"chr1-0043",-0.328999745211974
"chr1-0044",-0.0972159748485544
"chr1-0045",-0.222465611515947
"chr1-0046",-0.274513018791876
"chr1-0047",-0.196616056827913
"chr1-0048",-0.289631815590777
"chr1-0049",-0.139739374325084
"chr1-0050",-0.218511474883219
"chr1-0051",-0.175071201577328
"chr1-0052",-0.248304554639997
"chr1-0053",-0.17804716682576
"chr1-0054",-0.193274792165295
"chr1-0055",-0.0196183605091886
"chr1-0056",-0.0885172473580597
"chr1-0057",-0.108923002889663
"chr1-0058",0.0122008018987946
"chr1-0059",-0.119186223578115
"chr1-0060",-0.0154477668558738
"chr1-0061",-0.143448094568676
"chr1-0062",-0.151325669568196
"chr1-0063",-0.467899353051837
"chr1-0064",-0.365909840033761
"chr1-0065",-0.376825565351883
"chr1-0066",-0.370084953481212
"chr1-0067",-0.580575326158894
"chr1-0068",-0.143121432914536
"chr1-0069",-0.308086009799887
"chr1-0070",-0.529086360619177
"chr1-0071",-0.308782475558279
"chr1-0072",-0.254956426147016
"chr1-0073",-0.28530430066897
"chr1-0074",-0.3080154756212
"chr1-0075",-0.00277980387792225
"chr1-0076",0.0304786227443241
"chr1-0077",-0.0566706150082257
"chr1-0078",-0.166107380822548
"chr1-0079",-0.136676059192791
"chr1-0080",-0.176685764361364
"chr1-0081",-0.0892695524486838
"chr1-0082",-0.128076867728728
"chr1-0083",-0.0541347174404108
"chr1-0084",-0.135284304449625
"chr1-0085",-0.0671839093774496
"chr1-0086",-0.0534564353744205
"chr1-0087",-0.00675739082157705
"chr1-0088",-0.102451572072566
"chr1-0089",0.043910716216618
"chr1-0090",0.061509390125658
"chr1-0091",0.0832908325773234
"chr1-0092",-0.117691053534031
"chr1-0093",0.00447152263267629
"chr1-0094",-0.0914193335956318
"chr1-0095",-0.247645365214222
"chr1-0096",-0.129406226421402
"chr1-0097",-0.149523699173374
"chr1-0098",0.0112131512581268
"chr1-0099",-0.213211830187613
"chr1-0100",-0.0977681984602836
"chr1-0101",-0.059409254622613
"chr1-0102",-0.0961103783987154
"chr1-0103",-0.255414430759447
"chr1-0104",-0.193041633771199
"chr1-0105",-0.0186253040291593
"chr1-0106",0.0487407863832282
"chr1-0107",0.0602258482545051
"chr1-0108",0.10853002445539
"chr1-0109",-0.0197025294826104
"chr1-0110",0.0393881615824459
"chr1-0111",0.0236321455190439
"chr1-0112",0.0804230001505529
"chr1-0113",0.097327957219341
"chr1-0114",0.125423898570984
"chr1-0115",0.0703240510195284
"chr1-0116",0.0522108287192594
"chr1-0117",0.0958331576945738
"chr1-0118",0.102806158207207
"chr1-0119",0.0261762062313063
"chr1-0120",0.0766033840152326
"chr1-0121",0.243874207714983
"chr1-0122",0.0536732440798158
"chr1-0123",0.207237471456587
"chr1-0124",0.104951425966045
"chr1-0125",-0.00770996543541311
"chr1-0126",-0.0656476572601776
"chr1-0127",-0.0291908049738966
"chr1-0128",-0.122893271383235
"chr1-0129",0.0425429979971076
"chr1-0130",-0.239786335850831
"chr1-0131",0.0354710779930106
"chr1-0132",0.0270381077131453
"chr1-0133",0.0289990786533462
"chr1-0134",-0.165333454561741
"chr1-0135",-0.170485123156772
"chr1-0136",-0.129420533267159
"chr1-0137",0.00851536727279655
"chr1-0138",-0.120878047520918
"chr1-0139",-0.101163221281631
"chr1-0140",0.0959481420024034
"chr1-0141",0.160981707310318
"chr1-0142",0.0349432492354612
"chr1-0143",0.0375939797110747
"chr1-0144",0.0364570828201084
"chr1-0145",0.0681013058203069
"chr1-0146",0.0807229643411466
"chr1-0147",0.0837198736196019
"chr1-0148",0.220193148565785
"chr1-0149",0.118572946568852
"chr1-0150",0.0556385907798563
"chr1-0151",-0.2120554847005
"chr1-0152",-0.0911673076430061
"chr1-0153",0.134496235607861
"chr1-0154",0.0928294307555559
"chr1-0155",0.00830088187896923
"chr1-0156",-0.208992737507154
"chr1-0157",-0.0201221021426481
"chr1-0158",-0.232203700283942
"chr1-0159",-0.114980484802986
"chr1-0160",-0.13808042302742
"chr1-0161",-0.192025599301525
"chr1-0162",-0.208476692910111
"chr1-0163",-0.0365770679431757
"chr1-0164",-0.0891071961873153
"chr1-0165",-0.0256755045956765
"chr1-0166",-0.104882816623442
"chr1-0167",-0.286115037667398
"chr1-0168",-0.259890127974925
"chr1-0169",-0.238652053312384
"chr1-0170",-0.235649436381749
"chr1-0171",0.0364313700880486
"chr1-0172",-0.187001364343007
"chr1-0173",-0.108500232089343
"chr1-0174",-0.0607888157832326
"chr1-0175",-0.199016294211672
"chr1-0176",0.140793616866805
"chr1-0177",-0.0401833414793777
"chr1-0178",0.0334815871270792
