Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	19660493	18906302	0.5	Hetero	S-tag133716	S-tag094559	1668	1	1668
chr1	1	19674070	20202289	528220	0.573	Unbalanced	S-tag149328	S-tag212187	1720	1669	52
chr1	1	20236731	25234062	4997332	0.5999	Unbalanced	S-tag318111	S-tag108809	2109	1721	389
chr1	1	25241090	27226089	1985000	0.5901	Unbalanced	S-tag214681	S-tag093683	2283	2110	174
chr1	1	27233644	53286967	26053324	0.5865	Unbalanced	S-tag292813	S-tag298940	4489	2284	2206
chr1	1	53301876	54535919	1234044	0.5	Hetero	S-tag096548	S-tag194041	4576	4490	87
chr1	1	54558101	56821376	2263276	0.5546	Unbalanced	S-tag142769	S-tag198441	4737	4577	161
chr1	1	56841029	71960291	15119263	0.5719	Unbalanced	S-tag066438	S-tag032559	5938	4738	1201
chr1	1	72012933	76197039	4184107	0.5	Hetero	S-tag243551	S-tag176528	6217	5939	279
chr1	1	76209792	77523888	1314097	0.5715	Unbalanced	S-tag318750	S-tag279929	6321	6218	104
chr1	1	77546525	78455518	908994	0.5	Hetero	S-tag236444	S-tag191060	6386	6322	65
chr1	1	78474253	82973623	4499371	0.5752	Unbalanced	S-tag213314	S-tag135122	6703	6387	317
chr1	1	82988453	85972426	2983974	0.5446	Unbalanced	S-tag294918	S-tag307833	6917	6704	214
chr1	1	86008398	89038505	3030108	0.5669	Unbalanced	S-tag072321	S-tag245967	7144	6918	227
chr1	1	89045338	98688649	9643312	0.5416	Unbalanced	S-tag068217	S-tag185957	7931	7145	787
chr1	1	98706711	106476238	7769528	0.5678	Unbalanced	S-tag215496	S-tag213510	8479	7932	548
chr1	1	106496047	158219965	51723919	0.5	Hetero	S-tag233185	S-tag214810	10803	8480	2324
chr1	1	158225396	160129495	1904100	0.5604	Unbalanced	S-tag281573	S-tag066729	10946	10804	143
chr1	1	160140998	227213968	67072971	0.5	Hetero	S-tag099226	S-tag326066	16025	10947	5079
chr1	1	227220175	228057761	837587	0.5518	Unbalanced	S-tag102701	S-tag094759	16120	16026	95
chr1	1	228076739	235097172	7020434	0.5	Hetero	S-tag029926	S-tag179506	16685	16121	565
chr1	1	235112899	235994908	882010	0.5617	Unbalanced	S-tag273989	S-tag279796	16744	16686	59
chr1	1	236033905	249212878	13178974	0.5	Hetero	S-tag300183	S-tag279722	17813	16745	1069
chr2	2	21494	1383237	1361744	0.7281	Unbalanced	S-tag008358	S-tag276985	17910	17814	97
chr2	2	1400070	12872712	11472643	0.545	Unbalanced	S-tag155577	S-tag278707	18693	17911	783
chr2	2	12891476	15413276	2521801	0.5652	Unbalanced	S-tag244766	S-tag141749	18861	18694	168
chr2	2	15427173	17689755	2262583	0.5	Hetero	S-tag201758	S-tag258713	19136	18862	275
chr2	2	17694045	23284344	5590300	0.569	Unbalanced	S-tag309987	S-tag296414	19544	19137	408
chr2	2	23302096	24367540	1065445	0.5	Hetero	S-tag226811	S-tag218942	19616	19545	72
chr2	2	24380715	26508187	2127473	0.5757	Unbalanced	S-tag048326	S-tag245872	19800	19617	184
chr2	2	26524726	29954416	3429691	0.5492	Unbalanced	S-tag077225	S-tag010596	20233	19801	433
chr2	2	29959490	31748207	1788718	0.5707	Unbalanced	S-tag033469	S-tag290614	20372	20234	139
chr2	2	31765510	34532515	2767006	0.5	Hetero	S-tag026615	S-tag150325	20560	20373	188
chr2	2	34542861	35252991	710131	0.5681	Unbalanced	S-tag196725	S-tag008556	20612	20561	52
chr2	2	35255615	36164771	909157	0.5	Hetero	S-tag257732	S-tag216963	20665	20613	53
chr2	2	36175958	36814201	638244	0.6145	Unbalanced	S-tag002982	S-tag285480	20705	20666	40
chr2	2	36833861	79538168	42704308	0.6341	Unbalanced	S-tag242999	S-tag116184	23947	20706	3242
chr2	2	79553119	83703964	4150846	0.6546	Unbalanced	S-tag033170	S-tag138666	24230	23948	283
chr2	2	83736074	133352291	49616218	0.6433	Unbalanced	S-tag285132	S-tag247907	27252	24231	3022
chr2	2	133404223	155900874	22496652	0.638	Unbalanced	S-tag099927	S-tag129048	29479	27253	2227
chr2	2	155938659	175240292	19301634	0.5	Hetero	S-tag008382	S-tag218579	30894	29480	1415
chr2	2	175259065	194039876	18780812	0.6377	Unbalanced	S-tag137084	S-tag025693	32220	30895	1326
chr2	2	194117751	225682876	31565126	0.6227	Unbalanced	S-tag054619	S-tag090642	34691	32221	2471
chr2	2	225700775	227099180	1398406	0.639	Unbalanced	S-tag044304	S-tag003952	34788	34692	97
chr2	2	227123439	238143803	11020365	0.6172	Unbalanced	S-tag193352	S-tag216106	35569	34789	781
chr2	2	238151555	242095698	3944144	0.6094	Unbalanced	S-tag190037	S-tag321007	35823	35570	254
chr2	2	242110786	243052331	941546	0.5993	Unbalanced	S-tag267479	S-tag082861	35915	35824	92
chr3	3	63411	1926885	1863475	0.5	Hetero	S-tag123447	S-tag073213	36076	35916	161
chr3	3	1936873	3677762	1740890	0.5883	Unbalanced	S-tag042032	S-tag222018	36194	36077	118
chr3	3	3690944	82083260	78392317	0.5	Hetero	S-tag157805	S-tag132505	42730	36195	6536
chr3	3	82097314	83622478	1525165	0.5302	Unbalanced	S-tag295766	S-tag123520	42832	42731	102
chr3	3	83639174	175539275	91900102	0.5	Hetero	S-tag166285	S-tag077530	49262	42833	6430
chr3	3	175545048	175969460	424413	0.536	Unbalanced	S-tag078934	S-tag237450	49291	49263	29
chr3	3	175987763	177603596	1615834	0.6021	Unbalanced	S-tag190572	S-tag105980	49400	49292	109
chr3	3	177623785	185565723	7941939	0.5	Hetero	S-tag134636	S-tag069214	49992	49401	592
chr3	3	185591917	190115611	4523695	0.5744	Unbalanced	S-tag287105	S-tag057483	50550	49993	558
chr3	3	190122332	194433033	4310702	0.5	Hetero	S-tag110998	S-tag002025	50835	50551	285
chr3	3	194452062	196549742	2097681	0.5851	Unbalanced	S-tag174189	S-tag130114	51011	50836	176
chr3	3	196553867	197852564	1298698	0.557	Unbalanced	S-tag282507	S-tag251937	51111	51012	100
chr4	4	69404	1301052	1231649	0.565	Unbalanced	S-tag272826	S-tag280020	51201	51112	90
chr4	4	1302902	10523090	9220189	0.5	Hetero	S-tag320259	S-tag305823	51776	51202	575
chr4	4	10543372	12021139	1477768	0.5605	Unbalanced	S-tag227067	S-tag129032	51873	51777	97
chr4	4	12056196	25840789	13784594	0.5	Hetero	S-tag293606	S-tag120064	52825	51874	952
chr4	4	25857640	32292534	6434895	0.5582	Unbalanced	S-tag158488	S-tag254809	53253	52826	428
