"","value"
"chr1-0001",0.0691118209129854
"chr1-0002",0.134292786425912
"chr1-0003",0.0859489382161166
"chr1-0004",-0.164756128916915
"chr1-0005",-0.0476899345531386
"chr1-0006",-0.0246839846167027
"chr1-0007",-0.00561137349280016
"chr1-0008",0.030215431712422
"chr1-0009",-0.0684531976168476
"chr1-0010",0.0188366976024861
"chr1-0011",0.0477018597484871
"chr1-0012",-0.0577295744441161
"chr1-0013",-0.0227938579121334
"chr1-0014",-0.086831463747404
"chr1-0015",-0.105185550469434
"chr1-0016",0.0131448810126968
"chr1-0017",0.0541713012023325
"chr1-0018",0.150780877488994
"chr1-0019",0.0891778872171538
"chr1-0020",0.146925963495156
"chr1-0021",0.058432162561949
"chr1-0022",0.153512254380007
"chr1-0023",-0.143445485619805
"chr1-0024",0.00246288363427792
"chr1-0025",-0.109760079920559
"chr1-0026",-0.0830327969319725
"chr1-0027",-0.0455806791649798
"chr1-0028",-0.157783806569437
"chr1-0029",-0.0608644149840356
"chr1-0030",-0.0924995829463086
"chr1-0031",-0.035268563141536
"chr1-0032",-0.0525751319705986
"chr1-0033",-0.157268595606034
"chr1-0034",-0.306652981434543
"chr1-0035",-0.23805010714358
"chr1-0036",-0.0624177226090394
"chr1-0037",-0.167427070112744
"chr1-0038",-0.159957371255066
"chr1-0039",-0.334540284674684
"chr1-0040",-0.238164487074514
"chr1-0041",-0.302677520818014
"chr1-0042",-0.436086063099802
"chr1-0043",-0.340180297860579
"chr1-0044",-0.176863640582674
"chr1-0045",-0.27134145823253
"chr1-0046",-0.297234286372862
"chr1-0047",-0.259131118012141
"chr1-0048",-0.276656449520106
"chr1-0049",-0.377250390360552
"chr1-0050",-0.222810403529261
"chr1-0051",-0.216777180496608
"chr1-0052",-0.367181730745791
"chr1-0053",-0.36517200607463
"chr1-0054",-0.258933095872462
"chr1-0055",0.0161849570189465
"chr1-0056",-0.140629089638042
"chr1-0057",-0.243647235368162
"chr1-0058",-0.100978122140967
"chr1-0059",-0.0831681799547643
"chr1-0060",-0.0741782881547542
"chr1-0061",-0.173145784745953
"chr1-0062",-0.0305979097252369
"chr1-0063",-0.182056949949687
"chr1-0064",-0.137446097151373
"chr1-0065",-0.0985331783193886
"chr1-0066",-0.0870958143231338
"chr1-0067",-0.361478485494279
"chr1-0068",-0.110470305858603
"chr1-0069",-0.221061569052325
"chr1-0070",-0.231727758156183
"chr1-0071",-0.177183184973749
"chr1-0072",-0.102938183155271
"chr1-0073",-0.135347234556369
"chr1-0074",-0.326898963475127
"chr1-0075",-0.094977702364914
"chr1-0076",-0.00667617546888655
"chr1-0077",0.00350739784203881
"chr1-0078",-0.271555492044066
"chr1-0079",-0.157590261550056
"chr1-0080",-0.278027385185226
"chr1-0081",-0.184673826058337
"chr1-0082",-0.127309007497422
"chr1-0083",-0.13195532289578
"chr1-0084",-0.0705038009087501
"chr1-0085",-0.104730246658763
"chr1-0086",-0.0213747865108159
"chr1-0087",-0.111048122947194
"chr1-0088",0.0102975496889932
"chr1-0089",-0.0123643089178239
"chr1-0090",0.0125835852446009
"chr1-0091",0.225025913132404
"chr1-0092",0.156968139284329
"chr1-0093",0.0582042205490493
"chr1-0094",-0.116545455633447
"chr1-0095",-0.148653474516602
"chr1-0096",-0.10770202282214
"chr1-0097",-0.1510363916648
"chr1-0098",0.087706090476149
"chr1-0099",-0.220596129235826
"chr1-0100",-0.183201854973876
"chr1-0101",-0.21490366626671
"chr1-0102",-0.196661054400967
"chr1-0103",-0.323837333066864
"chr1-0104",-0.174621507949159
"chr1-0105",-0.133060263148421
"chr1-0106",0.250506110648755
"chr1-0107",0.0710709520978641
"chr1-0108",0.284313662840189
"chr1-0109",0.173571240205823
"chr1-0110",0.0278023164334562
"chr1-0111",0.106863181604276
"chr1-0112",0.134646114706886
"chr1-0113",0.189078428461239
"chr1-0114",0.201796217485171
"chr1-0115",0.213343488786742
"chr1-0116",-0.05251321669775
"chr1-0117",-0.0563619120452591
"chr1-0118",0.0138475722535778
"chr1-0119",0.156961383436567
"chr1-0120",0.152812084630596
"chr1-0121",0.237724563838174
"chr1-0122",0.176245859698681
"chr1-0123",0.123832335701711
"chr1-0124",0.281372342199726
"chr1-0125",0.0245535473631887
"chr1-0126",0.0991210184219872
"chr1-0127",-0.0655096097502596
"chr1-0128",0.0145716755959519
"chr1-0129",0.12001495847424
"chr1-0130",-0.196913376297112
"chr1-0131",0.011099021121017
"chr1-0132",-0.00774708029365459
"chr1-0133",-0.0231455996580255
"chr1-0134",-0.127938871989108
"chr1-0135",-0.155093175219908
"chr1-0136",0.0176583492795407
"chr1-0137",0.0855183145394377
"chr1-0138",-0.174131535445213
"chr1-0139",0.0199472963427037
"chr1-0140",-0.0196746837640454
"chr1-0141",0.298479045456634
"chr1-0142",-0.0836225093844839
