"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,2651391,19,0.217330687635015
"2","Sample.1","chr1",2823145,248923211,1444,0.00313068763501545
"3","Sample.1","chr10",105000,133595233,829,0.00803068763501546
"4","Sample.1","chr11",180000,3250000,31,0.174530687635015
"5","Sample.1","chr11",3450000,134988311,779,-0.00636931236498454
"6","Sample.1","chr12",105000,133182655,808,0.0143306876350155
"7","Sample.1","chr13",18704053,114327164,426,-0.00606931236498455
"8","Sample.1","chr14",19855857,106841859,533,0.000130687635015461
"9","Sample.1","chr15",20232279,101840595,551,0.0105306876350155
"10","Sample.1","chr16",55000,90114173,513,0.0572306876350155
"11","Sample.1","chr17",130000,83123721,613,0.0504306876350155
"12","Sample.1","chr18",105000,80231643,342,0.0197306876350155
"13","Sample.1","chr19",180000,58553808,484,0.101930687635015
"14","Sample.1","chr2",55000,242091765,1323,0.00113068763501546
"15","Sample.1","chr20",133168,64267084,418,0.0361306876350155
"16","Sample.1","chr21",10569444,46649992,181,0.0297306876350155
"17","Sample.1","chr22",16657005,50754234,290,0.0739306876350155
"18","Sample.1","chr3",155000,198117780,1033,-0.00686931236498455
"19","Sample.1","chr4",55000,3950000,39,0.159130687635015
"20","Sample.1","chr4",4150000,190061561,765,-0.0206693123649845
"21","Sample.1","chr5",55000,1550000,16,0.157630687635015
"22","Sample.1","chr5",1650000,181339130,899,-0.0138693123649845
"23","Sample.1","chr6",180000,170622990,941,-0.0280693123649845
"24","Sample.1","chr7",55000,159217987,862,-0.00726931236498454
"25","Sample.1","chr8",180000,143150000,740,-0.0207693123649845
"26","Sample.1","chr8",143250000,145039318,19,0.188930687635015
"27","Sample.1","chr9",205000,135850000,526,0.0168306876350155
"28","Sample.1","chr9",135950000,138167359,22,0.186830687635015
"29","Sample.1","chrX",2518744,155615448,446,0.527430687635015
"30","Sample.1","chrY",4518744,21219771,13,-3.62836931236498
