"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,248923211,2254,7.8032568863684e-05
"2","Sample.1","chr10",125000,133625233,1141,0.0192780325688637
"3","Sample.1","chr11",145000,134993311,1344,0.00367803256886368
"4","Sample.1","chr12",70000,133222655,1234,0.0291780325688637
"5","Sample.1","chr13",18679053,114332164,578,0.0559780325688637
"6","Sample.1","chr14",19770857,106751859,807,0.00577803256886368
"7","Sample.1","chr15",20232279,101850595,770,0.000778032568863683
"8","Sample.1","chr16",40000,90149173,1014,-0.0104219674311363
"9","Sample.1","chr17",130000,83168721,1213,-0.0184219674311363
"10","Sample.1","chr18",135000,80206643,405,0.0475780325688637
"11","Sample.1","chr19",175000,58588808,1069,-0.0297219674311363
"12","Sample.1","chr2",110000,242111765,1764,0.0405780325688637
"13","Sample.1","chr20",178168,64292084,638,-0.0230219674311363
"14","Sample.1","chr21",10569444,46679992,257,0.0449780325688637
"15","Sample.1","chr22",16567005,50769234,496,-0.0185219674311363
"16","Sample.1","chr3",115000,198097780,1356,0.0358780325688637
"17","Sample.1","chr4",110000,190066561,1017,0.0728780325688637
"18","Sample.1","chr5",50000,181369130,1233,0.0426780325688637
"19","Sample.1","chr6",140000,29805000,306,0.0259780325688637
"20","Sample.1","chr6",29850000,29960000,5,-0.315821967431136
"21","Sample.1","chr6",29985000,170662990,1080,0.0292780325688637
"22","Sample.1","chr7",50000,159247987,1257,-0.00152196743113632
"23","Sample.1","chr8",195000,145039318,1034,0.0293780325688637
"24","Sample.1","chr9",215000,138187359,710,-0.00112196743113632
"25","Sample.1","chrX",2528744,155645448,534,0.640578032568864
"26","Sample.1","chrY",4728744,21244771,11,-3.46472196743114
