"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,118550000,608,0.119630354262422
"2","Sample.1","chr1",118975000,248898211,455,0.412930354262422
"3","Sample.1","chr10",130000,133620233,545,0.00133035426242176
"4","Sample.1","chr11",155000,48475000,226,-0.0148696457375782
"5","Sample.1","chr11",49250000,56275000,5,-0.457769645737578
"6","Sample.1","chr11",56975000,134888311,413,-0.0171696457375782
"7","Sample.1","chr12",80000,133182655,570,0.149730354262422
"8","Sample.1","chr13",18854053,114302164,286,-0.106869645737578
"9","Sample.1","chr14",19955857,106541859,364,0.145830354262422
"10","Sample.1","chr15",22579121,101840595,375,0.315630354262422
"11","Sample.1","chr16",80000,90139173,445,0.215730354262422
"12","Sample.1","chr17",155000,20100000,161,0.0155303542624218
"13","Sample.1","chr17",20350000,21150000,5,-0.287169645737578
"14","Sample.1","chr17",21225000,83148721,436,0.000530354262421762
"15","Sample.1","chr18",130000,80181643,147,0.136630354262422
"16","Sample.1","chr19",180000,58578808,578,0.194030354262422
"17","Sample.1","chr2",130000,181750000,579,-0.0157696457375782
"18","Sample.1","chr2",182275000,189275000,10,-0.404869645737578
"19","Sample.1","chr2",189525000,242091765,233,0.0284303542624218
"20","Sample.1","chr20",183168,64292084,251,0.277630354262422
"21","Sample.1","chr21",14007904,30525000,14,-0.273869645737578
"22","Sample.1","chr21",31125000,46649992,83,-0.00116964573757825
"23","Sample.1","chr22",16657005,50754234,206,0.180330354262422
"24","Sample.1","chr3",155000,198092780,618,0.180230354262422
"25","Sample.1","chr4",155000,42500000,171,0.0154303542624218
"26","Sample.1","chr4",43525000,138025000,177,-0.410169645737578
"27","Sample.1","chr4",138800000,190061561,127,-0.106469645737578
"28","Sample.1","chr5",80000,181339130,579,0.487330354262422
"29","Sample.1","chr6",205000,52800000,329,0.251830354262422
"30","Sample.1","chr6",53000000,105050000,84,-0.0833696457375782
"31","Sample.1","chr6",105350000,170647990,253,0.216330354262422
"32","Sample.1","chr7",80000,80350000,305,0.0179303542624218
"33","Sample.1","chr7",80750000,84650000,5,-0.540769645737578
"34","Sample.1","chr7",86150000,159242987,316,0.0115303542624218
"35","Sample.1","chr8",205000,145039318,482,0.203530354262422
"36","Sample.1","chr9",480000,138067359,239,0.123230354262422
"37","Sample.1","chrX",2718744,66575000,113,0.908530354262422
"38","Sample.1","chrX",67525000,155640448,158,0.186130354262422
"39","Sample.1","chrY",5592201,20998668,7,-4.10926964573758
