"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,38525000,706,-0.394756367098451
"2","Sample.1","chr1",38690000,108715000,495,0.208843632901549
"3","Sample.1","chr1",108805000,109170000,8,-0.232256367098451
"4","Sample.1","chr1",109245000,185820000,534,0.141243632901549
"5","Sample.1","chr1",186100000,199570000,45,0.414943632901549
"6","Sample.1","chr1",199885000,208295000,128,0.159143632901549
"7","Sample.1","chr1",208480000,248923211,338,-0.366956367098451
"8","Sample.1","chr10",125000,74415000,557,-0.00575636709845079
"9","Sample.1","chr10",74595000,133625233,584,-0.378656367098451
"10","Sample.1","chr11",145000,134993311,1344,0.00524363290154921
"11","Sample.1","chr12",70000,133222655,1234,-0.000356367098450792
"12","Sample.1","chr13",18679053,47270000,224,0.0208436329015492
"13","Sample.1","chr13",47630000,61950000,66,-0.392256367098451
"14","Sample.1","chr13",63095000,114332164,288,0.0715436329015492
"15","Sample.1","chr14",19770857,71035000,388,0.00424363290154921
"16","Sample.1","chr14",71155000,90290000,143,-0.418256367098451
"17","Sample.1","chr14",90360000,106751859,276,-0.0103563670984508
"18","Sample.1","chr15",20232279,101850595,770,-0.0205563670984508
"19","Sample.1","chr16",40000,48010000,480,-0.0744563670984508
"20","Sample.1","chr16",48160000,55185000,56,-0.413456367098451
"21","Sample.1","chr16",55325000,55785000,6,0.0156436329015492
"22","Sample.1","chr16",55925000,56730000,14,-0.361256367098451
"23","Sample.1","chr16",56820000,57925000,28,-0.0450563670984508
"24","Sample.1","chr16",57995000,90149173,430,-0.382356367098451
"25","Sample.1","chr17",130000,83168721,1213,-0.0587563670984508
"26","Sample.1","chr18",135000,80206643,405,0.0386436329015492
"27","Sample.1","chr19",175000,34390000,561,-0.108156367098451
"28","Sample.1","chr19",34455000,58588808,508,-0.487456367098451
"29","Sample.1","chr2",110000,46830000,424,-0.362256367098451
"30","Sample.1","chr2",46880000,49160000,21,-1.50535636709845
"31","Sample.1","chr2",49835000,200815000,899,-0.363256367098451
"32","Sample.1","chr2",200840000,201405000,11,-0.625556367098451
"33","Sample.1","chr2",201545000,242111765,409,-0.350556367098451
"34","Sample.1","chr20",178168,64292084,638,-0.0276563670984508
"35","Sample.1","chr21",10569444,46679992,257,0.0191436329015492
"36","Sample.1","chr22",16567005,50769234,496,-0.0498563670984508
"37","Sample.1","chr3",115000,198097780,1356,0.0070436329015492
"38","Sample.1","chr4",110000,505000,5,-0.261556367098451
"39","Sample.1","chr4",525000,190066561,1012,0.0525436329015492
"40","Sample.1","chr5",50000,181369130,1233,0.0339436329015492
"41","Sample.1","chr6",140000,170662990,1391,-0.0378563670984508
"42","Sample.1","chr7",50000,159247987,1257,-0.413656367098451
"43","Sample.1","chr8",195000,145039318,1034,-0.00135636709845079
"44","Sample.1","chr9",215000,138187359,710,-0.0245563670984508
"45","Sample.1","chrX",2528744,155645448,534,0.491343632901549
"46","Sample.1","chrY",4728744,21244771,11,-3.59885636709845
