"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,248923211,1940,-0.000842046538043574
"2","Sample.1","chr10",105000,133620233,1029,0.00155795346195643
"3","Sample.1","chr11",155000,134988311,1097,0.00935795346195643
"4","Sample.1","chr12",80000,133207655,1037,0.0124579534619564
"5","Sample.1","chr13",18729053,114327164,511,0.00865795346195643
"6","Sample.1","chr14",19855857,106841859,691,-0.00414204653804357
"7","Sample.1","chr15",20232279,101840595,694,0.000157953461956427
"8","Sample.1","chr16",55000,90139173,767,0.0182579534619564
"9","Sample.1","chr17",130000,83148721,905,0.0147579534619564
"10","Sample.1","chr18",130000,80231643,404,0.0131579534619564
"11","Sample.1","chr19",180000,58578808,796,0.0282579534619564
"12","Sample.1","chr2",105000,242116765,1624,0.00915795346195643
"13","Sample.1","chr20",158168,64292084,559,0.0155579534619564
"14","Sample.1","chr21",10569444,46674992,240,0.0341579534619564
"15","Sample.1","chr22",16557005,50754234,432,0.0411579534619564
"16","Sample.1","chr3",230000,198142780,1225,0.00025795346195643
"17","Sample.1","chr4",55000,190061561,926,0.000657953461956427
"18","Sample.1","chr5",55000,181364130,1089,0.00155795346195643
"19","Sample.1","chr6",155000,32375000,322,-0.0292420465380436
"20","Sample.1","chr6",32450000,32675000,5,-0.722142046538044
"21","Sample.1","chr6",32725000,170647990,840,-0.0205420465380436
"22","Sample.1","chr7",55000,159242987,1049,-0.00904204653804357
"23","Sample.1","chr8",205000,145039318,931,-0.0101420465380436
"24","Sample.1","chr9",130000,138192359,673,0.0118579534619564
"25","Sample.1","chrX",2518744,155640448,478,0.499657953461956
"26","Sample.1","chrY",4518744,21244771,13,-3.86364204653804
