"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,157975000,708,0.0589562552554718
"2","Sample.1","chr1",158250000,159325000,5,-0.237743744744528
"3","Sample.1","chr1",159650000,185500000,100,0.110456255255472
"4","Sample.1","chr1",186025000,199450000,17,-0.398043744744528
"5","Sample.1","chr1",200150000,248898211,233,0.0595562552554718
"6","Sample.1","chr10",130000,133620233,545,-0.00314374474452822
"7","Sample.1","chr11",155000,4200000,64,-0.0241437447445282
"8","Sample.1","chr11",4475000,5775000,9,-0.730143744744528
"9","Sample.1","chr11",6050000,20625000,79,-0.201443744744528
"10","Sample.1","chr11",21475000,31550000,15,-0.475343744744528
"11","Sample.1","chr11",31775000,48475000,59,-0.159743744744528
"12","Sample.1","chr11",49250000,56275000,5,-0.872743744744528
"13","Sample.1","chr11",56975000,134888311,413,-0.135543744744528
"14","Sample.1","chr12",80000,70400000,290,-0.101343744744528
"15","Sample.1","chr12",70750000,91850000,38,-0.452443744744528
"16","Sample.1","chr12",92250000,133182655,242,-0.00404374474452822
"17","Sample.1","chr13",18854053,20850000,10,-0.425543744744528
"18","Sample.1","chr13",21000000,28625000,41,-0.0825437447445282
"19","Sample.1","chr13",28750000,31250000,12,0.147456255255472
"20","Sample.1","chr13",31575000,33175000,8,-0.665143744744528
"21","Sample.1","chr13",33525000,45775000,42,-0.185743744744528
"22","Sample.1","chr13",45950000,93925000,65,-0.893143744744528
"23","Sample.1","chr13",94450000,114302164,108,-0.320143744744528
"24","Sample.1","chr14",19955857,24725000,40,-0.212443744744528
"25","Sample.1","chr14",25800000,33600000,11,-0.692943744744528
"26","Sample.1","chr14",34275000,39275000,17,-0.267743744744528
"27","Sample.1","chr14",40500000,48100000,7,-0.640543744744528
"28","Sample.1","chr14",49575000,96100000,195,-0.233543744744528
"29","Sample.1","chr14",96225000,106541859,94,0.0243562552554718
"30","Sample.1","chr15",22579121,101840595,375,0.0309562552554718
"31","Sample.1","chr16",80000,59225000,259,0.150156255255472
"32","Sample.1","chr16",60875000,65325000,5,-0.162343744744528
"33","Sample.1","chr16",65825000,90139173,181,0.155756255255472
"34","Sample.1","chr17",155000,40475000,262,-0.0103437447445282
"35","Sample.1","chr17",40650000,41250000,6,-0.624843744744528
"36","Sample.1","chr17",41375000,83148721,334,0.0638562552554718
"37","Sample.1","chr18",130000,80181643,147,-0.197543744744528
"38","Sample.1","chr19",180000,58578808,578,0.00375625525547178
"39","Sample.1","chr2",130000,136525000,483,-0.0482437447445282
"40","Sample.1","chr2",137725000,143000000,5,-0.715043744744528
"41","Sample.1","chr2",144050000,162175000,38,-0.153443744744528
"42","Sample.1","chr2",163000000,166850000,6,-0.532143744744528
"43","Sample.1","chr2",167650000,180475000,44,-0.0637437447445282
"44","Sample.1","chr2",181200000,189275000,13,-0.565043744744528
"45","Sample.1","chr2",189525000,242091765,233,-0.116343744744528
"46","Sample.1","chr20",183168,64292084,251,-0.121043744744528
"47","Sample.1","chr21",14007904,46649992,97,0.0749562552554718
"48","Sample.1","chr22",16657005,50754234,206,0.00345625525547177
"49","Sample.1","chr3",155000,198092780,618,0.00075625525547178
"50","Sample.1","chr4",155000,58014397,202,0.101056255255472
"51","Sample.1","chr4",60485691,70500000,8,-0.661543744744528
"52","Sample.1","chr4",70725000,190061561,265,-0.0493437447445282
"53","Sample.1","chr5",80000,17275000,87,0.0465562552554718
"54","Sample.1","chr5",17440274,29975000,7,-0.665243744744528
"55","Sample.1","chr5",31325000,140725000,294,-0.101743744744528
"56","Sample.1","chr5",140775000,141175000,7,-0.516243744744528
"57","Sample.1","chr5",141250000,160525000,80,-0.0177437447445282
"58","Sample.1","chr5",161075000,165025000,7,-0.444443744744528
"59","Sample.1","chr5",166975000,181339130,97,0.0894562552554718
"60","Sample.1","chr6",205000,170647990,666,-0.180343744744528
"61","Sample.1","chr7",80000,6675000,88,0.257456255255472
"62","Sample.1","chr7",6875000,21325000,29,-0.158643744744528
"63","Sample.1","chr7",21700000,80350000,188,0.123256255255472
"64","Sample.1","chr7",80750000,84650000,5,-0.734843744744528
"65","Sample.1","chr7",86150000,159242987,316,0.119156255255472
"66","Sample.1","chr8",205000,145039318,482,0.0467562552554718
"67","Sample.1","chr9",480000,138067359,239,0.168256255255472
"68","Sample.1","chrX",2718744,155640448,271,0.474156255255472
"69","Sample.1","chrY",5592201,20998668,7,-3.96884374474453
