"","ID","chrom","loc.start","loc.end","num.mark","bstat","pval","seg.mean","seg.median"
"1","205240110044_R02C01","chr1",93709,249149416,453,NA,NA,-0.013,-0.008
"2","205240110044_R02C01","chr10",280000,135262374,264,NA,NA,-0.006,0.002
"3","205240110044_R02C01","chr11",280000,134723258,253,NA,NA,-0.024,-0.012
"4","205240110044_R02C01","chr12",322870,133670948,261,NA,NA,0.009,0.016
"5","205240110044_R02C01","chr13",19260000,115054939,176,NA,NA,-0.043,-0.026
"6","205240110044_R02C01","chr14",19250000,107144770,170,NA,NA,-0.017,0.006
"7","205240110044_R02C01","chr15",20250000,102260696,167,NA,NA,0.009,0.008
"8","205240110044_R02C01","chr16",280000,90147377,159,NA,NA,0.035,0.044
"9","205240110044_R02C01","chr17",148313,81097605,162,NA,NA,0.033,0.037
"10","205240110044_R02C01","chr18",255000,78008624,142,NA,NA,0.003,0.007
"11","205240110044_R02C01","chr19",280000,59059492,115,NA,NA,0.064,0.077
"12","205240110044_R02C01","chr2",255000,243051238,468,NA,NA,-0.028,-0.01
"13","205240110044_R02C01","chr20",280000,62732760,123,NA,NA,0.026,0.02
"14","205240110044_R02C01","chr21",10848948,48059948,69,NA,NA,0.017,0.033
"15","205240110044_R02C01","chr22",16373925,51122283,70,NA,NA,0.05,0.044
"16","205240110044_R02C01","chr3",280000,197731215,377,NA,NA,-0.032,-0.026
"17","205240110044_R02C01","chr4",255000,190772138,343,NA,NA,-0.049,-0.045
"18","205240110044_R02C01","chr5",255000,180702630,344,NA,NA,-0.048,-0.04
"19","205240110044_R02C01","chr6",280000,170777534,319,NA,NA,-0.06,-0.048
"20","205240110044_R02C01","chr7",121242,158814332,304,NA,NA,-0.042,-0.036
"21","205240110044_R02C01","chr8",255000,146152011,281,NA,NA,-0.038,-0.028
"22","205240110044_R02C01","chr9",255000,141076716,214,NA,NA,-0.012,-0.005
