"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,38500000,42,-0.429734428096561
"2","Sample.1","chr1",39500000,54500000,16,0.139365571903439
"3","Sample.1","chr1",55500000,91500000,37,0.307465571903439
"4","Sample.1","chr1",92500000,156500000,41,0.0346655719034393
"5","Sample.1","chr1",157500000,199500000,43,0.282465571903439
"6","Sample.1","chr1",200500000,208500000,9,0.117865571903439
"7","Sample.1","chr1",209500000,248473211,42,-0.396534428096561
"8","Sample.1","chr10",505000,73500000,70,-0.0131344280965607
"9","Sample.1","chr10",74500000,133345233,62,-0.418934428096561
"10","Sample.1","chr11",530000,134538311,128,0.00336557190343932
"11","Sample.1","chr12",505000,133132655,133,0.0104655719034393
"12","Sample.1","chr13",18704053,47500000,30,0.00236557190343932
"13","Sample.1","chr13",48500000,62500000,15,-0.401534428096561
"14","Sample.1","chr13",63500000,114177164,53,0.0725655719034393
"15","Sample.1","chr14",19805857,70500000,50,0.0170655719034393
"16","Sample.1","chr14",71500000,89500000,19,-0.401234428096561
"17","Sample.1","chr14",90500000,106441859,17,-0.0364344280965607
"18","Sample.1","chr15",20232279,101490595,84,-0.0440344280965607
"19","Sample.1","chr16",505000,47500000,38,-0.110334428096561
"20","Sample.1","chr16",48500000,90114173,42,-0.395834428096561
"21","Sample.1","chr17",254094,83123721,82,-0.0691344280965607
"22","Sample.1","chr18",505000,80131643,75,0.0360655719034393
"23","Sample.1","chr19",530000,33500000,32,-0.136834428096561
"24","Sample.1","chr19",34500000,58303808,25,-0.505434428096561
"25","Sample.1","chr2",505000,44500000,46,-0.393234428096561
"26","Sample.1","chr2",45500000,49500000,5,-1.02343442809656
"27","Sample.1","chr2",50500000,242091765,187,-0.381834428096561
"28","Sample.1","chr20",533168,64167084,62,-0.0336344280965607
"29","Sample.1","chr21",10569444,28500000,16,0.112865571903439
"30","Sample.1","chr21",29500000,46349992,20,-0.0298344280965607
"31","Sample.1","chr22",16657005,50391917,36,-0.0839344280965607
"32","Sample.1","chr3",505000,198117780,194,0.0120655719034393
"33","Sample.1","chr4",505000,190061561,186,0.0504655719034393
"34","Sample.1","chr5",505000,181239130,179,0.0379655719034393
"35","Sample.1","chr6",530000,170372990,165,-0.0203344280965607
"36","Sample.1","chr7",123923,55500000,57,-0.417834428096561
"37","Sample.1","chr7",56500000,76500000,16,-0.566634428096561
"38","Sample.1","chr7",77500000,159167987,82,-0.437234428096561
"39","Sample.1","chr8",530000,145039318,144,-0.00573442809656068
"40","Sample.1","chr9",505000,138167359,107,-0.0143344280965607
"41","Sample.1","chrX",2568744,155515448,135,0.478865571903439
"42","Sample.1","chrY",4568744,20998668,9,-3.70313442809656
