"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,1475000,14,-0.561671833243482
"2","Sample.1","chr1",1525000,55025000,702,0.104828166756518
"3","Sample.1","chr1",55125000,235225000,1126,0.347328166756518
"4","Sample.1","chr1",235350000,248923211,98,0.0293281667565183
"5","Sample.1","chr10",105000,133620233,1029,0.177828166756518
"6","Sample.1","chr11",155000,81375000,709,-0.0225718332434817
"7","Sample.1","chr11",82175000,85025000,14,0.488028166756518
"8","Sample.1","chr11",85375000,86975000,17,0.113328166756518
"9","Sample.1","chr11",87225000,100750000,49,-0.209071833243482
"10","Sample.1","chr11",100950000,117700000,120,0.0772281667565183
"11","Sample.1","chr11",117775000,125800000,106,-0.292271833243482
"12","Sample.1","chr11",125875000,134988311,82,-0.867871833243482
"13","Sample.1","chr12",80000,8625000,106,0.00202816675651829
"14","Sample.1","chr12",8725000,46925000,206,0.311828166756518
"15","Sample.1","chr12",47125000,68275000,207,-0.0132718332434817
"16","Sample.1","chr12",68325000,75575000,37,-0.272071833243482
"17","Sample.1","chr12",75675000,133207655,481,0.132728166756518
"18","Sample.1","chr13",18729053,36975000,143,0.276828166756518
"19","Sample.1","chr13",37025000,66625000,139,-0.251771833243482
"20","Sample.1","chr13",67075000,114327164,229,0.556828166756518
"21","Sample.1","chr14",19855857,21650000,23,0.203928166756518
"22","Sample.1","chr14",21775000,22525000,7,0.455528166756518
"23","Sample.1","chr14",22575000,57150000,183,0.114028166756518
"24","Sample.1","chr14",57300000,67750000,91,-0.311471833243482
"25","Sample.1","chr14",67825000,69200000,18,0.0615281667565183
"26","Sample.1","chr14",69300000,106841859,369,-0.360271833243482
"27","Sample.1","chr15",20232279,24300000,13,-0.0870718332434817
"28","Sample.1","chr15",24750000,63950000,303,0.292228166756518
"29","Sample.1","chr15",64025000,101840595,378,-0.0123718332434817
"30","Sample.1","chr16",55000,33865870,329,-0.466471833243482
"31","Sample.1","chr16",34892311,52550000,60,-0.0703718332434817
"32","Sample.1","chr16",52625000,90139173,378,-0.388171833243482
"33","Sample.1","chr17",130000,675000,9,-0.0689718332434817
"34","Sample.1","chr17",725000,10425000,146,-0.437771833243482
"35","Sample.1","chr17",10550000,16125000,33,0.710428166756518
"36","Sample.1","chr17",16225000,22631840,66,0.497628166756518
"37","Sample.1","chr17",27092990,51325000,313,0.114328166756518
"38","Sample.1","chr17",51550000,55050000,8,0.307128166756518
"39","Sample.1","chr17",55200000,56225000,10,0.584528166756518
"40","Sample.1","chr17",56425000,60675000,50,0.157428166756518
"41","Sample.1","chr17",60800000,63075000,18,0.448928166756518
"42","Sample.1","chr17",63275000,68225000,47,0.190328166756518
"43","Sample.1","chr17",68275000,72050000,18,0.620328166756518
"44","Sample.1","chr17",72225000,74675000,31,0.397828166756518
"45","Sample.1","chr17",74725000,83148721,156,0.164128166756518
"46","Sample.1","chr18",130000,37775000,184,0.233528166756518
"47","Sample.1","chr18",38575000,44350000,9,0.469628166756518
"48","Sample.1","chr18",44675000,80231643,211,0.267728166756518
"49","Sample.1","chr19",180000,43775000,544,-0.00297183324348171
"50","Sample.1","chr19",43850000,44450000,11,0.255528166756518
"51","Sample.1","chr19",44550000,58578808,241,0.0131281667565183
"52","Sample.1","chr2",105000,3675000,52,-0.244371833243482
"53","Sample.1","chr2",3725000,156050000,961,0.118528166756518
"54","Sample.1","chr2",156350000,173975000,107,-0.248371833243482
"55","Sample.1","chr2",174050000,242116765,504,0.0237281667565183
"56","Sample.1","chr20",158168,64292084,559,0.268128166756518
"57","Sample.1","chr21",10569444,46674992,240,0.0116281667565183
"58","Sample.1","chr22",16557005,50754234,432,-0.0840718332434817
"59","Sample.1","chr3",230000,186850000,1116,0.240328166756518
"60","Sample.1","chr3",186925000,189150000,22,-0.195871833243482
"61","Sample.1","chr3",189275000,192250000,17,0.367228166756518
"62","Sample.1","chr3",192450000,198142780,70,0.111028166756518
"63","Sample.1","chr4",55000,190061561,926,0.160728166756518
"64","Sample.1","chr5",55000,625000,12,-0.232271833243482
"65","Sample.1","chr5",700000,134575000,669,0.165428166756518
"66","Sample.1","chr5",134650000,134950000,6,-0.325471833243482
"67","Sample.1","chr5",135050000,181364130,402,0.00492816675651829
"68","Sample.1","chr6",155000,375000,4,-0.649071833243482
"69","Sample.1","chr6",425000,14950000,141,-0.985071833243482
"70","Sample.1","chr6",15125000,32525000,179,-0.367871833243482
"71","Sample.1","chr6",32575000,32775000,5,-1.36627183324348
"72","Sample.1","chr6",32825000,57250000,238,-0.370071833243482
"73","Sample.1","chr6",57876944,73100000,31,0.286428166756518
"74","Sample.1","chr6",73275000,73525000,5,-0.0685718332434817
"75","Sample.1","chr6",73600000,85250000,40,0.284428166756518
"76","Sample.1","chr6",85425000,116400000,140,-0.308871833243482
"77","Sample.1","chr6",116475000,170647990,384,0.252328166756518
"78","Sample.1","chr7",55000,125000,2,0.0811281667565183
"79","Sample.1","chr7",175000,6750000,103,-0.233971833243482
"80","Sample.1","chr7",6925000,55575000,295,0.0442281667565183
"81","Sample.1","chr7",55775000,62803390,11,-0.205971833243482
"82","Sample.1","chr7",63500000,64425000,5,0.209228166756518
"83","Sample.1","chr7",64600000,66925000,19,-0.222971833243482
"84","Sample.1","chr7",67150000,70775000,14,0.0848281667565183
"85","Sample.1","chr7",70950000,76725000,45,-0.254671833243482
"86","Sample.1","chr7",77125000,159242987,555,-0.0154718332434817
"87","Sample.1","chr8",205000,141025000,861,0.0282281667565183
"88","Sample.1","chr8",141075000,145039318,70,-0.210671833243482
"89","Sample.1","chr9",130000,975000,7,-0.711871833243482
"90","Sample.1","chr9",1025000,6850000,27,-0.193871833243482
"91","Sample.1","chr9",7075000,18375000,29,0.113628166756518
"92","Sample.1","chr9",18750000,21600000,13,-0.321571833243482
"93","Sample.1","chr9",21875000,138192359,597,-0.0614718332434817
"94","Sample.1","chrX",2518744,42425000,135,-0.629771833243482
"95","Sample.1","chrX",43300000,63106271,74,0.848228166756518
"96","Sample.1","chrX",63975000,138125000,206,-0.674871833243482
"97","Sample.1","chrX",138950000,152875000,34,1.07562816675652
"98","Sample.1","chrX",152925000,154625000,24,0.754928166756518
"99","Sample.1","chrX",154775000,155640448,5,1.03802816675652
"100","Sample.1","chrY",4518744,21244771,13,-4.20337183324348
