"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,248923211,1463,-0.0101189731532965
"2","Sample.1","chr10",105000,133595233,829,-0.00381897315329648
"3","Sample.1","chr11",180000,134988311,810,-0.0196189731532965
"4","Sample.1","chr12",105000,133182655,808,0.0328810268467035
"5","Sample.1","chr13",18704053,114327164,426,0.00918102684670352
"6","Sample.1","chr14",19855857,106841859,533,-0.00971897315329648
"7","Sample.1","chr15",20232279,101840595,551,-0.00421897315329648
"8","Sample.1","chr16",55000,90114173,513,-0.00291897315329648
"9","Sample.1","chr17",130000,83123721,613,-0.0168189731532965
"10","Sample.1","chr18",105000,80231643,342,0.0329810268467035
"11","Sample.1","chr19",180000,58553808,484,-0.00831897315329648
"12","Sample.1","chr2",55000,242091765,1323,0.000181026846703519
"13","Sample.1","chr20",133168,64267084,418,-0.00311897315329648
"14","Sample.1","chr21",10569444,29800000,47,0.0276810268467035
"15","Sample.1","chr21",30050000,30950000,7,-0.206618973153296
"16","Sample.1","chr21",31150000,46649992,127,0.0321810268467035
"17","Sample.1","chr22",16657005,50754234,290,-0.0236189731532965
"18","Sample.1","chr3",155000,198117780,1033,-0.00021897315329648
"19","Sample.1","chr4",55000,190061561,804,0.00668102684670352
"20","Sample.1","chr5",55000,181339130,915,-0.00631897315329648
"21","Sample.1","chr6",180000,170622990,941,-0.0341189731532965
"22","Sample.1","chr7",55000,159217987,862,-0.0372189731532965
"23","Sample.1","chr8",180000,145039318,759,-0.00661897315329648
"24","Sample.1","chr9",205000,138167359,548,-0.0216189731532965
"25","Sample.1","chrX",2518744,155615448,446,0.412081026846704
"26","Sample.1","chrY",4518744,21219771,13,-4.0892189731533
