"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,38500000,42,-0.500725361979415
"2","Sample.1","chr1",39500000,91500000,53,0.290074638020585
"3","Sample.1","chr1",92500000,160500000,45,0.0632746380205854
"4","Sample.1","chr1",161500000,208500000,48,0.292674638020585
"5","Sample.1","chr1",209500000,248473211,42,-0.522625361979415
"6","Sample.1","chr10",505000,80500000,77,-0.516125361979415
"7","Sample.1","chr10",81500000,85500000,5,-0.788925361979415
"8","Sample.1","chr10",86500000,133345233,50,-0.507125361979414
"9","Sample.1","chr11",530000,134538311,128,-0.0302253619794146
"10","Sample.1","chr12",505000,133132655,133,-0.00342536197941457
"11","Sample.1","chr13",18704053,46500000,29,0.0206746380205854
"12","Sample.1","chr13",47500000,62500000,16,-0.535625361979415
"13","Sample.1","chr13",63500000,114177164,53,0.0609746380205854
"14","Sample.1","chr14",19805857,70500000,50,0.0225746380205854
"15","Sample.1","chr14",71500000,89500000,19,-0.543225361979415
"16","Sample.1","chr14",90500000,106441859,17,-0.0503253619794146
"17","Sample.1","chr15",20232279,101490595,84,-0.0405253619794146
"18","Sample.1","chr16",505000,34144665,35,0.0297746380205854
"19","Sample.1","chr16",35422504,90114173,45,-0.521725361979415
"20","Sample.1","chr17",254094,83123721,82,-0.0537253619794146
"21","Sample.1","chr18",505000,80131643,75,0.00927463802058545
"22","Sample.1","chr19",530000,33500000,32,-0.210725361979415
"23","Sample.1","chr19",34500000,58303808,25,-0.502925361979415
"24","Sample.1","chr2",505000,45500000,47,-0.519825361979415
"25","Sample.1","chr2",46500000,50500000,5,-1.68252536197941
"26","Sample.1","chr2",51500000,242091765,186,-0.511625361979415
"27","Sample.1","chr20",533168,64167084,62,-0.0393253619794146
"28","Sample.1","chr21",10569444,46349992,36,-0.0127253619794146
"29","Sample.1","chr22",16657005,50391917,36,-0.241125361979415
"30","Sample.1","chr3",505000,89775051,89,0.0211746380205854
"31","Sample.1","chr3",93852787,198117780,105,-0.194425361979415
"32","Sample.1","chr4",505000,159500000,155,0.0288746380205854
"33","Sample.1","chr4",160500000,190061561,31,-0.170225361979415
"34","Sample.1","chr5",505000,27500000,29,-0.439625361979415
"35","Sample.1","chr5",28500000,89500000,57,-0.124725361979415
"36","Sample.1","chr5",90500000,154500000,66,0.0567746380205854
"37","Sample.1","chr5",155380162,168500000,14,-0.575625361979414
"38","Sample.1","chr5",169500000,181239130,13,-0.0923253619794146
"39","Sample.1","chr6",530000,8500000,9,-0.506925361979415
"40","Sample.1","chr6",9500000,170372990,156,-0.00332536197941456
"41","Sample.1","chr7",123923,159167987,155,-0.243625361979415
"42","Sample.1","chr8",530000,30500000,31,-0.599325361979415
"43","Sample.1","chr8",31500000,145039318,113,-0.0189253619794146
"44","Sample.1","chr9",505000,138167359,107,-0.216825361979415
"45","Sample.1","chrX",2568744,7500000,5,0.202174638020585
"46","Sample.1","chrX",8500000,72500000,61,0.335274638020585
"47","Sample.1","chrX",73500000,155515448,69,-0.00632536197941456
"48","Sample.1","chrY",4568744,20998668,9,-3.44882536197941
