"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,248923211,1940,0.000225019497474284
"2","Sample.1","chr10",105000,133620233,1029,0.00532501949747428
"3","Sample.1","chr11",155000,134988311,1097,0.00952501949747429
"4","Sample.1","chr12",80000,133207655,1037,0.0131250194974743
"5","Sample.1","chr13",18729053,114327164,511,0.0232250194974743
"6","Sample.1","chr14",19855857,106841859,691,0.00262501949747428
"7","Sample.1","chr15",20232279,101840595,694,0.00192501949747428
"8","Sample.1","chr16",55000,90139173,767,0.00792501949747429
"9","Sample.1","chr17",130000,83148721,905,0.00362501949747428
"10","Sample.1","chr18",130000,80231643,404,0.0294250194974743
"11","Sample.1","chr19",180000,58578808,796,0.000125019497474288
"12","Sample.1","chr2",105000,242116765,1624,0.0174250194974743
"13","Sample.1","chr20",158168,64292084,559,0.00862501949747429
"14","Sample.1","chr21",10569444,46674992,240,0.0401250194974743
"15","Sample.1","chr22",16557005,50754234,432,0.0262250194974743
"16","Sample.1","chr3",230000,198142780,1225,0.00572501949747429
"17","Sample.1","chr4",55000,190061561,926,0.0242250194974743
"18","Sample.1","chr5",55000,181364130,1089,0.0144250194974743
"19","Sample.1","chr6",155000,32575000,325,-0.0251749805025257
"20","Sample.1","chr6",32625000,32675000,2,0.181625019497474
"21","Sample.1","chr6",32725000,170647990,840,-0.00137498050252571
"22","Sample.1","chr7",55000,159242987,1049,-7.49805025257178e-05
"23","Sample.1","chr8",205000,145039318,931,0.00322501949747429
"24","Sample.1","chr9",130000,138192359,673,0.0143250194974743
"25","Sample.1","chrX",2518744,155640448,478,0.517725019497474
"26","Sample.1","chrY",4518744,21244771,13,-3.86207498050253
