"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,47500000,51,-0.082001247794907
"2","Sample.1","chr1",48500000,248473211,179,0.144698752205093
"3","Sample.1","chr10",505000,133345233,132,0.041798752205093
"4","Sample.1","chr11",530000,79500000,74,-0.054201247794907
"5","Sample.1","chr11",80500000,116500000,36,0.265898752205093
"6","Sample.1","chr11",117500000,125500000,9,0.011098752205093
"7","Sample.1","chr11",126500000,134538311,9,-0.254601247794907
"8","Sample.1","chr12",505000,7542325,9,-0.565801247794907
"9","Sample.1","chr12",8500000,133132655,124,0.00299875220509302
"10","Sample.1","chr13",18704053,36500000,19,0.305698752205093
"11","Sample.1","chr13",37500000,66500000,30,-0.303301247794907
"12","Sample.1","chr13",67500000,109500000,42,0.594698752205093
"13","Sample.1","chr13",110500000,114177164,7,0.253698752205093
"14","Sample.1","chr14",19805857,34500000,16,0.234898752205093
"15","Sample.1","chr14",35500000,56500000,20,-0.027301247794907
"16","Sample.1","chr14",57500000,106441859,50,-0.389701247794907
"17","Sample.1","chr15",20232279,101490595,84,-0.174001247794907
"18","Sample.1","chr16",505000,34144665,35,-0.483601247794907
"19","Sample.1","chr16",35422504,51500000,7,-0.055301247794907
"20","Sample.1","chr16",52500000,90114173,38,-0.620201247794907
"21","Sample.1","chr17",254094,9500000,11,-0.463901247794907
"22","Sample.1","chr17",10500000,22426545,13,0.493898752205093
"23","Sample.1","chr17",27467990,67500000,41,0.090798752205093
"24","Sample.1","chr17",68500000,72500000,5,0.496098752205093
"25","Sample.1","chr17",73500000,83123721,12,-0.00260124779490698
"26","Sample.1","chr18",505000,80131643,75,0.245698752205093
"27","Sample.1","chr19",530000,58303808,57,-0.170701247794907
"28","Sample.1","chr2",505000,155500000,152,0.056098752205093
"29","Sample.1","chr2",156500000,173500000,18,-0.291201247794907
"30","Sample.1","chr2",174500000,229500000,54,0.032698752205093
"31","Sample.1","chr2",230500000,242091765,14,-0.136201247794907
"32","Sample.1","chr20",533168,30256738,28,-0.046901247794907
"33","Sample.1","chr20",31580813,61500000,31,0.276298752205093
"34","Sample.1","chr20",62500000,64167084,3,-0.013001247794907
"35","Sample.1","chr21",10569444,46349992,36,-0.162101247794907
"36","Sample.1","chr22",16657005,50391917,36,-0.180901247794907
"37","Sample.1","chr3",505000,46500000,47,0.207798752205093
"38","Sample.1","chr3",47500000,58500000,12,0.062498752205093
"39","Sample.1","chr3",59500000,198117780,135,0.193698752205093
"40","Sample.1","chr4",505000,10500000,12,-0.037101247794907
"41","Sample.1","chr4",11500000,91500000,75,0.251098752205093
"42","Sample.1","chr4",92500000,190061561,99,0.014998752205093
"43","Sample.1","chr5",505000,3500000,4,-0.062401247794907
"44","Sample.1","chr5",4500000,44500000,42,0.352198752205093
"45","Sample.1","chr5",45717950,181239130,133,0.142598752205093
"46","Sample.1","chr6",530000,14500000,15,-1.04860124779491
"47","Sample.1","chr6",15500000,25500000,11,-0.300401247794907
"48","Sample.1","chr6",26500000,44500000,19,-0.510901247794907
"49","Sample.1","chr6",45500000,57726944,13,-0.320001247794907
"50","Sample.1","chr6",60793482,84500000,24,0.045698752205093
"51","Sample.1","chr6",85500000,116500000,29,-0.343201247794907
"52","Sample.1","chr6",117500000,167820697,51,0.080298752205093
"53","Sample.1","chr6",168500000,170372990,3,-0.130101247794907
"54","Sample.1","chr7",123923,6500000,8,-0.274601247794907
"55","Sample.1","chr7",7500000,76500000,65,-0.026901247794907
"56","Sample.1","chr7",77500000,96500000,19,0.177298752205093
"57","Sample.1","chr7",97500000,159167987,63,-0.033301247794907
"58","Sample.1","chr8",530000,140500000,139,-0.00230124779490698
"59","Sample.1","chr8",141500000,145039318,5,-0.335201247794907
"60","Sample.1","chr9",505000,6500000,7,-0.443801247794907
"61","Sample.1","chr9",7500000,16500000,8,0.089398752205093
"62","Sample.1","chr9",17500000,21500000,5,-0.297301247794907
"63","Sample.1","chr9",22500000,125500000,73,-0.024301247794907
"64","Sample.1","chr9",126500000,138167359,14,-0.304301247794907
"65","Sample.1","chrX",2568744,41500000,38,-0.698501247794907
"66","Sample.1","chrX",42500000,57777790,18,0.897398752205093
"67","Sample.1","chrX",63231271,137500000,62,-0.790201247794907
"68","Sample.1","chrX",138500000,155515448,17,0.915198752205093
"69","Sample.1","chrY",4568744,20998668,9,-4.52410124779491
