"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","pval","lcl","ucl"
"Sample.1","chr1",642994,1450000,9,-0.7755,0.4317,-1.0289,0.039,1.41399071586381e-09,850000,1450000
"Sample.1","chr1",1550000,10450000,81,-0.3859,0.1106,-0.3997,0.1242,1.63517061091348e-173,10350000,10450000
"Sample.1","chr1",10550000,55250000,388,-0.0678,0.0878,-0.0787,0.0844,4.87506010881472e-239,55100000,56300000
"Sample.1","chr1",55450000,227400000,879,0.1741,0.1386,0.1689,0.1399,9.79448501584898e-56,226150000,227750000
"Sample.1","chr1",227600000,228654182,11,-0.0264,0.0957,-0.0266,0.0803,2.77240419433454e-16,228529182,228750000
"Sample.1","chr1",228750000,248923211,147,0.2552,0.1043,0.2526,0.1046,NA,NA,NA
"Sample.1","chr10",55000,133645233,849,0.1989,0.1237,0.1974,0.1372,NA,NA,NA
"Sample.1","chr11",130000,79750000,514,-0.0473,0.1176,-0.0538,0.1258,3.8642124080765e-121,79100000,81750000
"Sample.1","chr11",80250000,117050000,170,0.2143,0.1453,0.2035,0.1381,3.34735523973696e-39,116550000,117250000
"Sample.1","chr11",117150000,125850000,84,-0.0262,0.1074,-0.033,0.1093,5.71526966732528e-68,125750000,125950000
"Sample.1","chr11",125950000,134988311,63,-0.3359,0.1026,-0.3185,0.1076,NA,NA,NA
"Sample.1","chr12",55000,8050000,73,-0.3022,0.1148,-0.2944,0.0918,3.15634572778987e-119,8050000,8150000
"Sample.1","chr12",8150000,132050000,738,0.0547,0.1248,0.0562,0.1325,1.27311022081842e-25,131650000,132211681
"Sample.1","chr12",132150000,133182655,12,-0.1823,0.1097,-0.1815,0.1208,NA,NA,NA
"Sample.1","chr13",18704053,22050000,26,0.1746,0.1057,0.1665,0.0977,1.77894927772909e-24,21850000,22750000
"Sample.1","chr13",22400000,37050000,93,0.4377,0.1136,0.4378,0.1155,0,37050000,37050000
"Sample.1","chr13",37350000,66750000,128,-0.2312,0.1063,-0.221,0.0916,0,66750000,66750000
"Sample.1","chr13",67050000,110250000,145,0.5807,0.1329,0.6023,0.1207,1.52199811216906e-21,109650000,110450000
"Sample.1","chr13",110350000,114327164,38,0.3531,0.0884,0.3453,0.068,NA,NA,NA
"Sample.1","chr14",19081322,19405857,2,-0.04,0.0635,-0.04,0.0665,0.00218340282462736,19405857,33800000
"Sample.1","chr14",19855857,37350000,98,0.2361,0.1462,0.2278,0.171,4.11671275734016e-11,37150000,37350000
"Sample.1","chr14",37550000,38250000,5,-0.2037,0.0644,-0.1998,0.0435,4.72732392487597e-06,38250000,39300000
"Sample.1","chr14",38700000,57100000,79,0.057,0.1092,0.0499,0.1276,3.24020853125603e-148,56900000,57250000
"Sample.1","chr14",57250000,106841859,358,-0.2998,0.11,-0.3074,0.1173,NA,NA,NA
"Sample.1","chr15",20037627,101840595,570,0.0169,0.1157,0.0114,0.1214,NA,NA,NA
"Sample.1","chr16",55000,32000000,227,-0.3653,0.1159,-0.3726,0.1251,3.09284501632714e-62,31600000,32300000
"Sample.1","chr16",32300000,51200000,49,-0.0644,0.0971,-0.069,0.0951,1.8063476289513e-296,51200000,51200000
"Sample.1","chr16",51450000,90114173,258,-0.8721,0.1472,-0.8855,0.1313,NA,NA,NA
"Sample.1","chr17",130000,650000,6,0.1509,0.1088,0.15,0.0415,3.30669520170858e-40,650000,650000
"Sample.1","chr17",750000,10400000,91,-0.3641,0.0905,-0.3888,0.0756,0,10400000,10400000
