"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,248923211,2254,0.00122718330030483
"2","Sample.1","chr10",125000,133625233,1141,0.00522718330030483
"3","Sample.1","chr11",145000,134993311,1344,0.0136271833003048
"4","Sample.1","chr12",70000,133222655,1234,0.0163271833003048
"5","Sample.1","chr13",18679053,114025000,565,0.00722718330030483
"6","Sample.1","chr13",114035000,114332164,13,0.174627183300305
"7","Sample.1","chr14",19770857,100900000,670,-0.0112728166996952
"8","Sample.1","chr14",100925000,101005000,6,-0.330472816699695
"9","Sample.1","chr14",101025000,106751859,131,0.0501271833003048
"10","Sample.1","chr15",20232279,101850595,770,-0.00177281669969517
"11","Sample.1","chr16",40000,89195000,976,0.0219271833003048
"12","Sample.1","chr16",89235000,89410000,11,0.184527183300305
"13","Sample.1","chr16",89435000,90149173,27,0.0618271833003048
"14","Sample.1","chr17",130000,83168721,1213,0.0216271833003048
"15","Sample.1","chr18",135000,80206643,405,0.0148271833003048
"16","Sample.1","chr19",175000,58588808,1069,0.0303271833003048
"17","Sample.1","chr2",110000,242111765,1764,0.00812718330030483
"18","Sample.1","chr20",178168,64292084,638,0.0177271833003048
"19","Sample.1","chr21",10569444,46679992,257,0.0343271833003048
"20","Sample.1","chr22",16567005,50769234,496,0.0432271833003048
"21","Sample.1","chr3",115000,198097780,1356,-0.000172816699695169
"22","Sample.1","chr4",110000,190066561,1017,0.00632718330030483
"23","Sample.1","chr5",50000,181369130,1233,0.00382718330030483
"24","Sample.1","chr6",140000,32425000,437,-0.0362728166996952
"25","Sample.1","chr6",32480000,32700000,5,-0.706772816699695
"26","Sample.1","chr6",32750000,170662990,949,-0.0191728166996952
"27","Sample.1","chr7",50000,159247987,1257,-0.00157281669969517
"28","Sample.1","chr8",195000,145039318,1034,-0.00917281669969517
"29","Sample.1","chr9",215000,138187359,710,0.0105271833003048
"30","Sample.1","chrX",2528744,155645448,534,0.497327183300305
"31","Sample.1","chrY",4728744,21244771,11,-3.8101728166997
