"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,248923211,2254,-0.000267580959386553
"2","Sample.1","chr10",125000,133625233,1141,0.00403241904061345
"3","Sample.1","chr11",145000,134993311,1344,-0.000767580959386553
"4","Sample.1","chr12",70000,133222655,1234,0.0275324190406134
"5","Sample.1","chr13",18679053,114332164,578,0.0125324190406134
"6","Sample.1","chr14",19770857,97225000,624,-0.0141675809593866
"7","Sample.1","chr14",97375000,99140000,8,-0.300367580959387
"8","Sample.1","chr14",99205000,106751859,175,0.0509324190406134
"9","Sample.1","chr15",20232279,101850595,770,-0.0115675809593866
"10","Sample.1","chr16",40000,90149173,1014,0.0290324190406134
"11","Sample.1","chr17",130000,5540000,141,0.0779324190406134
"12","Sample.1","chr17",5620000,6260000,5,-0.302667580959387
"13","Sample.1","chr17",6380000,33395000,273,0.00423241904061344
"14","Sample.1","chr17",33580000,34860000,11,-0.318967580959387
"15","Sample.1","chr17",35010000,83168721,783,0.0267324190406134
"16","Sample.1","chr18",135000,80206643,405,0.00833241904061344
"17","Sample.1","chr19",175000,58588808,1069,0.0653324190406134
"18","Sample.1","chr2",110000,242111765,1764,0.0142324190406134
"19","Sample.1","chr20",178168,64292084,638,-0.0260675809593865
"20","Sample.1","chr21",10569444,46679992,257,0.0354324190406134
"21","Sample.1","chr22",16567005,50769234,496,0.0158324190406134
"22","Sample.1","chr3",115000,198097780,1356,0.00733241904061345
"23","Sample.1","chr4",110000,69365000,429,0.0469324190406134
"24","Sample.1","chr4",69700000,70865000,9,0.341232419040613
"25","Sample.1","chr4",70945000,190066561,579,0.0402324190406134
"26","Sample.1","chr5",50000,181369130,1233,0.00813241904061345
"27","Sample.1","chr6",140000,170662990,1391,-0.000467580959386552
"28","Sample.1","chr7",50000,159247987,1257,0.0284324190406134
"29","Sample.1","chr8",195000,145039318,1034,0.000632419040613445
"30","Sample.1","chr9",215000,138187359,710,-0.00106758095938655
"31","Sample.1","chrX",2528744,155645448,534,0.690132419040613
"32","Sample.1","chrY",4728744,21244771,11,-3.17716758095939
