"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","pval","lcl","ucl"
"Sample.1","chr1",792994,38500000,42,-0.3752,0.0785,-0.3794,0.0534,3.4934288325845e-306,38500000,38500000
"Sample.1","chr1",39500000,91500000,53,0.411,0.1172,0.4069,0.1041,2.21476149338288e-26,89500000,93500000
"Sample.1","chr1",92500000,160500000,47,0.1822,0.0869,0.1657,0.0759,3.47920525076156e-30,158500000,162500000
"Sample.1","chr1",161500000,208500000,48,0.4114,0.1028,0.3926,0.1134,0,208500000,208500000
"Sample.1","chr1",209500000,248473211,42,-0.4039,0.096,-0.3966,0.0777,NA,NA,NA
"Sample.1","chr10",505000,80500000,78,-0.3927,0.0847,-0.3948,0.0729,1.97483096723777e-10,79500000,80500000
"Sample.1","chr10",81500000,85500000,5,-0.6649,0.1002,-0.6277,0.1084,1.24859944051151e-09,85500000,87500000
"Sample.1","chr10",86500000,133345233,50,-0.3862,0.0896,-0.3799,0.0697,NA,NA,NA
"Sample.1","chr11",530000,134538311,128,0.092,0.0779,0.0914,0.055,NA,NA,NA
"Sample.1","chr12",505000,133132655,133,0.1179,0.0644,0.1172,0.0654,NA,NA,NA
"Sample.1","chr13",18704053,46500000,29,0.1436,0.0669,0.1425,0.0836,1.02810050491245e-73,46500000,46500000
"Sample.1","chr13",47500000,62500000,16,-0.4237,0.1432,-0.3895,0.0682,1.05619489814988e-121,62500000,62500000
"Sample.1","chr13",63500000,114177164,53,0.1786,0.0672,0.1728,0.0579,NA,NA,NA
"Sample.1","chr14",19187179,70500000,53,0.1432,0.0778,0.1282,0.0557,1.37541335841956e-183,70500000,70500000
"Sample.1","chr14",71500000,89500000,19,-0.4208,0.0578,-0.4289,0.0694,2.8115464977254e-195,89500000,89500000
"Sample.1","chr14",90500000,106441859,17,0.0709,0.0392,0.0625,0.0453,NA,NA,NA
"Sample.1","chr15",20232279,101490595,86,0.0735,0.1248,0.0922,0.063,NA,NA,NA
"Sample.1","chr16",505000,34144665,36,0.1468,0.0562,0.1454,0.0445,6.08306919859105e-164,34144665,34144665
"Sample.1","chr16",34430420,90114173,46,-0.3968,0.1086,-0.371,0.0826,NA,NA,NA
"Sample.1","chr17",254094,83123721,83,0.0678,0.0486,0.0653,0.0438,NA,NA,NA
"Sample.1","chr18",505000,80131643,76,0.1314,0.0756,0.13,0.0653,NA,NA,NA
"Sample.1","chr19",530000,33500000,32,-0.0875,0.2187,-0.0959,0.1865,5.82203355909093e-09,24224490,34500000
"Sample.1","chr19",34500000,58303808,25,-0.3806,0.0834,-0.3607,0.0581,NA,NA,NA
"Sample.1","chr2",505000,45500000,47,-0.4045,0.1194,-0.3837,0.1159,7.13449662691898e-18,45500000,48500000
"Sample.1","chr2",46500000,50500000,5,-1.5926,1.0334,-2.127,0.5501,1.70905615664439e-58,47500000,50500000
"Sample.1","chr2",51500000,242091765,189,-0.3846,0.1026,-0.3717,0.0906,NA,NA,NA
"Sample.1","chr20",533168,64167084,62,0.0859,0.0881,0.0871,0.0545,NA,NA,NA
"Sample.1","chr21",5088123,46349992,42,0.1099,0.0951,0.1114,0.0635,NA,NA,NA
"Sample.1","chr22",15716995,50391917,38,-0.1097,0.0786,-0.0955,0.0539,NA,NA,NA
"Sample.1","chr3",505000,89775051,89,0.1419,0.0706,0.1379,0.0689,1.66859547239698e-112,88500000,89775051
"Sample.1","chr3",93852787,198117780,105,-0.0733,0.0614,-0.0648,0.0573,NA,NA,NA
"Sample.1","chr4",505000,159500000,159,0.1461,0.0744,0.148,0.0651,9.0269253413392e-37,157500000,161500000
"Sample.1","chr4",160500000,190061561,31,-0.0504,0.089,-0.0337,0.0652,NA,NA,NA
"Sample.1","chr5",505000,27500000,29,-0.3035,0.1561,-0.3081,0.1664,5.56619722145654e-25,24500000,28500000
"Sample.1","chr5",28500000,89500000,57,-0.0028,0.1037,-0.0139,0.0888,5.76503105437504e-19,85500000,93500000
"Sample.1","chr5",90500000,154500000,66,0.1754,0.1072,0.18,0.1106,3.47516553844444e-88,154500000,154500000
"Sample.1","chr5",155380162,168500000,14,-0.4532,0.105,-0.4066,0.079,3.95179850832165e-20,168500000,169500000
"Sample.1","chr5",169500000,181239130,13,0.0306,0.1606,0.0956,0.0562,NA,NA,NA
"Sample.1","chr6",530000,8500000,9,-0.3847,0.0815,-0.3807,0.0426,5.16760170163266e-141,8500000,8500000
"Sample.1","chr6",9500000,170372990,158,0.1147,0.0558,0.1159,0.0622,NA,NA,NA
"Sample.1","chr7",123923,159167987,156,-0.1219,0.0841,-0.1167,0.0681,NA,NA,NA
"Sample.1","chr8",530000,30500000,33,-0.4435,0.1483,-0.434,0.1239,5.10613385633654e-136,29500000,31500000
"Sample.1","chr8",31500000,145039318,114,0.1008,0.0971,0.1024,0.0681,NA,NA,NA
"Sample.1","chr9",505000,138167359,114,-0.0934,0.068,-0.0898,0.07,NA,NA,NA
"Sample.1","chrX",2568744,72500000,67,0.4482,0.0874,0.4337,0.0802,5.33952602611175e-102,72500000,72500000
"Sample.1","chrX",73500000,155515448,70,0.1076,0.0968,0.1087,0.073,NA,NA,NA
"Sample.1","chrY",2568744,24239248,16,-2.884,1.1771,-3.1352,1.0889,NA,NA,NA
