"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,248473211,230,0.173743497270537
"2","Sample.1","chr10",505000,133345233,132,-0.0135565027294626
"3","Sample.1","chr11",530000,3500000,4,-0.125656502729463
"4","Sample.1","chr11",4500000,50410674,45,0.00314349727053743
"5","Sample.1","chr11",55262537,80500000,26,-0.340356502729463
"6","Sample.1","chr11",81500000,125500000,44,-0.105456502729463
"7","Sample.1","chr11",126500000,134538311,9,-0.907056502729463
"8","Sample.1","chr12",505000,8500000,10,-0.283256502729463
"9","Sample.1","chr12",9500000,95500000,84,0.0267434972705374
"10","Sample.1","chr12",96500000,130500000,35,0.178543497270537
"11","Sample.1","chr12",131500000,133132655,4,-0.0665565027294626
"12","Sample.1","chr13",18704053,36500000,19,0.202243497270537
"13","Sample.1","chr13",37500000,66500000,30,-0.402956502729463
"14","Sample.1","chr13",67500000,70500000,4,0.0345434972705374
"15","Sample.1","chr13",71500000,111351928,40,0.270243497270537
"16","Sample.1","chr13",111921721,114177164,5,0.0538434972705374
"17","Sample.1","chr14",19805857,34500000,16,0.216543497270537
"18","Sample.1","chr14",35500000,56500000,20,-0.0222565027294626
"19","Sample.1","chr14",57500000,106441859,50,-0.324856502729463
"20","Sample.1","chr15",20232279,101490595,84,-0.0146565027294626
"21","Sample.1","chr16",505000,34144665,35,-0.372356502729463
"22","Sample.1","chr16",35422504,51500000,7,0.0875434972705374
"23","Sample.1","chr16",52500000,90114173,38,-0.356456502729463
"24","Sample.1","chr17",254094,10500000,12,-0.279356502729463
"25","Sample.1","chr17",11500000,22426545,12,0.403043497270537
"26","Sample.1","chr17",27467990,67500000,41,-0.0239565027294626
"27","Sample.1","chr17",68500000,73500000,6,0.336843497270537
"28","Sample.1","chr17",74500000,83123721,11,0.0187434972705374
"29","Sample.1","chr18",505000,80131643,75,0.236543497270537
"30","Sample.1","chr19",530000,31500000,30,0.0211434972705374
"31","Sample.1","chr19",32500000,58303808,27,-0.125556502729463
"32","Sample.1","chr2",505000,155500000,152,0.00734349727053743
"33","Sample.1","chr2",156500000,173500000,18,-0.303156502729463
"34","Sample.1","chr2",174500000,242091765,68,0.00784349727053743
"35","Sample.1","chr20",533168,7500000,8,-0.234356502729463
"36","Sample.1","chr20",8500000,30256738,20,-0.00095650272946257
"37","Sample.1","chr20",31580813,64167084,34,0.273343497270537
"38","Sample.1","chr21",10569444,17500000,5,0.0512434972705374
"39","Sample.1","chr21",18500000,46349992,31,-0.262556502729463
"40","Sample.1","chr22",16657005,50391917,36,-0.0615565027294626
"41","Sample.1","chr3",505000,198117780,194,0.223643497270537
"42","Sample.1","chr4",505000,9661458,11,-0.0611565027294626
"43","Sample.1","chr4",10500000,92500000,77,0.0721434972705374
"44","Sample.1","chr4",93500000,188500000,96,-0.213656502729463
"45","Sample.1","chr4",189500000,190061561,2,0.0176434972705374
"46","Sample.1","chr5",505000,1500000,2,0.0720434972705374
"47","Sample.1","chr5",2500000,169500000,165,0.228943497270537
"48","Sample.1","chr5",170500000,181239130,12,0.101343497270537
"49","Sample.1","chr6",530000,14500000,15,-0.923456502729463
"50","Sample.1","chr6",15500000,56500000,42,-0.331156502729463
"51","Sample.1","chr6",57726944,84500000,25,0.163343497270537
"52","Sample.1","chr6",85500000,116500000,29,-0.333656502729463
"53","Sample.1","chr6",117500000,165500000,48,0.210243497270537
"54","Sample.1","chr6",166500000,170372990,6,0.0884434972705374
"55","Sample.1","chr7",123923,6500000,8,-0.175256502729463
"56","Sample.1","chr7",7500000,159167987,147,-0.0268565027294626
"57","Sample.1","chr8",530000,74500000,73,-0.0399565027294626
"58","Sample.1","chr8",75500000,145039318,71,-0.310356502729463
"59","Sample.1","chr9",505000,6500000,7,-0.380856502729463
"60","Sample.1","chr9",7500000,16500000,8,0.0572434972705374
"61","Sample.1","chr9",17500000,25500000,8,-0.216256502729463
"62","Sample.1","chr9",26500000,123500000,68,0.0129434972705374
"63","Sample.1","chr9",124500000,138167359,16,-0.143356502729463
"64","Sample.1","chrX",2568744,41500000,38,-0.538256502729463
"65","Sample.1","chrX",42500000,57777790,18,0.934043497270537
"66","Sample.1","chrX",63231271,137500000,62,-0.587256502729463
"67","Sample.1","chrX",138500000,155515448,17,0.911943497270537
"68","Sample.1","chrY",4568744,20998668,9,-4.04875650272946
