"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,38625000,528,-0.413651893557549
"2","Sample.1","chr1",38750000,186400000,937,0.156448106442451
"3","Sample.1","chr1",186550000,200625000,45,0.360148106442451
"4","Sample.1","chr1",200675000,208300000,112,0.143848106442451
"5","Sample.1","chr1",208500000,248923211,318,-0.329151893557549
"6","Sample.1","chr10",105000,74400000,517,4.81064424514566e-05
"7","Sample.1","chr10",74675000,133620233,512,-0.360451893557549
"8","Sample.1","chr11",155000,134988311,1097,-0.00595189355754853
"9","Sample.1","chr12",80000,133207655,1037,0.00184810644245147
"10","Sample.1","chr13",18729053,47200000,220,0.0390481064424515
"11","Sample.1","chr13",47725000,61850000,58,-0.341051893557549
"12","Sample.1","chr13",63225000,114327164,233,0.0955481064424515
"13","Sample.1","chr14",19855857,71050000,344,0.0153481064424515
"14","Sample.1","chr14",71175000,90275000,133,-0.372051893557549
"15","Sample.1","chr14",90325000,106841859,214,-0.0283518935575485
"16","Sample.1","chr15",20232279,101840595,694,-0.0193518935575485
"17","Sample.1","chr16",55000,47975000,347,-0.0954518935575485
"18","Sample.1","chr16",48125000,54975000,57,-0.359451893557549
"19","Sample.1","chr16",55175000,55825000,7,-0.0409518935575485
"20","Sample.1","chr16",55900000,56675000,12,-0.362251893557549
"21","Sample.1","chr16",56725000,57925000,22,-0.0834518935575485
"22","Sample.1","chr16",57975000,90139173,322,-0.374051893557549
"23","Sample.1","chr17",130000,83148721,905,-0.0727518935575485
"24","Sample.1","chr18",130000,80231643,404,0.0465481064424515
"25","Sample.1","chr19",180000,34375000,403,-0.149551893557549
"26","Sample.1","chr19",34425000,53575000,310,-0.484251893557549
"27","Sample.1","chr19",53625000,53875000,5,-0.760651893557549
"28","Sample.1","chr19",53925000,58578808,78,-0.454551893557549
"29","Sample.1","chr2",105000,46825000,393,-0.317951893557549
"30","Sample.1","chr2",46875000,49125000,22,-1.32385189355755
"31","Sample.1","chr2",49800000,242116765,1209,-0.321651893557549
"32","Sample.1","chr20",158168,64292084,559,-0.0307518935575485
"33","Sample.1","chr21",10569444,46674992,240,0.0318481064424515
"34","Sample.1","chr22",16557005,50754234,432,-0.0754518935575485
"35","Sample.1","chr3",230000,198142780,1225,0.0116481064424515
"36","Sample.1","chr4",55000,190061561,926,0.0490481064424515
"37","Sample.1","chr5",55000,181364130,1089,0.0373481064424515
"38","Sample.1","chr6",155000,170647990,1167,-0.00835189355754854
"39","Sample.1","chr7",55000,159242987,1049,-0.376151893557549
"40","Sample.1","chr8",205000,145039318,931,0.0111481064424515
"41","Sample.1","chr9",130000,138192359,673,-0.0327518935575485
"42","Sample.1","chrX",2518744,155640448,478,0.402448106442451
"43","Sample.1","chrY",4518744,21244771,13,-4.03535189355755
