"","ID","chrom","loc.start","loc.end","num.mark","bstat","pval","seg.mean","seg.median"
"1","203219760009_R08C01","chr1",93709,249220311,2449,NA,NA,-0.002,-0.004
"2","203219760009_R08C01","chr10",80000,135462374,1342,NA,NA,-0.005,-0.007
"3","203219760009_R08C01","chr11",130000,50516927,499,7.85801197006838,5.42925250436585e-13,-0.015,-0.019
"4","203219760009_R08C01","chr11",54922103,56500000,12,9.08467222422232,2.08217826184025e-17,-0.218,-0.191
"5","203219760009_R08C01","chr11",56725000,134898258,866,NA,NA,-0.011,-0.009
"6","203219760009_R08C01","chr12",172870,133795948,1328,NA,NA,0.014,0.014
"7","203219760009_R08C01","chr13",19110000,115079939,710,NA,NA,-0.015,-0.012
"8","203219760009_R08C01","chr14",19300000,107269770,877,NA,NA,0.001,0.004
"9","203219760009_R08C01","chr15",20225000,102435696,925,NA,NA,0.003,0
"10","203219760009_R08C01","chr16",80000,90222377,934,NA,NA,0.026,0.031
"11","203219760009_R08C01","chr17",25000,31325000,403,8.70087992155155,4.75684509786486e-16,0.044,0.046
"12","203219760009_R08C01","chr17",31475000,33275000,15,8.79195079874119,2.60493488267859e-16,-0.119,-0.101
"13","203219760009_R08C01","chr17",33325000,81122605,676,NA,NA,0.041,0.039
"14","203219760009_R08C01","chr18",30000,78008624,552,NA,NA,0.002,-0.002
"15","203219760009_R08C01","chr19",180000,59084492,890,NA,NA,0.066,0.071
"16","203219760009_R08C01","chr2",30000,243051238,2146,NA,NA,-0.016,-0.014
"17","203219760009_R08C01","chr20",130000,62932760,699,NA,NA,0.01,0.014
"18","203219760009_R08C01","chr21",10798948,48084948,316,NA,NA,0.014,0.015
"19","203219760009_R08C01","chr22",16373925,51222283,517,NA,NA,0.033,0.036
"20","203219760009_R08C01","chr3",155000,197881215,1681,NA,NA,-0.018,-0.019
"21","203219760009_R08C01","chr4",55000,190972138,1259,NA,NA,-0.021,-0.02
"22","203219760009_R08C01","chr5",55000,180777630,1474,NA,NA,-0.021,-0.02
"23","203219760009_R08C01","chr6",130000,170977534,1539,NA,NA,-0.021,-0.02
"24","203219760009_R08C01","chr7",55000,159039332,1422,NA,NA,-0.007,-0.009
"25","203219760009_R08C01","chr8",105000,146277011,1266,NA,NA,-0.024,-0.023
"26","203219760009_R08C01","chr9",80000,141076716,929,NA,NA,-0.007,-0.008
