Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	834198	248897288	248063091	0.5	Hetero	S-tag199817	S-tag093750	5603	1	5603
chr2	2	320574	242048582	241728009	0.5	Hetero	S-tag092405	S-tag182188	10807	5604	5204
chr3	3	217268	99084991	98867724	0.5	Hetero	S-tag071939	S-tag002867	13335	10808	2528
chr3	3	99102464	99835254	732791	0.46866893933879	Unbalanced	S-tag326331	S-tag031566	13371	13336	36
chr3	3	99844293	197548123	97703831	0.5	Hetero	S-tag140208	S-tag160807	15850	13372	2479
chr4	4	71566	190074166	190002601	0.5	Hetero	S-tag069101	S-tag116294	19653	15851	3803
chr5	5	572292	180690937	180118646	0.5	Hetero	S-tag258374	S-tag232729	23807	19654	4154
chr6	6	206015	170694124	170488110	0.5	Hetero	S-tag136605	S-tag174624	27694	23808	3887
chr7	7	93811	158986079	158892269	0.5	Hetero	S-tag310143	S-tag163671	31420	27695	3726
chr8	8	189030	144969635	144780606	0.5	Hetero	S-tag187347	S-tag322409	35025	31421	3605
chr9	9	290670	138327242	138036573	0.5	Hetero	S-tag004748	S-tag031373	37722	35026	2697
chr10	10	252693	133649010	133396318	0.5	Hetero	S-tag316607	S-tag060096	40907	37723	3185
chr11	11	192764	134905781	134713018	0.5	Hetero	S-tag179986	S-tag323827	43902	40908	2995
chr12	12	218719	133235332	133016614	0.5	Hetero	S-tag321638	S-tag087887	47122	43903	3220
chr13	13	19421095	114192125	94771031	0.5	Hetero	S-tag124012	S-tag050591	49723	47123	2601
chr14	14	20219083	106776704	86557622	0.5	Hetero	S-tag079171	S-tag137176	51777	49724	2054
chr15	15	20176300	101981229	81804930	0.5	Hetero	S-tag043504	S-tag013566	53749	51778	1972
chr16	16	83887	90141355	90057469	0.5	Hetero	S-tag168326	S-tag155284	55615	53750	1866
chr17	17	526907	80225545	79698639	0.5	Hetero	S-tag083306	S-tag067565	57534	55616	1919
chr18	18	132671	78007784	77875114	0.5	Hetero	S-tag158720	S-tag113045	59412	57535	1878
chr19	19	260912	58570794	58309883	0.5	Hetero	S-tag314055	S-tag144017	60866	59413	1454
chr20	20	87112	62912463	62825352	0.5	Hetero	S-tag321081	S-tag288225	62462	60867	1596
chr21	21	14780336	46692943	31912608	0.5	Hetero	S-tag326890	S-tag211033	63231	62463	769
chr22	22	16879530	50797256	33917727	0.5	Hetero	S-tag167989	S-tag297051	63978	63232	747
chrX	23	817976	155079034	154261059	0.5	Hetero	S-tag169498	S-tag256187	66677	63979	2699
chrY	24	2660163	14401702	11741540	0.232142160672487	Unbalanced	S-tag316182	S-tag006825	66713	66678	36
chrY	24	14789168	15590276	801109	0.0117199098691344	Homo	S-tag264628	S-tag024908	66733	66714	20
chrY	24	15965546	24510481	8544936	0.181093599572167	Unbalanced	S-tag115940	S-tag313049	66797	66734	64
