"","ID","chrom","loc.start","loc.end","num.mark","bstat","pval","seg.mean","seg.median"
"1","203257030060_R08C01","chr1",93709,249149416,243,NA,NA,0.005,0.007
"2","203257030060_R08C01","chr10",530000,135262374,140,NA,NA,0,0.006
"3","203257030060_R08C01","chr11",530000,134473258,136,NA,NA,-0.017,-0.014
"4","203257030060_R08C01","chr12",572870,133420948,134,NA,NA,0.024,0.02
"5","203257030060_R08C01","chr13",19510000,115054939,99,NA,NA,0,0.001
"6","203257030060_R08C01","chr14",19500000,107144770,89,NA,NA,0.002,0.002
"7","203257030060_R08C01","chr15",20447317,102260696,87,NA,NA,-0.002,0.002
"8","203257030060_R08C01","chr16",530000,90147377,83,NA,NA,0.024,0.027
"9","203257030060_R08C01","chr17",148313,81097605,86,NA,NA,0.04,0.041
"10","203257030060_R08C01","chr18",505000,78008624,79,NA,NA,-0.006,0.006
"11","203257030060_R08C01","chr19",530000,59059492,61,NA,NA,0.084,0.085
"12","203257030060_R08C01","chr2",505000,243051238,250,NA,NA,-0.008,-0.006
"13","203257030060_R08C01","chr20",530000,62482760,65,NA,NA,-0.004,0.002
"14","203257030060_R08C01","chr21",10848948,48059948,38,NA,NA,0.026,0.034
"15","203257030060_R08C01","chr22",16373925,51122283,38,NA,NA,0.044,0.044
"16","203257030060_R08C01","chr3",530000,197481215,197,NA,NA,-0.013,-0.01
"17","203257030060_R08C01","chr4",505000,190522138,194,NA,NA,-0.005,-0.006
"18","203257030060_R08C01","chr5",505000,180452630,181,NA,NA,-0.016,-0.016
"19","203257030060_R08C01","chr6",530000,170692520,169,NA,NA,-0.005,0.001
"20","203257030060_R08C01","chr7",121242,79500000,78,12.7181624677651,4.34267535826441e-35,0.006,0.006
"21","203257030060_R08C01","chr7",80500000,114500000,36,11.4551498517314,1.54171364188206e-28,-0.19,-0.189
"22","203257030060_R08C01","chr7",115500000,158564332,49,NA,NA,0.002,0.001
"23","203257030060_R08C01","chr8",505000,146152011,150,NA,NA,-0.011,-0.012
"24","203257030060_R08C01","chr9",505000,141076716,123,NA,NA,-0.003,0.004
