"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,12650000,185,-0.146901586719531
"2","Sample.1","chr1",12827192,14850000,13,-0.461901586719531
"3","Sample.1","chr1",14925000,248923211,1742,-0.0387015867195309
"4","Sample.1","chr10",105000,133620233,1029,-0.0314015867195309
"5","Sample.1","chr11",155000,134988311,1097,0.00169841328046913
"6","Sample.1","chr12",80000,133207655,1037,0.00679841328046913
"7","Sample.1","chr13",18729053,114327164,511,-0.0382015867195309
"8","Sample.1","chr14",19855857,106841859,691,-0.0251015867195309
"9","Sample.1","chr15",20232279,85800000,556,-0.199301586719531
"10","Sample.1","chr15",85975000,88125000,7,-0.667401586719531
"11","Sample.1","chr15",88350000,101840595,131,-0.0586015867195309
"12","Sample.1","chr16",55000,46825000,340,-0.0180015867195309
"13","Sample.1","chr16",46900000,51275000,43,-0.311201586719531
"14","Sample.1","chr16",51500000,52850000,8,-0.669801586719531
"15","Sample.1","chr16",53075000,62100000,70,-0.257401586719531
"16","Sample.1","chr16",62425000,66175000,10,-0.558601586719531
"17","Sample.1","chr16",66300000,90139173,296,-0.212301586719531
"18","Sample.1","chr17",130000,5575000,92,0.0669984132804691
"19","Sample.1","chr17",5700000,6325000,5,-0.318501586719531
"20","Sample.1","chr17",6425000,83148721,808,0.00559841328046913
"21","Sample.1","chr18",130000,80231643,404,-0.0291015867195309
"22","Sample.1","chr19",180000,58578808,796,-0.0863015867195309
"23","Sample.1","chr2",105000,242116765,1624,-0.129101586719531
"24","Sample.1","chr20",158168,64292084,559,-0.0250015867195309
"25","Sample.1","chr21",10569444,46674992,240,0.0244984132804691
"26","Sample.1","chr22",16557005,50754234,432,0.0340984132804691
"27","Sample.1","chr3",230000,198142780,1225,-0.00300158671953087
"28","Sample.1","chr4",55000,68025000,366,-0.00160158671953087
"29","Sample.1","chr4",68275000,70175000,7,0.499298413280469
"30","Sample.1","chr4",70500000,190061561,553,-0.00500158671953087
"31","Sample.1","chr5",55000,2125000,40,-0.0535015867195309
"32","Sample.1","chr5",2175000,37275000,171,-0.350201586719531
"33","Sample.1","chr5",37400000,181364130,878,-0.0121015867195309
"34","Sample.1","chr6",155000,170647990,1167,0.000898413280469128
"35","Sample.1","chr7",55000,159242987,1049,0.00969841328046913
"36","Sample.1","chr8",205000,145039318,931,-0.0365015867195309
"37","Sample.1","chr9",130000,138192359,673,-0.00660158671953087
"38","Sample.1","chrX",2518744,27725000,89,0.862398413280469
"39","Sample.1","chrX",28775000,36475000,16,1.55859841328047
"40","Sample.1","chrX",37024631,155640448,373,0.835798413280469
"41","Sample.1","chrY",4518744,21244771,13,-2.99520158671953
