"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,248923211,1463,-0.000215681644292587
"2","Sample.1","chr10",105000,133595233,829,0.00358431835570741
"3","Sample.1","chr11",180000,134988311,810,0.00418431835570741
"4","Sample.1","chr12",105000,133182655,808,0.0110843183557074
"5","Sample.1","chr13",18704053,114327164,426,0.0183843183557074
"6","Sample.1","chr14",19855857,106841859,533,0.000284318355707414
"7","Sample.1","chr15",20232279,101840595,551,0.00138431835570741
"8","Sample.1","chr16",55000,90114173,513,0.00288431835570741
"9","Sample.1","chr17",130000,83123721,613,-0.000115681644292584
"10","Sample.1","chr18",105000,80231643,342,0.0226843183557074
"11","Sample.1","chr19",180000,58553808,484,-0.00311568164429259
"12","Sample.1","chr2",55000,242091765,1323,0.0148843183557074
"13","Sample.1","chr20",133168,64267084,418,0.00528431835570741
"14","Sample.1","chr21",10569444,46649992,181,0.0356843183557074
"15","Sample.1","chr22",16657005,50754234,290,0.0216843183557074
"16","Sample.1","chr3",155000,198117780,1033,0.00648431835570741
"17","Sample.1","chr4",55000,190061561,804,0.0226843183557074
"18","Sample.1","chr5",55000,181339130,915,0.0110843183557074
"19","Sample.1","chr6",180000,170622990,941,-0.00551568164429259
"20","Sample.1","chr7",55000,159217987,862,-0.00591568164429258
"21","Sample.1","chr8",180000,145039318,759,0.00208431835570742
"22","Sample.1","chr9",205000,138167359,548,0.00898431835570741
"23","Sample.1","chrX",2518744,155615448,446,0.517384318355707
"24","Sample.1","chrY",4518744,21219771,13,-3.83711568164429
