"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,248473211,230,-0.0216225009949112
"2","Sample.1","chr10",505000,133345233,132,-0.000222500994911241
"3","Sample.1","chr11",530000,134538311,128,-0.0118225009949112
"4","Sample.1","chr12",505000,133132655,133,0.0108774990050888
"5","Sample.1","chr13",18704053,114177164,98,-0.00362250099491124
"6","Sample.1","chr14",19805857,106441859,86,-0.00722250099491124
"7","Sample.1","chr15",20232279,101490595,84,-0.00652250099491124
"8","Sample.1","chr16",505000,90114173,80,-0.0114225009949112
"9","Sample.1","chr17",254094,83123721,82,-0.0189225009949112
"10","Sample.1","chr18",505000,80131643,75,0.0111774990050888
"11","Sample.1","chr19",530000,58303808,57,-0.0183225009949112
"12","Sample.1","chr2",505000,242091765,238,0.00237749900508876
"13","Sample.1","chr20",533168,64167084,62,-0.0231225009949112
"14","Sample.1","chr21",10569444,46349992,36,0.0172774990050888
"15","Sample.1","chr22",16657005,50391917,36,-0.0236225009949112
"16","Sample.1","chr3",505000,198117780,194,0.0102774990050888
"17","Sample.1","chr4",505000,190061561,186,0.0184774990050888
"18","Sample.1","chr5",505000,181239130,179,0.0103774990050888
"19","Sample.1","chr6",530000,170372990,165,0.000477499005088762
"20","Sample.1","chr7",123923,159167987,155,-0.000222500994911241
"21","Sample.1","chr8",530000,145039318,144,-0.00032250099491124
"22","Sample.1","chr9",505000,138167359,107,-0.0106225009949112
"23","Sample.1","chrX",2568744,155515448,135,0.685177499005089
"24","Sample.1","chrY",4568744,20998668,9,-3.68752250099491
