"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,69500000,73,-0.127038137763294
"2","Sample.1","chr1",70500000,83500000,14,0.160861862236706
"3","Sample.1","chr1",84500000,248473211,143,-0.0106381377632944
"4","Sample.1","chr10",505000,133345233,132,-0.290938137763294
"5","Sample.1","chr11",530000,8500000,9,-0.286038137763294
"6","Sample.1","chr11",9500000,50410674,40,-0.580438137763294
"7","Sample.1","chr11",55262537,80500000,26,-0.0871381377632944
"8","Sample.1","chr11",81500000,115500000,34,0.153161862236706
"9","Sample.1","chr11",116500000,134538311,19,-0.190338137763294
"10","Sample.1","chr12",505000,8500000,10,-0.676138137763294
"11","Sample.1","chr12",9500000,91500000,80,-0.178438137763294
"12","Sample.1","chr12",92500000,133132655,43,-0.357038137763294
"13","Sample.1","chr13",18704053,36500000,19,-0.0293381377632944
"14","Sample.1","chr13",37500000,65500000,29,-0.573438137763294
"15","Sample.1","chr13",66500000,70500000,5,0.0584618622367056
"16","Sample.1","chr13",71500000,93500000,22,0.309161862236706
"17","Sample.1","chr13",94500000,114177164,23,0.115961862236706
"18","Sample.1","chr14",19805857,33500000,15,0.0180618622367056
"19","Sample.1","chr14",34500000,56500000,21,-0.235738137763294
"20","Sample.1","chr14",57500000,106441859,50,-0.657038137763294
"21","Sample.1","chr15",20232279,101490595,84,-0.633538137763294
"22","Sample.1","chr16",505000,28500000,29,-0.827138137763294
"23","Sample.1","chr16",29500000,51500000,13,-0.373138137763294
"24","Sample.1","chr16",52500000,60000000,8,-0.717838137763294
"25","Sample.1","chr16",61500000,82500000,22,-0.386438137763294
"26","Sample.1","chr16",83500000,90114173,8,-1.13393813776329
"27","Sample.1","chr17",254094,9500000,11,-0.634238137763294
"28","Sample.1","chr17",10500000,22426545,13,0.152061862236706
"29","Sample.1","chr17",27467990,67500000,41,-0.129338137763294
"30","Sample.1","chr17",68500000,72500000,5,0.155161862236706
"31","Sample.1","chr17",73500000,83123721,12,-0.166538137763294
"32","Sample.1","chr18",505000,68500000,63,0.00606186223670563
"33","Sample.1","chr18",69500000,80131643,12,-0.282438137763294
"34","Sample.1","chr19",530000,32500000,31,-0.222938137763294
"35","Sample.1","chr19",33500000,58303808,26,-0.422138137763294
"36","Sample.1","chr2",505000,155500000,152,-0.250938137763294
"37","Sample.1","chr2",156500000,173500000,18,-0.558138137763294
"38","Sample.1","chr2",174500000,242091765,68,-0.213238137763294
"39","Sample.1","chr20",533168,64167084,62,-0.0933381377632944
"40","Sample.1","chr21",10569444,28500000,16,-0.113938137763294
"41","Sample.1","chr21",29500000,46349992,20,-0.333938137763294
"42","Sample.1","chr22",16657005,50391917,36,-0.371638137763294
"43","Sample.1","chr3",505000,107500000,103,0.00746186223670559
"44","Sample.1","chr3",108500000,162500000,55,-0.218438137763294
"45","Sample.1","chr3",163500000,198117780,36,-0.0454381377632944
"46","Sample.1","chr4",505000,92500000,88,0.000661862236705613
"47","Sample.1","chr4",93500000,190061561,98,-0.186038137763294
"48","Sample.1","chr5",505000,107500000,104,0.0560618622367056
"49","Sample.1","chr5",108500000,181239130,75,-0.259438137763294
"50","Sample.1","chr6",530000,14500000,15,-1.43943813776329
"51","Sample.1","chr6",15500000,53500000,39,-0.660038137763294
"52","Sample.1","chr6",54500000,84500000,28,-0.0133381377632944
"53","Sample.1","chr6",85500000,89500000,5,-0.648338137763294
"54","Sample.1","chr6",90500000,98500000,8,-0.443238137763294
"55","Sample.1","chr6",99500000,115500000,15,-0.644338137763294
"56","Sample.1","chr6",116500000,170372990,55,0.000461862236705607
"57","Sample.1","chr7",123923,6500000,8,-0.435838137763294
"58","Sample.1","chr7",7500000,20500000,14,-0.128738137763294
"59","Sample.1","chr7",21500000,76500000,51,-0.320038137763294
"60","Sample.1","chr7",77500000,96500000,19,0.0616618622367056
"61","Sample.1","chr7",97500000,105500000,9,-0.223038137763294
"62","Sample.1","chr7",106500000,126500000,20,0.0593618622367056
"63","Sample.1","chr7",127500000,159167987,34,-0.135438137763294
"64","Sample.1","chr8",530000,145039318,144,-0.271738137763294
"65","Sample.1","chr9",505000,6500000,7,-0.733738137763294
"66","Sample.1","chr9",7500000,138167359,100,-0.298138137763294
"67","Sample.1","chrX",2568744,41500000,38,-0.643938137763294
"68","Sample.1","chrX",42500000,57777790,18,0.932161862236706
"69","Sample.1","chrX",63231271,137500000,62,-0.662738137763294
"70","Sample.1","chrX",138500000,155515448,17,0.942661862236706
"71","Sample.1","chrY",4568744,20998668,9,-3.72313813776329
