"","value"
"chr1-0001",-0.0693403872450634
"chr1-0002",-0.258669929579935
"chr1-0003",0.109053095699226
"chr1-0004",-0.0796410358088574
"chr1-0005",-0.212603167126596
"chr1-0006",-0.272719222613261
"chr1-0007",-0.213773467410652
"chr1-0008",-0.238279204820975
"chr1-0009",-0.44869032092308
"chr1-0010",-0.0577236807029042
"chr1-0011",-0.28048970946529
"chr1-0012",-0.184484342770458
"chr1-0013",-0.234877944058869
"chr1-0014",-0.245755697380343
"chr1-0015",-0.281198571759073
"chr1-0016",-0.3139646531996
"chr1-0017",-0.292134489882866
"chr1-0018",-0.111562392725616
"chr1-0019",-0.247923832239275
"chr1-0020",-0.198112828344324
"chr1-0021",-0.200359772760803
"chr1-0022",-0.18464872346253
"chr1-0023",-0.249145177407351
"chr1-0024",-0.273040006101501
"chr1-0025",-0.338872766159653
"chr1-0026",-0.428457716802769
"chr1-0027",-0.372634324367441
"chr1-0028",-0.227065456795646
"chr1-0029",-0.15578406631735
"chr1-0030",-0.211777872441237
"chr1-0031",-0.398684066803202
"chr1-0032",-0.17294354441984
"chr1-0033",-0.0738743458803417
"chr1-0034",-0.274557698260504
"chr1-0035",-0.358570334166325
"chr1-0036",-0.21492869008909
"chr1-0037",-0.343287149185858
"chr1-0038",-0.17301567970001
"chr1-0039",-0.387147778770248
"chr1-0040",-0.409455143757632
"chr1-0041",-0.247821379368961
"chr1-0042",-0.388331673014907
"chr1-0043",-0.325239287629138
"chr1-0044",-0.135100575466828
"chr1-0045",-0.405625024505237
"chr1-0046",-0.259549410748464
"chr1-0047",-0.254836432301247
"chr1-0048",-0.257764143547704
"chr1-0049",-0.376238721023962
"chr1-0050",-0.253177208536325
"chr1-0051",-0.287669450130893
"chr1-0052",-0.290429393288192
"chr1-0053",-0.307559612528588
"chr1-0054",-0.206016986012445
"chr1-0055",-0.296274343540095
"chr1-0056",-0.282566990262114
"chr1-0057",-0.0916129857465897
"chr1-0058",-0.242607245469974
"chr1-0059",-0.429148776554546
"chr1-0060",-0.120208473849763
"chr1-0061",-0.274502925030991
"chr1-0062",-0.363684360726917
"chr1-0063",-0.245450045665129
"chr1-0064",-0.27799717675965
"chr1-0065",-0.208896610273305
"chr1-0066",-0.269256943911686
"chr1-0067",-0.316956588704506
"chr1-0068",-0.418823256211949
"chr1-0069",-0.384090842272244
"chr1-0070",-0.407235892847956
"chr1-0071",-0.287246118030507
"chr1-0072",-0.237780935262273
"chr1-0073",-0.231621780789591
"chr1-0074",-0.260350903982075
"chr1-0075",-0.296893821674785
"chr1-0076",-0.282249429329221
"chr1-0077",-0.186881275689576
"chr1-0078",-0.234814051278386
