"","value"
"chr1-0001",-0.0407949642488669
"chr1-0002",-0.359184319610679
"chr1-0003",-0.149635309442226
"chr1-0004",-0.343382251453296
"chr1-0005",-0.707319017561854
"chr1-0006",-0.805918922982712
"chr1-0007",-0.709762534166431
"chr1-0008",-0.764134292725633
"chr1-0009",-0.898992032934362
"chr1-0010",-0.729012094068461
"chr1-0011",-0.838433404802155
"chr1-0012",-0.686148417864739
"chr1-0013",-0.728966094995548
"chr1-0014",-0.841055694404536
"chr1-0015",-0.968568133794336
"chr1-0016",-0.892277985136893
"chr1-0017",-0.804511628065486
"chr1-0018",-0.703862951280305
"chr1-0019",-0.826433529202043
"chr1-0020",-0.785207575188374
"chr1-0021",-0.690148746211001
"chr1-0022",-0.69069073422505
"chr1-0023",-0.658568852320673
"chr1-0024",-0.848415150675149
"chr1-0025",-0.760687741482539
"chr1-0026",-0.9493220724684
"chr1-0027",-0.847376310644521
"chr1-0028",-0.583284495969535
"chr1-0029",-0.197073278470468
"chr1-0030",-0.282994308676674
"chr1-0031",-0.294691495236686
"chr1-0032",-0.175433622158777
"chr1-0033",-0.257646159304769
"chr1-0034",-0.223051986228541
"chr1-0035",-0.354381166468394
"chr1-0036",-0.709964650325103
"chr1-0037",-0.631687384895855
"chr1-0038",-0.187726865826708
"chr1-0039",-0.217938628018734
"chr1-0040",-0.248965443516698
"chr1-0041",-0.317391376236605
"chr1-0042",-0.292039785774202
"chr1-0043",-0.310449737298205
"chr1-0044",-0.384160435842865
"chr1-0045",-0.388465564887944
"chr1-0046",-0.292432225871427
"chr1-0047",-0.356420131121045
"chr1-0048",-0.272920991787923
"chr1-0049",-0.224601411928964
"chr1-0050",-0.136766361730798
"chr1-0051",-0.244794683540425
"chr1-0052",-0.269115603164269
"chr1-0053",-0.137024047087239
"chr1-0054",-0.246354094273283
"chr1-0055",-0.342378340601752
"chr1-0056",-0.224919306732597
"chr1-0057",-0.277831025984961
"chr1-0058",-0.300653396968522
"chr1-0059",-0.384192973205273
"chr1-0060",-0.0768827295895353
"chr1-0061",-0.199447552083651
"chr1-0062",-0.256026557942063
"chr1-0063",-0.230476425962538
"chr1-0064",-0.219318045791894
"chr1-0065",-0.37615790116973
"chr1-0066",-0.224836217089487
"chr1-0067",-0.149706579485781
"chr1-0068",-0.195524966348097
"chr1-0069",-0.234774505108846
"chr1-0070",-0.328834470277288
"chr1-0071",-0.206148687325908
"chr1-0072",-0.245294587425215
"chr1-0073",-0.240144027577525
"chr1-0074",-0.323588246209739
"chr1-0075",-0.272918763828672
"chr1-0076",-0.135960041952386
"chr1-0077",-0.302153720845643
"chr1-0078",-0.19313055760605
"chr1-0079",-0.282707207676607
"chr1-0080",-0.232801321458587
"chr1-0081",-0.231130181981893
"chr1-0082",-0.295737596482748
"chr1-0083",-0.313244847840237
"chr1-0084",-0.341129536094805
"chr1-0085",-0.397927616634936
"chr1-0086",-0.218787894830781
"chr1-0087",-0.14370161507169
"chr1-0088",-0.238542922319579
"chr1-0089",-0.209114955750756
"chr1-0090",-0.260717634625477
"chr1-0091",-0.274508604511802
"chr1-0092",-0.185006145075105
"chr1-0093",-0.25052116052992
"chr1-0094",-0.237667481990778
"chr1-0095",-0.311856099622082
"chr1-0096",-0.249620184084963
"chr1-0097",-0.194921578508749
"chr1-0098",-0.233372472135846
"chr1-0099",-0.138190740308414
"chr1-0100",-0.255055224157726
"chr1-0101",-0.275785241286228
"chr1-0102",-0.207662139086114
"chr1-0103",-0.326085329753334
"chr1-0104",-0.188791707725172
"chr1-0105",-0.345436734853256
"chr1-0106",-0.290636157704294
"chr1-0107",-0.325085478568507
"chr1-0108",-0.178853180719333
"chr1-0109",-0.197421246985748
"chr1-0110",-0.18704391446554
"chr1-0111",-0.205368654225293
"chr1-0112",-0.190047857172455
"chr1-0113",-0.17002605113687
"chr1-0114",-0.0941563108022159
"chr1-0115",-0.361625495647879
"chr1-0116",-0.205820328755858
"chr1-0117",-0.142010059522902
"chr1-0118",-0.129936916646642
"chr1-0119",-0.240183758652562
"chr1-0120",-0.0850982268872035
"chr1-0121",-0.177010469208156
"chr1-0122",-0.232663611235298
"chr1-0123",-0.300133088703878
"chr1-0124",-0.149288938557121
"chr1-0125",-0.135039905621151
"chr1-0126",-0.195154774956907
"chr1-0127",-0.179512554460294
"chr1-0128",-0.215621362181214
"chr1-0129",-0.452224426241198
"chr1-0130",-0.259262507966424
"chr1-0131",-0.236852667909347
"chr1-0132",-0.289743734044317
"chr1-0133",-0.221775978398418
"chr1-0134",-0.301832517126547
"chr1-0135",-0.218163983878954
"chr1-0136",-0.198292060426629
"chr1-0137",-0.122679370901792
"chr1-0138",-0.203730885901701
"chr1-0139",-0.187055232263831
"chr1-0140",-0.259471035717021
"chr1-0141",-0.290343961536407
"chr1-0142",-0.274348515818282
"chr1-0143",-0.207599358896798
"chr1-0144",-0.237455123429211
"chr1-0145",-0.24650603030726
"chr1-0146",-0.314140199556658
"chr1-0147",-0.152061537809481
"chr1-0148",-0.175907744113107
"chr1-0149",-0.162059952332345
"chr1-0150",-0.224605394576254
"chr1-0151",-0.199189073733359
"chr1-0152",-0.159323698260855
"chr1-0153",-0.181122427561911
"chr1-0154",-0.263736784503712
"chr1-0155",-0.160992720760165
"chr1-0156",-0.239195559967161
"chr1-0157",-0.102651555733325
"chr1-0158",-0.075368764557351
"chr1-0159",-0.187548472715428
"chr1-0160",-0.125313728882512
"chr1-0161",-0.202093287424802
"chr1-0162",-0.235759641859784
"chr1-0163",-0.174614283963511
"chr1-0164",-0.171851348830731
"chr1-0165",-0.123652839531155
"chr1-0166",-0.0319328160456739
"chr1-0167",-0.0875255234442525
"chr1-0168",-0.180374798020238
"chr1-0169",-0.274709153305436
"chr1-0170",-0.142768129611544
"chr1-0171",-0.142772053631197
"chr1-0172",-0.0946113264037114
"chr1-0173",-0.202541460079928
"chr1-0174",-0.0385438789323615
"chr1-0175",-0.222294611640031
"chr1-0176",-0.0282839618116133
"chr1-0177",0.0363047325531688
"chr1-0178",-0.0404849207345061
"chr1-0179",-0.0493849881175892
"chr1-0180",-0.173209028712064
"chr1-0181",-0.140148166304661
"chr1-0182",-0.112874794148489
"chr1-0183",-0.144579919024364
"chr1-0184",-0.226709181406256
"chr1-0185",-0.217053360213164
"chr1-0186",-0.336095702979022
"chr1-0187",-0.184927443299293
"chr1-0188",-0.301238493433926
"chr1-0189",-0.164390166176656
"chr1-0190",-0.312962871458282
"chr1-0191",-0.14892065863863
"chr1-0192",-0.171221690152327
"chr1-0193",-0.121734903026253
"chr1-0194",-0.175899445813386
"chr1-0195",-0.286574685863045
"chr1-0196",-0.316896497689943
"chr1-0197",-0.273623232874234
"chr1-0198",-0.240867553383195
"chr1-0199",-0.273702300982737
"chr1-0200",-0.412016811728537
"chr1-0201",-0.26972865042359
"chr1-0202",-0.170738923799606
"chr1-0203",-0.169218635379494
"chr1-0204",-0.0833599140752667
"chr1-0205",-0.175377931413637
"chr1-0206",-0.234405791218022
"chr1-0207",-0.101972292454132
"chr1-0208",-0.224475562178746
"chr1-0209",-0.415684234247008
"chr1-0210",-0.0280662093196492
"chr1-0211",-0.202302353650589
"chr1-0212",-0.219974047815881
"chr1-0213",-0.191025378776498
"chr1-0214",-0.196226749627228
"chr1-0215",-0.362089544270153
"chr1-0216",-0.198405843519599
"chr1-0217",-0.0635409092404028
"chr1-0218",-0.258859304060663
"chr1-0219",-0.285654569164373
"chr1-0220",-0.297122389562971
"chr1-0221",-0.30792900580893
"chr1-0222",-0.441681510549557
"chr1-0223",-0.129773218300718
"chr1-0224",-0.119784031217594
"chr1-0225",-0.174497127165746
"chr1-0226",-0.303945838368722
"chr1-0227",-0.195561682565067
"chr1-0228",-0.0936658424339438
"chr1-0229",-0.052137566646202
"chr1-0230",-0.18719650074066
"chr1-0231",-0.230809718062178
"chr1-0232",-0.233618178187041
"chr1-0233",-0.0973215000807053
"chr1-0234",-0.141793140015171
"chr1-0235",-0.316162560388212
"chr1-0236",-0.231289074282722
"chr1-0237",-0.213213226988548
"chr1-0238",-0.282092978907399
"chr1-0239",-0.097642118687349
"chr1-0240",-0.377467408576675
"chr1-0241",-0.238076726095501
"chr1-0242",-0.239377398477322
"chr1-0243",-0.0874518627183107
"chr1-0244",-0.24922632003634
"chr1-0245",-0.278468140491914
"chr1-0246",-0.126259204920781
"chr1-0247",-0.204934376893416
"chr1-0248",-0.172115988866778
"chr1-0249",-0.208410810195605
"chr1-0250",-0.260119063390133
"chr1-0251",-0.255199750027074
"chr1-0252",-0.213980507716847
"chr1-0253",-0.225657862206984
"chr1-0254",0.0354441189287151
"chr1-0255",-0.125659949332998
"chr1-0256",-0.147483111576175
"chr1-0257",-0.155579741140076
"chr1-0258",-0.0523762235938606
"chr1-0259",-0.250225733575841
"chr1-0260",-0.198598623098668
"chr1-0261",-0.398302376713798
"chr1-0262",-0.31197360496217
"chr1-0263",-0.145708427353436
"chr1-0264",-0.222903220468753
"chr1-0265",-0.308973470959252
"chr1-0266",-0.0811148730851933
"chr1-0267",-0.0942934576484327
"chr1-0268",0.0174380130802904
"chr1-0269",-0.136722334791011
"chr1-0270",-0.149966614575207
"chr1-0271",-0.212933296831639
"chr1-0272",-0.122198476920518
"chr1-0273",-0.0279404459571159
"chr1-0274",-0.251505071192157
"chr1-0275",-0.146063283516482
"chr1-0276",-0.200899445263045
"chr1-0277",-0.249377658204966
"chr1-0278",-0.108531878261665
"chr1-0279",-0.206075874474472
"chr1-0280",-0.135405511616749
"chr1-0281",-0.171679693760582
"chr1-0282",-0.236093215527373
"chr1-0283",-0.161341762493633
"chr1-0284",-0.312840144786084
"chr1-0285",-0.178457425891595
"chr1-0286",0.151050078712609
"chr1-0287",-0.204815395949671
"chr1-0288",-0.233942058578731
"chr1-0289",-0.27827720769867
"chr1-0290",-0.202355134715981
"chr1-0291",-0.17276388770449
"chr1-0292",-0.229816698983754
"chr1-0293",-0.164534573807201
"chr1-0294",-0.253276804881499
"chr1-0295",-0.166068666697607
"chr1-0296",-0.190788900228982
"chr1-0297",-0.171461422653496
"chr1-0298",-0.15566730914198
"chr1-0299",-0.217643594008751
"chr1-0300",-0.186194213069483
"chr1-0301",-0.121991382142131
"chr1-0302",-0.116675684183266
"chr1-0303",-0.0625221235394582
"chr1-0304",-0.223781904723624
"chr1-0305",-0.19323816542004
"chr1-0306",-0.174072995250062
"chr1-0307",-0.19547798371819
"chr1-0308",-0.252882708660019
"chr1-0309",-0.00570906118893097
"chr1-0310",-0.0279670241126805
"chr1-0311",-0.0146588488818436
"chr1-0312",-0.0875143549119473
"chr1-0313",0.0619236398302232
"chr1-0314",0.170802120900133
"chr1-0315",-0.178537377756
"chr1-0316",0.0843051952402984
"chr1-0317",0.0103929590756331
"chr1-0318",-0.100408196681823
"chr1-0319",-0.180903524983893
"chr1-0320",-0.164407350578467
"chr1-0321",-0.22983295957277
"chr1-0322",-0.143042809668106
"chr1-0323",-0.15500735487691
"chr1-0324",-0.106005190513719
"chr1-0325",-0.403329194955879
"chr1-0326",-0.131785550994011
"chr1-0327",-0.298339161169499
"chr1-0328",-0.143711259447093
"chr1-0329",-0.282325940917775
"chr1-0330",-0.269240845162774
"chr1-0331",-0.136734307455432
"chr1-0332",-0.0908109842125096
"chr1-0333",-0.151564169720784
"chr1-0334",-0.144258518515844
"chr1-0335",-0.20447799658325
"chr1-0336",-0.184549203764587
"chr1-0337",-0.185026138118059
"chr1-0338",-0.081334313560973
"chr1-0339",-0.265856461729637
"chr1-0340",-0.215730233871008
"chr1-0341",-0.256045681333308
"chr1-0342",-0.225866248975366
"chr1-0343",-0.213924332012297
"chr1-0344",-0.152409107267012
"chr1-0345",-0.246938211282536
"chr1-0346",-0.167976582309287
"chr1-0347",-0.163815989179114
"chr1-0348",-0.0725773332306511
"chr1-0349",-0.137056239461343
"chr1-0350",-0.152158591797211
"chr1-0351",-0.127044613517413
"chr1-0352",-0.091246482476844
"chr1-0353",-0.10193680029212
"chr1-0354",-0.0590398641325146
"chr1-0355",-0.188211990084321
"chr1-0356",-0.0396186150827165
"chr1-0357",-0.113028690481038
"chr1-0358",-0.0222232728923897
"chr1-0359",-0.0447510355282933
"chr1-0360",0.0890784177651517
"chr1-0361",0.185144307017754
"chr1-0362",-0.117325475966172
"chr1-0363",-0.0669194494089193
