"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,65470000,997,0.00601611282776105
"2","Sample.1","chr1",65655000,108915000,206,0.295516112827761
"3","Sample.1","chr1",109000000,110480000,33,-0.243183887172239
"4","Sample.1","chr1",110555000,110915000,5,-0.536883887172239
"5","Sample.1","chr1",111050000,152245000,152,-0.113683887172239
"6","Sample.1","chr1",152340000,153470000,15,-0.416783887172239
"7","Sample.1","chr1",153535000,157185000,93,-0.0181838871722389
"8","Sample.1","chr1",157400000,160915000,42,-0.328383887172239
"9","Sample.1","chr1",160995000,248923211,711,-0.0870838871722389
"10","Sample.1","chr10",125000,1155000,33,0.184416112827761
"11","Sample.1","chr10",1170000,2235000,19,-0.144283887172239
"12","Sample.1","chr10",2465000,31515000,241,0.258516112827761
"13","Sample.1","chr10",31765000,35530000,30,0.930816112827761
"14","Sample.1","chr10",35620000,80495000,287,0.099216112827761
"15","Sample.1","chr10",80565000,86420000,20,-0.208283887172239
"16","Sample.1","chr10",86495000,104405000,218,0.0245161128277611
"17","Sample.1","chr10",104560000,109395000,11,-0.315183887172239
"18","Sample.1","chr10",109900000,133625233,282,-0.0462838871722389
"19","Sample.1","chr11",145000,4225000,124,-0.444183887172239
"20","Sample.1","chr11",4450000,5480000,11,-1.04188388717224
"21","Sample.1","chr11",5550000,6710000,17,-0.585783887172239
"22","Sample.1","chr11",6765000,8295000,18,-0.848083887172239
"23","Sample.1","chr11",8460000,18230000,102,-0.542083887172239
"24","Sample.1","chr11",18290000,70922848,519,0.0602161128277611
"25","Sample.1","chr11",71097848,78635000,114,-0.601083887172239
"26","Sample.1","chr11",78800000,82565000,10,-1.04868388717224
"27","Sample.1","chr11",82785000,134993311,429,-0.704383887172239
"28","Sample.1","chr12",70000,4880000,67,-0.085983887172239
"29","Sample.1","chr12",4995000,7195000,56,-0.511783887172239
"30","Sample.1","chr12",7325000,7825000,5,-1.03208388717224
"31","Sample.1","chr12",7920000,9710000,16,-0.563083887172239
