Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	834198	248687952	247853755	0.5	Hetero	S-tag199817	S-tag251418	5612	1	5612
chr2	2	21494	242116247	242094754	0.5	Hetero	S-tag008358	S-tag214376	10992	5613	5380
chr3	3	158912	197312768	197153857	0.5	Hetero	S-tag204062	S-tag056142	15966	10993	4974
chr4	4	94481	190045261	189950781	0.5	Hetero	S-tag218451	S-tag303867	20013	15967	4047
chr5	5	53433	58862944	58809512	0.5	Hetero	S-tag263461	S-tag246069	21414	20014	1401
chr5	5	58871353	60020645	1149293	0.452181567748388	Unbalanced	S-tag125821	S-tag021541	21450	21415	36
chr5	5	60034475	180690937	120656463	0.5	Hetero	S-tag087815	S-tag232729	24311	21451	2861
chr6	6	204909	170564441	170359533	0.5	Hetero	S-tag032787	S-tag163635	28183	24312	3872
chr7	7	50257	159013413	158963157	0.5	Hetero	S-tag117640	S-tag208634	32098	28184	3915
chr8	8	189030	145033734	144844705	0.5	Hetero	S-tag187347	S-tag063462	35664	32099	3566
chr9	9	204738	138252072	138047335	0.5	Hetero	S-tag285604	S-tag116753	38365	35665	2701
chr10	10	126070	133775231	133649162	0.5	Hetero	S-tag288298	S-tag069961	41695	38366	3330
chr11	11	204715	76514335	76309621	0.5	Hetero	S-tag228194	S-tag033172	43318	41696	1623
chr11	11	78702526	115714747	37012222	0.0940331651409754	Unbalanced	S-tag233832	S-tag271551	43457	43319	139
chr11	11	118747813	134938847	16191035	0.5	Hetero	S-tag000130	S-tag183870	43929	43458	472
chr12	12	208784	578884	370101	0.471366480604169	Unbalanced	S-tag037927	S-tag100627	43950	43930	21
chr12	12	586407	133141973	132555567	0.5	Hetero	S-tag249554	S-tag121877	47213	43951	3263
chr13	13	19212262	108775650	89563389	0.5	Hetero	S-tag258264	S-tag052568	49549	47214	2336
chr13	13	108783122	109340249	557128	0.459867296913984	Unbalanced	S-tag311810	S-tag106046	49576	49550	27
chr13	13	109382119	114313494	4931376	0.5	Hetero	S-tag126679	S-tag226153	49781	49577	205
chr14	14	20328879	66972976	46644098	0.5	Hetero	S-tag163529	S-tag180351	50964	49782	1183
chr14	14	66976847	67250392	273546	0.461062235490258	Unbalanced	S-tag235781	S-tag197493	50993	50965	29
chr14	14	67253035	106705055	39452021	0.5	Hetero	S-tag237343	S-tag017736	52027	50994	1034
chr15	15	20161372	101981229	81819858	0.5	Hetero	S-tag171992	S-tag013566	53833	52028	1806
chr16	16	83887	90114833	90030947	0.5	Hetero	S-tag168326	S-tag200053	55631	53834	1798
chr17	17	705233	80225545	79520313	0.5	Hetero	S-tag057502	S-tag067565	57466	55632	1835
chr18	18	132671	78007784	77875114	0.5	Hetero	S-tag158720	S-tag113045	59396	57467	1930
chr19	19	260912	58602938	58342027	0.5	Hetero	S-tag314055	S-tag046131	60833	59397	1437
chr20	20	138148	37487150	37349003	0.5	Hetero	S-tag025588	S-tag092162	61834	60834	1001
chr20	20	37565335	38326737	761403	0.457179083426793	Unbalanced	S-tag092392	S-tag109722	61864	61835	30
chr20	20	38375514	62860980	24485467	0.5	Hetero	S-tag150805	S-tag059293	62505	61865	641
chr21	21	14773232	46605839	31832608	0.5	Hetero	S-tag035068	S-tag244650	63314	62506	809
chr22	22	16863070	50780949	33917880	0.5	Hetero	S-tag128271	S-tag085400	64193	63315	879
chrX	23	814723	155096771	154282049	0.5	Hetero	S-tag115841	S-tag031513	67062	64194	2869
chrY	24	2660608	21637163	18976556	0.222280994608402	Unbalanced	S-tag145606	S-tag272660	67162	67063	100
chrY	24	21815007	24510481	2695475	0.281705873353141	Unbalanced	S-tag324414	S-tag313049	67190	67163	28
