"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,65350000,790,-0.00312847868917304
"2","Sample.1","chr1",65475000,108925000,202,0.274171521310827
"3","Sample.1","chr1",109025000,119500000,106,-0.260428478689173
"4","Sample.1","chr1",119650000,121063230,5,0.306471521310827
"5","Sample.1","chr1",143442294,152225000,56,-0.037628478689173
"6","Sample.1","chr1",152325000,153450000,15,-0.444428478689173
"7","Sample.1","chr1",153525000,247350000,750,-0.097528478689173
"8","Sample.1","chr1",247425000,248923211,16,-0.373528478689173
"9","Sample.1","chr10",105000,1125000,19,0.179171521310827
"10","Sample.1","chr10",1175000,2175000,15,-0.157428478689173
"11","Sample.1","chr10",2450000,3075000,5,0.258671521310827
"12","Sample.1","chr10",3125000,4725000,18,0.526171521310827
"13","Sample.1","chr10",4825000,31325000,201,0.214571521310827
"14","Sample.1","chr10",31500000,35075000,27,0.956571521310827
"15","Sample.1","chr10",35125000,36550000,10,0.610771521310827
"16","Sample.1","chr10",36975000,133620233,734,-0.00482847868917304
"17","Sample.1","chr11",155000,4225000,67,-0.487528478689173
"18","Sample.1","chr11",4475000,5425000,12,-1.09112847868917
"19","Sample.1","chr11",5525000,6700000,15,-0.588328478689173
"20","Sample.1","chr11",6825000,7975000,12,-0.909828478689173
"21","Sample.1","chr11",8025000,18225000,100,-0.568028478689173
"22","Sample.1","chr11",18275000,70927848,402,0.026871521310827
"23","Sample.1","chr11",71127848,78675000,92,-0.608828478689173
"24","Sample.1","chr11",78750000,82550000,11,-1.06102847868917
"25","Sample.1","chr11",82750000,114850000,171,-0.663928478689173
"26","Sample.1","chr11",115050000,116575000,11,-1.05222847868917
"27","Sample.1","chr11",116675000,123175000,88,-0.704028478689173
"28","Sample.1","chr11",123250000,124550000,14,-1.09602847868917
"29","Sample.1","chr11",124625000,134988311,102,-0.752628478689173
"30","Sample.1","chr12",80000,4950000,65,-0.111428478689173
"31","Sample.1","chr12",5025000,9700000,51,-0.609428478689173
"32","Sample.1","chr12",9800000,10175000,5,-1.16082847868917
"33","Sample.1","chr12",10250000,13075000,31,-0.604028478689173
"34","Sample.1","chr12",13125000,14150000,7,-1.06002847868917
"35","Sample.1","chr12",14300000,16675000,18,-0.572428478689173
"36","Sample.1","chr12",17150000,18950000,5,-0.881628478689173
"37","Sample.1","chr12",19150000,27525000,49,-0.415528478689173
"38","Sample.1","chr12",27625000,29150000,9,0.279471521310827
"39","Sample.1","chr12",29275000,32700000,25,0.571071521310827
"40","Sample.1","chr12",32800000,39100000,12,0.222371521310827
"41","Sample.1","chr12",39350000,54575000,146,-0.166528478689173
"42","Sample.1","chr12",54775000,55550000,5,-0.577928478689173
"43","Sample.1","chr12",55675000,71850000,118,-0.203228478689173
"44","Sample.1","chr12",72075000,75250000,7,-0.568728478689173
"45","Sample.1","chr12",75325000,125125000,402,-0.274328478689173
"46","Sample.1","chr12",125175000,131675000,52,-0.546328478689173
"47","Sample.1","chr12",131725000,133207655,30,-0.192328478689173
"48","Sample.1","chr13",18729053,19575000,4,-0.340628478689173
"49","Sample.1","chr13",19625000,114327164,507,0.038471521310827
"50","Sample.1","chr14",19855857,28825000,69,0.253371521310827
"51","Sample.1","chr14",29125000,30575000,6,-0.177328478689173
"52","Sample.1","chr14",30725000,39575000,52,0.145571521310827
"53","Sample.1","chr14",40675000,58500000,97,-0.279928478689173
"54","Sample.1","chr14",58700000,75475000,176,0.159371521310827
"55","Sample.1","chr14",75525000,106841859,291,-0.344728478689173
"56","Sample.1","chr15",20232279,23113437,8,0.095771521310827
"57","Sample.1","chr15",23438437,28025000,32,-0.201328478689173
"58","Sample.1","chr15",28075000,101840595,654,0.066671521310827
"59","Sample.1","chr16",55000,6525000,104,-0.057228478689173
"60","Sample.1","chr16",6950000,11025000,33,-0.495828478689173
"61","Sample.1","chr16",11075000,34892311,193,-0.147928478689173
"62","Sample.1","chr16",35275000,46900000,11,0.454971521310827
"63","Sample.1","chr16",46975000,50175000,27,0.733971521310827
"64","Sample.1","chr16",50225000,50750000,10,-0.357828478689173
"65","Sample.1","chr16",50825000,51675000,7,-0.646128478689173
"66","Sample.1","chr16",51900000,52850000,6,-1.41152847868917
"67","Sample.1","chr16",53075000,58475000,62,-0.695228478689173
"68","Sample.1","chr16",58550000,63125000,10,-0.282628478689173
"69","Sample.1","chr16",64000000,90139173,304,0.015171521310827
"70","Sample.1","chr17",130000,22631840,254,0.366071521310827
"71","Sample.1","chr17",27092990,32725000,65,0.034171521310827
"72","Sample.1","chr17",32950000,34850000,12,-0.345928478689173
"73","Sample.1","chr17",35000000,83148721,574,-0.113728478689173
"74","Sample.1","chr18",130000,13825000,93,0.137571521310827
"75","Sample.1","chr18",13875000,22475000,15,-0.149928478689173
"76","Sample.1","chr18",22725000,23675000,11,0.164771521310827
"77","Sample.1","chr18",23775000,31200000,26,-0.373428478689173
"78","Sample.1","chr18",31375000,33075000,11,0.072971521310827
"79","Sample.1","chr18",33475000,37025000,22,-0.281428478689173
"80","Sample.1","chr18",37275000,63425000,134,-0.643928478689173
"81","Sample.1","chr18",63500000,66425000,11,-1.11072847868917
"82","Sample.1","chr18",67325000,79925000,75,-0.585328478689173
"83","Sample.1","chr18",79975000,80231643,6,-0.059128478689173
"84","Sample.1","chr19",180000,58578808,796,-0.032828478689173
"85","Sample.1","chr2",105000,55950000,446,-0.085328478689173
"86","Sample.1","chr2",56075000,60525000,13,-0.353428478689173
"87","Sample.1","chr2",60650000,81300000,150,-0.060128478689173
"88","Sample.1","chr2",82050000,86775000,35,0.387171521310827
"89","Sample.1","chr2",87425000,90078252,10,-0.285628478689173
"90","Sample.1","chr2",91770328,113775000,158,0.078371521310827
"91","Sample.1","chr2",113825000,114025000,3,-0.207528478689173
"92","Sample.1","chr2",114375000,117425000,5,-0.662228478689173
"93","Sample.1","chr2",117825000,179925000,340,-0.336328478689173
"94","Sample.1","chr2",180125000,181750000,8,-0.673228478689173
"95","Sample.1","chr2",181925000,223850000,243,-0.249128478689173
"96","Sample.1","chr2",223925000,225775000,10,-0.749428478689173
"97","Sample.1","chr2",226275000,226875000,5,-0.059028478689173
"98","Sample.1","chr2",227050000,233675000,68,-0.741228478689173
"99","Sample.1","chr2",233725000,234425000,8,-1.08382847868917
"100","Sample.1","chr2",234500000,242116765,122,-0.668728478689173
"101","Sample.1","chr20",158168,64292084,559,0.042171521310827
"102","Sample.1","chr21",10569444,20025000,23,-0.764528478689173
"103","Sample.1","chr21",21325000,29975000,28,-0.077928478689173
"104","Sample.1","chr21",30175000,31125000,7,-0.528428478689173
"105","Sample.1","chr21",31300000,46375000,176,-0.073528478689173
"106","Sample.1","chr21",46425000,46674992,6,0.258871521310827
"107","Sample.1","chr22",16557005,50754234,432,0.138871521310827
"108","Sample.1","chr3",230000,81925000,544,-0.00122847868917304
"109","Sample.1","chr3",82450000,85675000,5,-0.406228478689173
"110","Sample.1","chr3",86575000,198142780,676,-0.00462847868917304
"111","Sample.1","chr4",55000,68375000,368,-0.024128478689173
"112","Sample.1","chr4",68650000,72150000,15,-0.316728478689173
"113","Sample.1","chr4",72450000,190061561,543,-0.091928478689173
"114","Sample.1","chr5",55000,31200000,162,-0.187028478689173
"115","Sample.1","chr5",31325000,53750000,111,0.266571521310827
"116","Sample.1","chr5",54100000,55250000,10,-0.074228478689173
"117","Sample.1","chr5",55350000,61625000,42,0.366671521310827
"118","Sample.1","chr5",61750000,65575000,14,-0.113728478689173
"119","Sample.1","chr5",65650000,68175000,16,0.262671521310827
"120","Sample.1","chr5",68225000,163525000,571,-0.087728478689173
"121","Sample.1","chr5",163725000,167125000,8,-0.482128478689173
"122","Sample.1","chr5",167425000,181364130,155,-0.135428478689173
"123","Sample.1","chr6",155000,13575000,132,0.055471521310827
"124","Sample.1","chr6",13650000,15700000,23,0.374571521310827
"125","Sample.1","chr6",15850000,136150000,729,0.040971521310827
"126","Sample.1","chr6",136275000,170647990,283,-0.214228478689173
"127","Sample.1","chr7",55000,64100000,414,0.176571521310827
"128","Sample.1","chr7",64250000,68675000,25,0.458871521310827
"129","Sample.1","chr7",69125000,141725000,451,-0.104828478689173
"130","Sample.1","chr7",141825000,142800000,6,-0.495028478689173
"131","Sample.1","chr7",142875000,152975000,77,-0.150728478689173
"132","Sample.1","chr7",153450000,157425000,43,-0.827228478689173
"133","Sample.1","chr7",157475000,158625000,23,-1.32122847868917
"134","Sample.1","chr7",158725000,159242987,10,-0.949728478689173
"135","Sample.1","chr8",205000,5225000,45,-0.218428478689173
"136","Sample.1","chr8",5950000,43616872,287,0.385771521310827
"137","Sample.1","chr8",46063633,48525000,18,-0.311928478689173
"138","Sample.1","chr8",48575000,50325000,10,0.147571521310827
"139","Sample.1","chr8",51050000,53525000,13,-0.448528478689173
"140","Sample.1","chr8",53750000,145039318,558,0.228971521310827
"141","Sample.1","chr9",130000,39589735,149,-0.292028478689173
"142","Sample.1","chr9",68385276,112800000,232,0.054671521310827
"143","Sample.1","chr9",112950000,138192359,292,-0.315228478689173
"144","Sample.1","chrX",2518744,18375000,60,-0.670028478689173
"145","Sample.1","chrX",18525000,30250000,32,-0.099128478689173
"146","Sample.1","chrX",30425000,53525000,103,0.192671521310827
