"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,248923211,1940,-0.0233682228299673
"2","Sample.1","chr10",105000,133620233,1029,-0.0139682228299673
"3","Sample.1","chr11",155000,134988311,1097,-0.0185682228299673
"4","Sample.1","chr12",80000,133207655,1037,0.000431777170032715
"5","Sample.1","chr13",18729053,114327164,511,0.0211317771700327
"6","Sample.1","chr14",19855857,106841859,691,-0.0152682228299673
"7","Sample.1","chr15",20232279,101840595,694,-0.0177682228299673
"8","Sample.1","chr16",55000,90139173,767,-0.0194682228299673
"9","Sample.1","chr17",130000,83148721,905,-0.0341682228299673
"10","Sample.1","chr18",130000,80231643,404,0.0262317771700327
"11","Sample.1","chr19",180000,58578808,796,-0.0387682228299673
"12","Sample.1","chr2",105000,242116765,1624,0.00163177717003271
"13","Sample.1","chr20",158168,64292084,559,-0.0166682228299673
"14","Sample.1","chr21",10569444,46674992,240,0.0164317771700327
"15","Sample.1","chr22",16557005,50754234,432,-0.0369682228299673
"16","Sample.1","chr3",230000,198142780,1225,-0.000468222829967286
"17","Sample.1","chr4",55000,190061561,926,0.0151317771700327
"18","Sample.1","chr5",55000,181364130,1089,0.00143177717003271
"19","Sample.1","chr6",155000,32375000,322,-0.0347682228299673
"20","Sample.1","chr6",32450000,32675000,5,-0.992768222829967
"21","Sample.1","chr6",32725000,170647990,840,-0.0197682228299673
"22","Sample.1","chr7",55000,159242987,1049,-0.0232682228299673
"23","Sample.1","chr8",205000,145039318,931,-0.00886822282996729
"24","Sample.1","chr9",130000,138192359,673,-0.0248682228299673
"25","Sample.1","chrX",2518744,155640448,478,0.440731777170033
"26","Sample.1","chrY",4518744,21244771,13,-3.91496822282997
