"","value"
"chr1-0001",0.00353843695794829
"chr1-0002",0.0146485641612907
"chr1-0003",-0.0112374177288712
"chr1-0004",-0.0731346411344637
"chr1-0005",0.095024695922831
"chr1-0006",0.132433416272284
"chr1-0007",0.139644512460166
"chr1-0008",0.169722299547368
"chr1-0009",-0.00840523852589554
"chr1-0010",0.111364471049762
"chr1-0011",0.116204574698536
"chr1-0012",0.186294858939235
"chr1-0013",0.114826709346679
"chr1-0014",0.00704117705580124
"chr1-0015",0.108224240217841
"chr1-0016",0.177306929909127
"chr1-0017",0.100204711969353
"chr1-0018",0.116596178541708
"chr1-0019",0.199668908543982
"chr1-0020",0.182288564513709
"chr1-0021",0.0707996811958476
"chr1-0022",-0.0785567375791037
"chr1-0023",-0.110964958948425
"chr1-0024",0.0241732140073073
"chr1-0025",-0.0521631181524291
"chr1-0026",0.121648365733832
"chr1-0027",0.0442229295189398
"chr1-0028",0.00327515807176383
"chr1-0029",-0.0331586265938967
"chr1-0030",0.00506163174289088
"chr1-0031",0.0344508380912226
"chr1-0032",0.0818158520517774
"chr1-0033",-0.0263804154019868
"chr1-0034",-0.0867645573981504
"chr1-0035",0.0101999004123983
"chr1-0036",-0.032237402156608
"chr1-0037",-0.079693240946454
"chr1-0038",-0.231881955226495
"chr1-0039",-0.105505153253786
"chr1-0040",-0.0316599505567532
"chr1-0041",-0.00516056031202544
"chr1-0042",-0.0797170079550064
"chr1-0043",-0.0731409139390347
"chr1-0044",0.110767757906382
"chr1-0045",-0.071148234634653
"chr1-0046",-0.0100812432682374
"chr1-0047",-0.0625973267176626
"chr1-0048",-0.0320382915979705
"chr1-0049",-0.00945546721235766
"chr1-0050",0.0354716210927103
"chr1-0051",0.0744144749938277
"chr1-0052",-0.0264962243177023
"chr1-0053",0.0167769087335547
"chr1-0054",-0.118647908721772
"chr1-0055",0.133107807622584
"chr1-0056",-0.0235753878090934
"chr1-0057",-0.0343042502663317
"chr1-0058",0.0300275651080832
"chr1-0059",0.00523318668524349
"chr1-0060",0.0241505998552022
"chr1-0061",-0.0531122799371057
