"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","pval","lcl","ucl"
"Sample.1","chr1",692994,12650000,188,-0.1663,0.161,-0.122,0.1414,1.48929080371252e-12,12475000,13600000
"Sample.1","chr1",12750000,14850000,15,-0.5064,0.2369,-0.5188,0.3174,1.96980727021025e-55,14475000,14975000
"Sample.1","chr1",14925000,248923211,1797,-0.0623,0.162,-0.0427,0.155,NA,NA,NA
"Sample.1","chr10",55000,133645233,1048,-0.0538,0.1724,-0.0372,0.1518,NA,NA,NA
"Sample.1","chr11",130000,135013311,1124,-0.0207,0.1545,-0.0029,0.1462,NA,NA,NA
"Sample.1","chr12",55000,133207655,1060,-0.0191,0.1623,-0.0081,0.1445,NA,NA,NA
"Sample.1","chr13",18629053,114327164,520,-0.0621,0.174,-0.0514,0.1599,NA,NA,NA
"Sample.1","chr14",19106322,106841859,714,-0.0498,0.1531,-0.0348,0.1402,NA,NA,NA
"Sample.1","chr15",20012627,85800000,580,-0.2188,0.2202,-0.1986,0.239,2.71941897539672e-51,85625000,85800000
"Sample.1","chr15",85975000,88125000,7,-0.6964,0.1634,-0.6975,0.0632,1.26868493760604e-16,88125000,88350000
"Sample.1","chr15",88350000,101890595,134,-0.0814,0.1819,-0.0961,0.1875,NA,NA,NA
"Sample.1","chr16",55000,46900000,369,-0.041,0.1689,-0.0064,0.1437,9.17336052359942e-23,46490341,47500000
"Sample.1","chr16",46975000,51275000,41,-0.3306,0.1849,-0.3253,0.1946,1.69062780204924e-07,50750000,51275000
"Sample.1","chr16",51500000,52850000,8,-0.7166,0.0763,-0.7077,0.081,6.38971718013209e-16,52850000,53375000
"Sample.1","chr16",53075000,90139173,381,-0.2542,0.2152,-0.216,0.2172,NA,NA,NA
"Sample.1","chr17",130000,5575000,92,0.053,0.1181,0.0556,0.1189,2.13641318463693e-10,5475000,5700000
"Sample.1","chr17",5700000,6325000,5,-0.3219,0.1209,-0.3197,0.1465,3.57744210047762e-17,6200000,6675000
"Sample.1","chr17",6425000,83148721,842,-0.0132,0.1515,0.0025,0.1375,NA,NA,NA
"Sample.1","chr18",80000,80231643,413,-0.0568,0.1575,-0.0454,0.1437,NA,NA,NA
"Sample.1","chr19",180000,58578808,820,-0.1048,0.2092,-0.084,0.2133,NA,NA,NA
"Sample.1","chr2",105000,132800000,957,-0.2307,0.225,-0.2099,0.1987,1.91041258529644e-14,131025000,134200000
"Sample.1","chr2",133100000,151125000,75,-0.453,0.2009,-0.5282,0.2106,2.4659879908095e-101,150475000,151450000
"Sample.1","chr2",151325000,242116765,632,-0.0071,0.1647,-0.0019,0.1623,NA,NA,NA
"Sample.1","chr20",158168,64292084,568,-0.044,0.1441,-0.0339,0.1449,NA,NA,NA
"Sample.1","chr21",5055000,46674992,256,0.0076,0.1647,0.0058,0.1568,NA,NA,NA
"Sample.1","chr22",15716995,50779234,445,0.0144,0.1322,0.0245,0.1115,NA,NA,NA
"Sample.1","chr3",180000,198167780,1254,-0.0268,0.1568,-0.014,0.1377,NA,NA,NA
"Sample.1","chr4",55000,190061561,950,-0.0293,0.1658,-0.0178,0.1494,NA,NA,NA
"Sample.1","chr5",55000,2125000,41,-0.0697,0.1031,-0.076,0.0985,7.97006190078831e-18,2075000,2550000
"Sample.1","chr5",2175000,37275000,177,-0.3722,0.2066,-0.374,0.2078,5.30904526134728e-123,36675000,37750000
"Sample.1","chr5",37400000,181364130,899,-0.0367,0.1632,-0.0181,0.1487,NA,NA,NA
"Sample.1","chr6",155000,170647990,1189,-0.0257,0.1619,-0.0155,0.1539,NA,NA,NA
"Sample.1","chr7",55000,159242987,1099,-0.0171,0.1534,-0.0045,0.1441,NA,NA,NA
"Sample.1","chr8",180000,145039318,951,-0.0608,0.1707,-0.0479,0.1652,NA,NA,NA
"Sample.1","chr9",130000,138217359,697,-0.0281,0.1551,-0.0128,0.157,NA,NA,NA
"Sample.1","chrX",2518744,31150000,98,0.847,0.318,0.7896,0.1726,1.77183976016992e-09,30750000,35250000
"Sample.1","chrX",31275000,36475000,8,1.7461,0.7961,1.6083,0.6758,1.97593670464902e-24,32800000,36975000
"Sample.1","chrX",36975000,155640448,398,0.8068,0.2248,0.7749,0.2064,NA,NA,NA
"Sample.1","chrY",3568744,24239248,16,-2.7741,0.947,-3.1091,0.7435,NA,NA,NA
