Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	249212878	248458687	0.5	Hetero	S-tag133716	S-tag279722	17813	1	17813
chr2	2	21494	243052331	243030838	0.5	Hetero	S-tag008358	S-tag082861	35915	17814	18102
chr3	3	63411	197852564	197789154	0.5	Hetero	S-tag123447	S-tag251937	51111	35916	15196
chr4	4	69404	190915650	190846247	0.5	Hetero	S-tag272826	S-tag011735	64556	51112	13445
chr5	5	38139	58862944	58824806	0.5	Hetero	S-tag083571	S-tag246069	68474	64557	3918
chr5	5	58871353	60020645	1149293	0.5478	Unbalanced	S-tag125821	S-tag021541	68546	68475	72
chr5	5	60034475	180698312	120663838	0.5	Hetero	S-tag087815	S-tag320993	76910	68547	8364
chr6	6	204909	170913051	170708143	0.5	Hetero	S-tag032787	S-tag281247	89630	76911	12720
chr7	7	41421	159118443	159077023	0.5	Hetero	S-tag316675	S-tag164900	101597	89631	11967
chr8	8	172417	101539773	101367357	0.5	Hetero	S-tag057861	S-tag054035	109478	101598	7881
chr8	8	101552505	102261691	709187	0.5452	Unbalanced	S-tag285742	S-tag042559	109526	109479	48
chr8	8	102271186	146292734	44021549	0.5	Hetero	S-tag221713	S-tag181025	113551	109527	4025
chr9	9	204738	141054761	140850024	0.5	Hetero	S-tag285604	S-tag292642	122083	113552	8532
chr10	10	126070	135434303	135308234	0.5	Hetero	S-tag288298	S-tag259257	131774	122084	9691
chr11	11	192764	77594354	77401591	0.5	Hetero	S-tag179986	S-tag126583	137273	131775	5499
chr11	11	77614770	117227519	39612750	0.9065	Unbalanced	S-tag096846	S-tag304472	140248	137274	2975
chr11	11	117240357	134938847	17698491	0.5	Hetero	S-tag110997	S-tag183870	141718	140249	1470
chr12	12	189400	133818115	133628716	0.5	Hetero	S-tag092992	S-tag062823	152071	141719	10353
chr13	13	19084823	108775650	89690828	0.5	Hetero	S-tag129068	S-tag052568	159340	152072	7269
chr13	13	108783122	109350605	567484	0.5405	Unbalanced	S-tag311810	S-tag261974	159395	159341	55
chr13	13	109361192	115103150	5741959	0.5	Hetero	S-tag014141	S-tag056489	160002	159396	607
chr14	14	20219083	66972976	46753894	0.5	Hetero	S-tag079171	S-tag180351	163513	160003	3511
chr14	14	66976847	67250392	273546	0.5392	Unbalanced	S-tag235781	S-tag197493	163569	163514	56
chr14	14	67253035	107282024	40028990	0.5	Hetero	S-tag237343	S-tag253878	166755	163570	3186
chr15	15	20161372	102397317	82235946	0.5	Hetero	S-tag171992	S-tag076385	172764	166756	6009
chr16	16	83887	90158005	90074119	0.5	Hetero	S-tag168326	S-tag141503	178602	172765	5838
chr17	17	400959	80263427	79862469	0.5	Hetero	S-tag289750	S-tag027976	185023	178603	6421
chr18	18	12842	78007784	77994943	0.5	Hetero	S-tag291980	S-tag113045	190617	185024	5594
chr19	19	247232	59093239	58846008	0.5	Hetero	S-tag031412	S-tag125192	195453	190618	4836
chr20	20	69094	37515333	37446240	0.5	Hetero	S-tag083344	S-tag254080	198665	195454	3212
chr20	20	37534582	38338940	804359	0.5428	Unbalanced	S-tag289491	S-tag325334	198720	198666	55
chr20	20	38356528	62912463	24555936	0.5	Hetero	S-tag150890	S-tag288225	200568	198721	1848
chr21	21	9648315	48097610	38449296	0.5	Hetero	S-tag044213	S-tag151578	202915	200569	2347
chr22	22	16054713	51213826	35159114	0.5	Hetero	S-tag002075	S-tag053493	205709	202916	2794
chrX	23	177942	155219364	155041423	0.5	Hetero	S-tag184863	S-tag256428	216908	205710	11199
chrY	24	2660163	19205569	16545407	0.7714	Unbalanced	S-tag316182	S-tag248831	217361	216909	453
chrY	24	19231679	21722998	2491320	0.8734	Unbalanced	S-tag233273	S-tag221443	217416	217362	55
chrY	24	21733454	28799935	7066482	0.7173	Unbalanced	S-tag226836	S-tag022127	217522	217417	106
