"","value"
"chr1-0001",-0.123413100740084
"chr1-0002",0.233046243034505
"chr1-0003",0.11890788774027
"chr1-0004",0.131977893866824
"chr1-0005",0.206512966888457
"chr1-0006",0.131440861729306
"chr1-0007",0.244054630445479
"chr1-0008",0.0381685049940666
"chr1-0009",0.175874075114965
"chr1-0010",0.227507228952215
"chr1-0011",0.0925610530461414
"chr1-0012",0.175512986044801
"chr1-0013",0.247162831398394
"chr1-0014",0.189476003475369
"chr1-0015",0.166856950339762
"chr1-0016",0.0912068765230189
"chr1-0017",0.13189091767419
"chr1-0018",0.215913288855943
"chr1-0019",0.165721674002518
"chr1-0020",0.173918236212913
"chr1-0021",0.254711541742981
"chr1-0022",0.195983912971392
"chr1-0023",0.2940904420245
"chr1-0024",0.257990440738807
"chr1-0025",0.239832244408018
"chr1-0026",0.0798837250916184
"chr1-0027",0.0703275705283864
"chr1-0028",0.243533552429348
"chr1-0029",0.22981550673845
"chr1-0030",0.162168095652315
"chr1-0031",0.0958731467427278
"chr1-0032",0.110071527528452
"chr1-0033",0.320221880935222
"chr1-0034",0.165866096121716
"chr1-0035",0.476925320394298
"chr1-0036",0.0528815279719109
"chr1-0037",0.0892865127137516
"chr1-0038",0.262494803997745
"chr1-0039",-0.0203548725068402
"chr1-0040",0.104328369534272
"chr1-0041",0.0795823912124627
"chr1-0042",0.00845078304145123
"chr1-0043",-0.123712801228264
"chr1-0044",0.443535388886165
"chr1-0045",-0.0120765761488024
"chr1-0046",-0.0471733601585138
"chr1-0047",0.102625019069735
"chr1-0048",0.0564293053863405
"chr1-0049",0.0220743697850712
"chr1-0050",0.067855205298141
"chr1-0051",0.0756598671151477
"chr1-0052",0.273927386696468
"chr1-0053",0.178158148079312
"chr1-0054",0.178974741442916
"chr1-0055",0.0170560045994333
"chr1-0056",0.137507509332546
"chr1-0057",0.223741001823419
"chr1-0058",0.167776555712536
"chr1-0059",0.0150115670972061
"chr1-0060",0.290202871115105
"chr1-0061",0.129638048096711
"chr1-0062",-0.098689740692633
"chr1-0063",0.0144161183518456
"chr1-0064",-0.0256864824349671
"chr1-0065",0.100711427878994
"chr1-0066",0.128257271801804
"chr1-0067",0.136873708899153
"chr1-0068",0.205109588736061
"chr1-0069",-0.0623375958905216
"chr1-0070",-0.133318429358137
"chr1-0071",-0.0157497050693165
"chr1-0072",0.0235761371789233
"chr1-0073",0.000137816745473371
"chr1-0074",-0.0628519869603139
"chr1-0075",-0.0616355322573098
"chr1-0076",-0.0700518040985915
"chr1-0077",0.259351331720962
"chr1-0078",0.0757487044398703
"chr1-0079",0.0722171061855061
"chr1-0080",0.0582122281534363
"chr1-0081",0.0250695782510574
"chr1-0082",-0.0414253470104139
"chr1-0083",-0.0467123485822849
"chr1-0084",-0.0777079949550143
"chr1-0085",0.0787132286236403
"chr1-0086",0.0412888601169897
"chr1-0087",0.0542320388853464
"chr1-0088",0.0352866138705868
"chr1-0089",0.154558757374269
"chr1-0090",0.0298497314605281
"chr1-0091",0.0510589258996508
"chr1-0092",0.0523140140929473
"chr1-0093",0.0360200931757956
"chr1-0094",-0.011234570158247
"chr1-0095",0.031149185408384
"chr1-0096",-0.121437472701489
"chr1-0097",0.00132125904827936
"chr1-0098",0.152229350294451
"chr1-0099",0.269386834947392
"chr1-0100",0.157615933698851
"chr1-0101",0.00325330494862662
"chr1-0102",0.0484845434543092
"chr1-0103",0.0710190238682088
"chr1-0104",-0.00840156393230602
"chr1-0105",0.148633015705206
"chr1-0106",-0.071863244454196
"chr1-0107",0.137243954150221
"chr1-0108",0.177122734024048
"chr1-0109",0.0265289155278662
"chr1-0110",-0.232825403558227
"chr1-0111",-0.195639822259528
"chr1-0112",-0.0935857770330343
"chr1-0113",-0.224503695693914
"chr1-0114",-0.260816283607452
"chr1-0115",-0.419251236076025
"chr1-0116",0.0783455624531682
"chr1-0117",-0.0369791047029891
"chr1-0118",-0.135628265978581
"chr1-0119",-0.151732678885257
"chr1-0120",-0.207420733463647
"chr1-0121",-0.19554572199022
"chr1-0122",-0.246268020547993
"chr1-0123",-0.288761306172896
"chr1-0124",0.170523278182204
"chr1-0125",0.0958788540176762
"chr1-0126",0.0742995265191025
"chr1-0127",0.0923085806313968
"chr1-0128",-0.0587666735741048
"chr1-0129",-0.0990752053666995
"chr1-0130",0.0109860953658247
"chr1-0131",-0.0684145028237503
"chr1-0132",-0.123626352058191
"chr1-0133",0.0388699357748401
"chr1-0134",0.0763655126880921
"chr1-0135",0.196773373879064
"chr1-0136",0.257906752672894
"chr1-0137",0.15481251529085
"chr1-0138",0.182332624396136
"chr1-0139",0.0769448718481514
"chr1-0140",-0.018485784334677
"chr1-0141",0.15684891291347
"chr1-0142",0.0978395861039829
"chr1-0143",-0.00798381367818249
"chr1-0144",0.0478548305755928
"chr1-0145",0.102279557857136
"chr1-0146",-0.149442049773422
"chr1-0147",0.129331199841708
"chr1-0148",0.0987137720664976
"chr1-0149",0.214901924464556
"chr1-0150",0.0445227365197325
"chr1-0151",0.0205439003759004
"chr1-0152",-0.251415701782363
"chr1-0153",0.0288875124200588
"chr1-0154",-0.0615493381490192
"chr1-0155",-0.285494195669794
"chr1-0156",-0.185535894919566
"chr1-0157",-0.129569655169212
"chr1-0158",-0.290401395628333
"chr1-0159",-0.105920543684716
"chr1-0160",0.000410316261911055
"chr1-0161",-0.100171641622051
"chr1-0162",-0.291011142279363
"chr1-0163",0.121280292396147
"chr1-0164",0.1007221924048
"chr1-0165",0.0993837857072537
"chr1-0166",0.302764850980847
"chr1-0167",0.0333510132313214
"chr1-0168",-0.296032984037871
"chr1-0169",-0.0872385284250998
"chr1-0170",0.0579273261894912
"chr1-0171",0.461215509586007
"chr1-0172",-0.0717382393523902
"chr1-0173",-0.112938212525195
"chr1-0174",0.190459444011319
"chr1-0175",0.0996159845445772
"chr1-0176",0.12462028883713
"chr1-0177",0.167161987515892
"chr1-0178",0.0817435320565062
"chr1-0179",0.14826256805661
"chr1-0180",0.0759717983976851
"chr1-0181",0.22830249143521
"chr1-0182",0.0219094479438802
"chr1-0183",0.0676611214406412
"chr1-0184",-0.0950138965364701
"chr1-0185",-0.0468551361963881
"chr1-0186",-0.0648352164459589
"chr1-0187",-0.0992294696022251
"chr1-0188",-0.0476962933141062
"chr1-0189",0.0840327244248918
"chr1-0190",0.0252261781539162
"chr1-0191",0.180018276182813
"chr1-0192",0.268429202632393
"chr1-0193",0.167455522596306
"chr1-0194",0.196642919334572
"chr1-0195",-0.0408561516776438
"chr1-0196",-0.181900132250393
"chr1-0197",-0.081326298489586
"chr1-0198",-0.10760003178887
"chr1-0199",0.100829981403212
"chr1-0200",-0.160062857295088
"chr1-0201",-0.0146841125046545
"chr1-0202",0.224234350772037
"chr1-0203",0.154226529999353
"chr1-0204",0.216876653214803
"chr1-0205",-0.0241791532678391
"chr1-0206",0.0984038971617194
"chr1-0207",0.158704003073042
"chr1-0208",0.0165458923049384
"chr1-0209",-0.170153147894596
"chr1-0210",0.0930674555420421
"chr1-0211",-0.0980571865592429
"chr1-0212",0.150085894418073
"chr1-0213",0.143077995017159
"chr1-0214",0.0838550939206936
"chr1-0215",-0.157454870399154
"chr1-0216",-0.102125447812911
"chr1-0217",0.0707502106071566
"chr1-0218",0.167929633505137
"chr1-0219",0.303054601667145
"chr1-0220",0.219093990128457
"chr1-0221",0.0995939987021073
"chr1-0222",0.0876548698706724
"chr1-0223",0.111440509489959
"chr1-0224",-0.0624695990917462
"chr1-0225",-0.108308092719481
"chr1-0226",-0.00889818338398765
"chr1-0227",0.0268377953702548
"chr1-0228",-0.470409373270753
"chr1-0229",-0.149522939179133
"chr1-0230",-0.0412934690557233
"chr1-0231",-0.296670605655238
"chr1-0232",-0.33472560773495
