"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,1475000,14,-0.561652823208269
"2","Sample.1","chr1",1525000,55025000,702,0.104847176791731
"3","Sample.1","chr1",55125000,235225000,1126,0.347347176791731
"4","Sample.1","chr1",235350000,248923211,98,0.0293471767917314
"5","Sample.1","chr10",105000,133620233,1029,0.177847176791731
"6","Sample.1","chr11",155000,81375000,709,-0.0225528232082686
"7","Sample.1","chr11",82175000,85025000,14,0.488047176791731
"8","Sample.1","chr11",85375000,86975000,17,0.113347176791731
"9","Sample.1","chr11",87225000,100750000,49,-0.209052823208269
"10","Sample.1","chr11",100950000,117700000,120,0.0772471767917314
"11","Sample.1","chr11",117775000,125800000,106,-0.292252823208269
"12","Sample.1","chr11",125875000,134988311,82,-0.867852823208269
"13","Sample.1","chr12",80000,8625000,106,0.00204717679173139
"14","Sample.1","chr12",8725000,46925000,206,0.311847176791731
"15","Sample.1","chr12",47125000,68275000,207,-0.0132528232082686
"16","Sample.1","chr12",68325000,75575000,37,-0.272052823208269
"17","Sample.1","chr12",75675000,133207655,481,0.132747176791731
"18","Sample.1","chr13",18729053,36975000,143,0.276847176791731
"19","Sample.1","chr13",37025000,66625000,139,-0.251752823208269
"20","Sample.1","chr13",67075000,114327164,229,0.556847176791731
"21","Sample.1","chr14",19855857,21650000,23,0.203947176791731
"22","Sample.1","chr14",21775000,22525000,7,0.455547176791731
"23","Sample.1","chr14",22575000,57150000,183,0.114047176791731
"24","Sample.1","chr14",57300000,67750000,91,-0.311452823208269
"25","Sample.1","chr14",67825000,69200000,18,0.0615471767917314
"26","Sample.1","chr14",69300000,106841859,369,-0.360252823208269
"27","Sample.1","chr15",20232279,24300000,13,-0.0870528232082686
"28","Sample.1","chr15",24750000,63950000,303,0.292247176791731
"29","Sample.1","chr15",64025000,101840595,378,-0.0123528232082686
"30","Sample.1","chr16",55000,33865870,329,-0.466452823208269
"31","Sample.1","chr16",34892311,52550000,60,-0.0703528232082686
"32","Sample.1","chr16",52625000,90139173,378,-0.388152823208269
"33","Sample.1","chr17",130000,675000,9,-0.0689528232082686
"34","Sample.1","chr17",725000,10425000,146,-0.437752823208269
"35","Sample.1","chr17",10550000,16125000,33,0.710447176791731
"36","Sample.1","chr17",16225000,22631840,66,0.497647176791731
"37","Sample.1","chr17",27092990,51325000,313,0.114347176791731
"38","Sample.1","chr17",51550000,55050000,8,0.307147176791731
"39","Sample.1","chr17",55200000,56225000,10,0.584547176791731
"40","Sample.1","chr17",56425000,60675000,50,0.157447176791731
"41","Sample.1","chr17",60800000,63075000,18,0.448947176791731
"42","Sample.1","chr17",63275000,68225000,47,0.190347176791731
"43","Sample.1","chr17",68275000,72050000,18,0.620347176791731
"44","Sample.1","chr17",72225000,74675000,31,0.397847176791731
"45","Sample.1","chr17",74725000,83148721,156,0.164147176791731
"46","Sample.1","chr18",130000,37775000,184,0.233547176791731
"47","Sample.1","chr18",38575000,44350000,9,0.469647176791731
"48","Sample.1","chr18",44675000,80231643,211,0.267747176791731
"49","Sample.1","chr19",180000,43775000,544,-0.00295282320826862
"50","Sample.1","chr19",43850000,44450000,11,0.255547176791731
"51","Sample.1","chr19",44550000,58578808,241,0.0131471767917314
"52","Sample.1","chr2",105000,3675000,52,-0.244352823208269
"53","Sample.1","chr2",3725000,156050000,961,0.118547176791731
"54","Sample.1","chr2",156350000,173975000,107,-0.248352823208269
"55","Sample.1","chr2",174050000,242116765,504,0.0237471767917314
"56","Sample.1","chr20",158168,64292084,559,0.268147176791731
"57","Sample.1","chr21",10569444,46674992,240,0.0116471767917314
"58","Sample.1","chr22",16557005,50754234,432,-0.0840528232082686
"59","Sample.1","chr3",230000,186850000,1116,0.240347176791731
"60","Sample.1","chr3",186925000,189150000,22,-0.195852823208269
"61","Sample.1","chr3",189275000,192250000,17,0.367247176791731
"62","Sample.1","chr3",192450000,198142780,70,0.111047176791731
"63","Sample.1","chr4",55000,190061561,926,0.160747176791731
"64","Sample.1","chr5",55000,625000,12,-0.232252823208269
"65","Sample.1","chr5",700000,134575000,669,0.165447176791731
"66","Sample.1","chr5",134650000,134950000,6,-0.325452823208269
"67","Sample.1","chr5",135050000,181364130,402,0.00494717679173139
"68","Sample.1","chr6",155000,375000,4,-0.649052823208269
"69","Sample.1","chr6",425000,14950000,141,-0.985052823208269
"70","Sample.1","chr6",15125000,32525000,179,-0.367852823208269
"71","Sample.1","chr6",32575000,32775000,5,-1.36625282320827
"72","Sample.1","chr6",32825000,57250000,238,-0.370052823208269
"73","Sample.1","chr6",57876944,73100000,31,0.286447176791731
"74","Sample.1","chr6",73275000,73525000,5,-0.0685528232082686
"75","Sample.1","chr6",73600000,85250000,40,0.284447176791731
"76","Sample.1","chr6",85425000,116400000,140,-0.308852823208269
"77","Sample.1","chr6",116475000,170647990,384,0.252347176791731
"78","Sample.1","chr7",55000,6750000,105,-0.227952823208269
"79","Sample.1","chr7",6925000,55575000,295,0.0442471767917314
"80","Sample.1","chr7",55775000,62803390,11,-0.205952823208269
"81","Sample.1","chr7",63500000,64425000,5,0.209247176791731
"82","Sample.1","chr7",64600000,66925000,19,-0.222952823208269
"83","Sample.1","chr7",67150000,70775000,14,0.0848471767917314
"84","Sample.1","chr7",70950000,76725000,45,-0.254652823208269
"85","Sample.1","chr7",77125000,159242987,555,-0.0154528232082686
"86","Sample.1","chr8",205000,141025000,861,0.0282471767917314
"87","Sample.1","chr8",141075000,145039318,70,-0.210652823208269
"88","Sample.1","chr9",130000,975000,7,-0.711852823208269
"89","Sample.1","chr9",1025000,6850000,27,-0.193852823208269
"90","Sample.1","chr9",7075000,18375000,29,0.113647176791731
"91","Sample.1","chr9",18750000,21600000,13,-0.321552823208269
"92","Sample.1","chr9",21875000,138192359,597,-0.0614528232082686
"93","Sample.1","chrX",2518744,42425000,135,-0.629752823208269
"94","Sample.1","chrX",43300000,63106271,74,0.848247176791731
"95","Sample.1","chrX",63975000,138125000,206,-0.674852823208269
"96","Sample.1","chrX",138950000,152875000,34,1.07564717679173
"97","Sample.1","chrX",152925000,154625000,24,0.754947176791731
"98","Sample.1","chrX",154775000,155640448,5,1.03804717679173
"99","Sample.1","chrY",4518744,21244771,13,-4.20335282320827
