"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,1450000,7,-0.99751747925795
"2","Sample.1","chr1",1550000,10450000,79,-0.40961747925795
"3","Sample.1","chr1",10550000,55250000,383,-0.0938174792579501
"4","Sample.1","chr1",55450000,248923211,994,0.15418252074205
"5","Sample.1","chr10",105000,133595233,829,0.17388252074205
"6","Sample.1","chr11",180000,79750000,501,-0.0747174792579501
"7","Sample.1","chr11",80450000,117050000,163,0.18708252074205
"8","Sample.1","chr11",117150000,125850000,83,-0.0523174792579501
"9","Sample.1","chr11",125950000,134988311,63,-0.36801747925795
"10","Sample.1","chr12",105000,8550000,74,-0.32981747925795
"11","Sample.1","chr12",8700000,132050000,722,0.0303825207420499
"12","Sample.1","chr12",132150000,133182655,12,-0.21011747925795
"13","Sample.1","chr13",18704053,21700000,23,0.12338252074205
"14","Sample.1","chr13",21850000,37050000,94,0.40448252074205
"15","Sample.1","chr13",37350000,66750000,127,-0.25981747925795
"16","Sample.1","chr13",67050000,110250000,144,0.55738252074205
"17","Sample.1","chr13",110350000,114327164,38,0.33078252074205
"18","Sample.1","chr14",19855857,37350000,98,0.20868252074205
"19","Sample.1","chr14",37550000,38250000,5,-0.23151747925795
"20","Sample.1","chr14",38700000,57100000,76,0.0308825207420499
"21","Sample.1","chr14",57250000,106841859,354,-0.32971747925795
"22","Sample.1","chr15",20232279,101840595,551,-0.0110174792579501
"23","Sample.1","chr16",55000,34194665,219,-0.40351747925795
"24","Sample.1","chr16",34892311,51200000,40,-0.0712174792579501
"25","Sample.1","chr16",51450000,90114173,254,-0.92251747925795
"26","Sample.1","chr17",130000,750000,7,0.0731825207420499
"27","Sample.1","chr17",850000,10400000,90,-0.39511747925795
"28","Sample.1","chr17",10550000,16350000,32,0.65698252074205
"29","Sample.1","chr17",16450000,22631840,44,0.43138252074205
"30","Sample.1","chr17",27067990,68600000,316,0.13488252074205
"31","Sample.1","chr17",68800000,72250000,17,0.49138252074205
"32","Sample.1","chr17",72350000,83123721,107,0.0776825207420499
"33","Sample.1","chr18",105000,37750000,157,0.21858252074205
"34","Sample.1","chr18",38500000,44350000,9,0.42748252074205
"35","Sample.1","chr18",44650000,80231643,176,0.24618252074205
"36","Sample.1","chr19",180000,43750000,339,0.00398252074204989
"37","Sample.1","chr19",43850000,44450000,7,0.20088252074205
"38","Sample.1","chr19",44550000,58553808,138,-0.0199174792579501
"39","Sample.1","chr2",55000,17850000,117,-0.28631747925795
"40","Sample.1","chr2",18100000,155800000,709,-0.00641747925795011
"41","Sample.1","chr2",156350000,173750000,103,-0.25571747925795
"42","Sample.1","chr2",173950000,242091765,394,0.0147825207420499
"43","Sample.1","chr20",133168,30256738,148,0.16228252074205
"44","Sample.1","chr20",31280813,52250000,178,0.34888252074205
"45","Sample.1","chr20",52500000,55300000,16,0.55668252074205
"46","Sample.1","chr20",56100000,64267084,76,0.29598252074205
"47","Sample.1","chr21",10569444,46649992,181,-0.27201747925795
"48","Sample.1","chr22",16657005,50754234,290,-0.0504174792579501
"49","Sample.1","chr3",155000,175650000,875,0.12528252074205
"50","Sample.1","chr3",176250000,177750000,9,-0.23791747925795
"51","Sample.1","chr3",178000000,186850000,62,0.0138825207420499
"52","Sample.1","chr3",186950000,189250000,20,-0.81731747925795
"53","Sample.1","chr3",189450000,192200000,16,0.14998252074205
"54","Sample.1","chr3",192450000,194150000,14,-0.25171747925795
"55","Sample.1","chr3",194250000,198117780,37,-0.0356174792579501
"56","Sample.1","chr4",55000,10450000,87,0.0614825207420499
"57","Sample.1","chr4",10550000,49118462,143,0.26508252074205
"58","Sample.1","chr4",51896976,92400000,176,0.0574825207420499
"59","Sample.1","chr4",92900000,190061561,398,-0.24531747925795
"60","Sample.1","chr5",55000,15000000,91,0.0049825207420499
"61","Sample.1","chr5",15300000,50750000,124,0.27088252074205
"62","Sample.1","chr5",51100000,91250000,210,0.0718825207420499
"63","Sample.1","chr5",91350000,145600000,267,-0.27261747925795
"64","Sample.1","chr5",145850000,181339130,223,-0.0173174792579501
"65","Sample.1","chr6",180000,14950000,114,-0.90201747925795
"66","Sample.1","chr6",15100000,57876944,304,-0.35691747925795
"67","Sample.1","chr6",60793482,84900000,70,0.23808252074205
"68","Sample.1","chr6",85250000,116350000,126,-0.30021747925795
"69","Sample.1","chr6",116450000,170622990,327,0.24388252074205
"70","Sample.1","chr7",55000,7050000,63,-0.17381747925795
"71","Sample.1","chr7",7150000,43850000,203,0.0520825207420499
"72","Sample.1","chr7",43950000,46000000,19,-0.16781747925795
"73","Sample.1","chr7",46150000,55700000,43,0.0178825207420499
"74","Sample.1","chr7",55950000,63500000,12,-0.17611747925795
"75","Sample.1","chr7",63950000,159217987,522,0.15668252074205
"76","Sample.1","chr8",180000,141150000,720,0.0269825207420499
"77","Sample.1","chr8",141250000,145039318,39,-0.21151747925795
"78","Sample.1","chr9",205000,950000,6,-0.93581747925795
"79","Sample.1","chr9",1250000,6800000,28,-0.27381747925795
"80","Sample.1","chr9",7100000,18550000,26,0.0943825207420499
"81","Sample.1","chr9",18850000,21950000,14,-0.28311747925795
"82","Sample.1","chr9",22100000,130250000,397,-0.0140174792579501
"83","Sample.1","chr9",130350000,138167359,77,-0.46211747925795
"84","Sample.1","chrX",2518744,42300000,132,-0.58971747925795
"85","Sample.1","chrX",43150000,63081271,68,0.86578252074205
"86","Sample.1","chrX",63950000,137650000,193,-0.66311747925795
"87","Sample.1","chrX",138250000,152850000,35,0.97718252074205
"88","Sample.1","chrX",152950000,154600000,14,0.67358252074205
"89","Sample.1","chrX",154750000,155615448,4,1.02188252074205
"90","Sample.1","chrY",4518744,21219771,13,-4.49251747925795
