"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,248473211,230,0.00137053057956715
"2","Sample.1","chr10",505000,133345233,132,0.00367053057956715
"3","Sample.1","chr11",530000,134538311,128,0.0226705305795672
"4","Sample.1","chr12",505000,133132655,133,0.0391705305795672
"5","Sample.1","chr13",18704053,114177164,98,-0.00292946942043285
"6","Sample.1","chr14",19805857,106441859,86,0.0142705305795672
"7","Sample.1","chr15",20232279,45500000,27,0.0455705305795672
"8","Sample.1","chr15",46500000,89500000,45,-0.284129469420433
"9","Sample.1","chr15",90500000,101490595,12,-0.00142946942043285
"10","Sample.1","chr16",505000,46690341,37,-0.0149294694204328
"11","Sample.1","chr16",47500000,83500000,36,-0.299129469420433
"12","Sample.1","chr16",84500000,90114173,7,-0.0655294694204328
"13","Sample.1","chr17",254094,83123721,82,0.0373705305795672
"14","Sample.1","chr18",505000,80131643,75,-0.00452946942043285
"15","Sample.1","chr19",530000,24224490,25,0.106870530579567
"16","Sample.1","chr19",27620437,58303808,32,-0.174929469420433
"17","Sample.1","chr2",505000,61500000,63,-0.289929469420433
"18","Sample.1","chr2",62500000,105500000,40,-0.0130294694204328
"19","Sample.1","chr2",106500000,150500000,44,-0.305429469420433
"20","Sample.1","chr2",151500000,242091765,91,0.0495705305795672
"21","Sample.1","chr20",533168,64167084,62,-0.0158294694204329
"22","Sample.1","chr21",10569444,46349992,36,0.0485705305795672
"23","Sample.1","chr22",16657005,50391917,36,0.0453705305795672
"24","Sample.1","chr3",505000,198117780,194,0.0288705305795672
"25","Sample.1","chr4",505000,190061561,186,0.0413705305795672
"26","Sample.1","chr5",505000,36500000,38,-0.275029469420433
"27","Sample.1","chr5",37500000,181239130,141,0.0160705305795672
"28","Sample.1","chr6",530000,170372990,165,0.0293705305795672
"29","Sample.1","chr7",123923,159167987,155,0.0358705305795672
"30","Sample.1","chr8",530000,145039318,144,-0.00572946942043285
"31","Sample.1","chr9",505000,138167359,107,-0.00162946942043285
"32","Sample.1","chrX",2568744,155515448,135,0.941270530579567
"33","Sample.1","chrY",4568744,20998668,9,-2.97412946942043
