"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","pval","lcl","ucl"
"Sample.1","chr1",677994,820000,2,-0.0301,0.0358,-0.0301,0.0375,1.42380277150126e-10,820000,820000
"Sample.1","chr1",890000,1460000,41,-0.5058,0.0971,-0.4828,0.0791,7.07116496722786e-200,1460000,1460000
"Sample.1","chr1",1495000,6565000,156,-0.0048,0.0936,-0.0106,0.0765,1.58660092486215e-139,6465000,6750000
"Sample.1","chr1",6590000,248923211,2148,0.1673,0.1007,0.1668,0.099,NA,NA,NA
"Sample.1","chr10",70000,133625233,1175,-0.0186,0.0953,-0.017,0.09,NA,NA,NA
"Sample.1","chr11",130000,50275000,489,-0.0169,0.107,-0.0078,0.1029,0,50075000,50555674
"Sample.1","chr11",50555674,80870000,445,-0.3207,0.1014,-0.3169,0.0962,5.22982871631368e-77,80870000,80870000
"Sample.1","chr11",81910000,83825000,11,0.2592,0.0636,0.2446,0.0214,2.12201946914706e-09,83580000,85100000
"Sample.1","chr11",84445000,86990000,22,0.0578,0.094,0.0686,0.0703,3.98996417171987e-32,86935000,87155000
"Sample.1","chr11",87155000,100780000,57,-0.2612,0.1092,-0.2518,0.106,5.09191156051567e-81,100705000,100980000
"Sample.1","chr11",100980000,117845000,133,0.0341,0.0909,0.0382,0.0749,4.02771567357593e-172,117805000,117845000
"Sample.1","chr11",117895000,125915000,121,-0.2943,0.0954,-0.2933,0.0771,0,125915000,125915000
"Sample.1","chr11",125995000,135013311,91,-0.8692,0.1121,-0.8581,0.1048,NA,NA,NA
"Sample.1","chr12",55000,7470000,128,-0.2523,0.0915,-0.2542,0.093,3.30424256534492e-21,7470000,7805000
"Sample.1","chr12",7580000,7920000,6,-0.6443,0.2787,-0.5014,0.0989,5.85525599990586e-05,7685000,7920000
"Sample.1","chr12",8005000,8645000,11,-0.2278,0.1141,-0.2531,0.1511,1.19587939968429e-68,8555000,8765000
"Sample.1","chr12",8765000,132790000,1109,0.0765,0.1114,0.0718,0.1099,1.29178706131705e-51,132775000,132810000
"Sample.1","chr12",132810000,133222655,13,-0.3047,0.089,-0.3033,0.0877,NA,NA,NA
"Sample.1","chr13",18639053,21410000,32,0.0945,0.0854,0.1005,0.0724,2.75338220901137e-26,21345000,21635000
"Sample.1","chr13",21465000,30395000,85,0.3204,0.1039,0.3159,0.0992,1.85528134662348e-20,30095000,30640000
"Sample.1","chr13",30440000,37110000,42,0.1314,0.1023,0.1344,0.1284,1.49776750847583e-57,37110000,37110000
"Sample.1","chr13",37330000,66625000,149,-0.3809,0.1966,-0.3777,0.1178,2.22555605375506e-06,66625000,66625000
"Sample.1","chr13",67040000,70905000,6,0.062,0.1084,0.0205,0.0746,0.000275811126703627,69240000,73965000
"Sample.1","chr13",71580000,112860000,226,0.2471,0.1122,0.2439,0.1124,1.62720250347224e-30,112820000,112910000
"Sample.1","chr13",112875000,114332164,58,0.0528,0.1061,0.0461,0.0828,NA,NA,NA
"Sample.1","chr14",19187179,20245000,5,-0.0121,0.0695,0.0179,0.0377,2.00907542173416e-10,20245000,20325000
"Sample.1","chr14",20325000,21735000,28,0.1867,0.0594,0.1952,0.0456,5.57280936503605e-17,21575000,21880000
"Sample.1","chr14",21880000,22530000,12,0.3789,0.075,0.3884,0.052,8.44373210526038e-09,22515000,22790000
"Sample.1","chr14",22565000,35465000,105,0.1874,0.1007,0.174,0.1087,4.38298208214699e-15,35325000,35465000
"Sample.1","chr14",35665000,37225000,15,-0.0337,0.0512,-0.0385,0.0458,1.92305074661568e-15,37225000,37595000
