Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	1049950	248845097	247795148	0.5	Hetero	S-tag308636	S-tag285656	4984	1	4984
chr2	2	445185	120526703	120081519	0.5	Hetero	S-tag115219	S-tag140691	7094	4985	2110
chr2	2	120558467	121515107	956641	0.464731041644071	Unbalanced	S-tag211297	S-tag175806	7131	7095	37
chr2	2	121536726	242014364	120477639	0.5	Hetero	S-tag147716	S-tag299131	9495	7132	2364
chr3	3	77174	197665599	197588426	0.5	Hetero	S-tag326241	S-tag156937	13602	9496	4107
chr4	4	122323	190122470	190000148	0.5	Hetero	S-tag006642	S-tag219781	17257	13603	3655
chr5	5	53433	180698079	180644647	0.5	Hetero	S-tag263461	S-tag225972	21086	17258	3829
chr6	6	206092	170735458	170529367	0.5	Hetero	S-tag324424	S-tag055386	24411	21087	3325
chr7	7	50257	81240383	81190127	0.5	Hetero	S-tag117640	S-tag148223	26020	24412	1609
chr7	7	81313746	114567510	33253765	0.375452099257394	Unbalanced	S-tag277636	S-tag287371	26647	26021	627
chr7	7	114952985	159114952	44161968	0.5	Hetero	S-tag257331	S-tag080680	27590	26648	943
chr8	8	189030	111217363	111028334	0.5	Hetero	S-tag187347	S-tag307360	30077	27591	2487
chr8	8	111272209	112390526	1118318	0.463109536435933	Unbalanced	S-tag310727	S-tag319429	30116	30078	39
chr8	8	112414762	144984283	32569522	0.5	Hetero	S-tag003332	S-tag143111	30890	30117	774
chr9	9	204738	138327242	138122505	0.5	Hetero	S-tag285604	S-tag031373	33094	30891	2204
chr10	10	126070	133632779	133506710	0.5	Hetero	S-tag288298	S-tag301167	35878	33095	2784
chr11	11	252318	134938847	134686530	0.5	Hetero	S-tag071380	S-tag183870	38649	35879	2771
chr12	12	218719	133212582	132993864	0.5	Hetero	S-tag321638	S-tag304450	41437	38650	2788
chr13	13	19310020	114313494	95003475	0.5	Hetero	S-tag062168	S-tag226153	43695	41438	2258
chr14	14	20254570	106484807	86230238	0.5	Hetero	S-tag291804	S-tag290386	45497	43696	1802
chr15	15	20176300	101932164	81755865	0.5	Hetero	S-tag043504	S-tag321659	47373	45498	1876
chr16	16	115072	90125731	90010660	0.5	Hetero	S-tag227559	S-tag024484	48876	47374	1503
chr17	17	418171	80180346	79762176	0.5	Hetero	S-tag255758	S-tag167994	50428	48877	1552
chr18	18	132671	78007784	77875114	0.5	Hetero	S-tag158720	S-tag113045	52146	50429	1718
chr19	19	260912	58602938	58342027	0.5	Hetero	S-tag314055	S-tag046131	53454	52147	1308
chr20	20	225058	62727915	62502858	0.5	Hetero	S-tag261051	S-tag103295	54922	53455	1468
chr21	21	10964139	46344650	35380512	0.5	Hetero	S-tag036107	S-tag060742	55661	54923	739
chr22	22	17281931	24336170	7054240	0.5	Hetero	S-tag141658	S-tag254507	55807	55662	146
chr22	22	24338651	24382738	44088	0.475932760795951	Unbalanced	S-tag029465	S-tag160446	55817	55808	10
chr22	22	24427878	50716167	26288290	0.5	Hetero	S-tag249144	S-tag035157	56327	55818	510
chrX	23	817976	155017895	154199920	0.5	Hetero	S-tag169498	S-tag043873	58664	56328	2337
chrY	24	2660608	24510481	21849874	0.0856923467028479	Unbalanced	S-tag145606	S-tag313049	58813	58665	149
