"","value"
"chr1-0001",-0.0535516271049278
"chr1-0002",-0.153606507531957
"chr1-0003",-0.378629834159694
"chr1-0004",-1.19144473947883
"chr1-0005",-1.07138311992476
"chr1-0006",-1.09282630671202
"chr1-0007",-0.950007493335387
"chr1-0008",-0.947570096267302
"chr1-0009",-1.18036582325299
"chr1-0010",-1.07574551109719
"chr1-0011",-0.981109686099631
"chr1-0012",-1.02851470387414
"chr1-0013",-1.03276232611879
"chr1-0014",-1.14964195619693
"chr1-0015",-0.825656879929987
"chr1-0016",-0.43231862960779
"chr1-0017",-0.424023739896209
"chr1-0018",-0.535181261100244
"chr1-0019",-0.354734315385668
"chr1-0020",-0.702183946589059
"chr1-0021",-0.372829444358734
"chr1-0022",-0.513704069930758
"chr1-0023",-0.510025339826786
"chr1-0024",-0.391434532716331
"chr1-0025",-0.419910138985464
"chr1-0026",-0.4395746902907
"chr1-0027",-0.315024309503363
"chr1-0028",-0.481317296726459
"chr1-0029",-0.529013204981881
"chr1-0030",-0.372946235695817
"chr1-0031",-0.405242102588328
"chr1-0032",-0.446241352489366
"chr1-0033",-0.48761732655684
"chr1-0034",-0.549953087871575
"chr1-0035",-0.598113738891003
"chr1-0036",-0.393171495834151
"chr1-0037",-0.601422214757888
"chr1-0038",-0.479346641557226
"chr1-0039",-0.555328070928203
"chr1-0040",-0.50324993404197
"chr1-0041",-0.539971189130351
"chr1-0042",-0.585738218579499
"chr1-0043",-0.427544496336358
"chr1-0044",-0.50961613294673
"chr1-0045",-0.474523021271756
"chr1-0046",-0.445976855337813
"chr1-0047",-0.495902321837439
"chr1-0048",-0.408282853443771
"chr1-0049",-0.440708154986065
"chr1-0050",-0.419120804282093
"chr1-0051",-0.448994195908757
"chr1-0052",-0.59166635859339
"chr1-0053",-0.544822933764675
"chr1-0054",-0.447116899917245
"chr1-0055",-0.369576274738766
"chr1-0056",-0.599597036986318
"chr1-0057",-0.514571725347187
"chr1-0058",-0.530587196855388
"chr1-0059",-0.343072858744235
"chr1-0060",-0.358764177072862
"chr1-0061",-0.406531314577176
"chr1-0062",-0.388528382605543
"chr1-0063",-0.406583661446247
"chr1-0064",-0.329024240094273
"chr1-0065",-0.374554320413655
"chr1-0066",-0.268171945624834
"chr1-0067",-0.565117449414422
"chr1-0068",-0.496788356476858
"chr1-0069",-0.388968318907615
"chr1-0070",-0.362615239726787
"chr1-0071",-0.308093276932193
"chr1-0072",-0.347403700670727
"chr1-0073",-0.370116264783427
"chr1-0074",-0.521072764876498
"chr1-0075",-0.27185592827109
"chr1-0076",-0.230218664877402
"chr1-0077",-0.368029835209957
"chr1-0078",-0.429707995810976
"chr1-0079",-0.447498897623417
"chr1-0080",-0.497153860319741
"chr1-0081",-0.485905264744014
"chr1-0082",-0.560309581407032
"chr1-0083",-0.422158438668932
"chr1-0084",-0.353053457353547
"chr1-0085",-0.52926907893216
"chr1-0086",-0.480086598028057
"chr1-0087",-0.488441030643138
"chr1-0088",-0.356206800176968
"chr1-0089",-0.390019510120545
"chr1-0090",-0.484716366189702
"chr1-0091",-0.233228293261993
"chr1-0092",-0.369048114820967
"chr1-0093",-0.219385825272708
"chr1-0094",-0.437784875029207
"chr1-0095",-0.428106939702872
"chr1-0096",-0.373023272253774
"chr1-0097",-0.282910610688266
"chr1-0098",-0.15606702732528
"chr1-0099",-0.399666000787133
"chr1-0100",-0.334694189855522
"chr1-0101",-0.293793950038939
"chr1-0102",-0.459402200665698
"chr1-0103",-0.482876263975423
"chr1-0104",-0.32396567279173
"chr1-0105",-0.281713094387793
"chr1-0106",-0.300940868130362
"chr1-0107",-0.390128545197582
"chr1-0108",-0.103223125455618
"chr1-0109",-0.359968367731232
"chr1-0110",-0.363147924225931
"chr1-0111",-0.289100060874093
"chr1-0112",-0.157438091613193
"chr1-0113",-0.429685606449004
"chr1-0114",-0.284266203888146
"chr1-0115",-0.315653211084852
"chr1-0116",-0.295626332083585
"chr1-0117",-0.289719812149405
"chr1-0118",-0.203291458254822
"chr1-0119",-0.152352024952808
"chr1-0120",-0.125306125034541
"chr1-0121",-0.033837021967363
"chr1-0122",-0.240479293453598
"chr1-0123",-0.296400816370046
"chr1-0124",-0.178776438480937
"chr1-0125",-0.438617254264389
"chr1-0126",-0.369769759322612
"chr1-0127",-0.403930018772258
"chr1-0128",-0.32012590054252
"chr1-0129",-0.43181649740143
"chr1-0130",-0.532914029775204
"chr1-0131",-0.249774258303959
"chr1-0132",-0.343721188110766
"chr1-0133",-0.335169874804145
"chr1-0134",-0.376154020730701
"chr1-0135",-0.404602924720869
"chr1-0136",-0.549403430691142
"chr1-0137",-0.418726426028754
"chr1-0138",-0.505845145783102
"chr1-0139",-0.578457985554804
"chr1-0140",-0.357958692772316
"chr1-0141",-0.187517330445342
"chr1-0142",-0.443716859049811
"chr1-0143",-0.465234867147793
"chr1-0144",-0.378971032214227
"chr1-0145",-0.446153855622755
"chr1-0146",-0.23195151097795
"chr1-0147",-0.232921988090779
"chr1-0148",-0.371422638239075
"chr1-0149",-0.178230291299328
"chr1-0150",-0.42954971131423
"chr1-0151",-0.597333752192485
"chr1-0152",-0.382443825586871
"chr1-0153",0.190275964532777
"chr1-0154",-0.18749977537122
"chr1-0155",-0.175229821312525
"chr1-0156",-0.162800914322245
"chr1-0157",-0.084831637624293
"chr1-0158",-0.139348933675845
"chr1-0159",-0.194916959432588
"chr1-0160",-0.0698251688010295
"chr1-0161",-0.147844880523408
"chr1-0162",-0.165769185273807
"chr1-0163",-0.127614272916289
"chr1-0164",0.0806024817826507
"chr1-0165",0.0213492601414959
"chr1-0166",-0.195644507908867
"chr1-0167",-0.0654326504178964
"chr1-0168",-0.198335650997643
"chr1-0169",-0.162886805572325
"chr1-0170",-0.250981045627105
"chr1-0171",-0.235163252613995
"chr1-0172",-0.200009481589122
"chr1-0173",-0.112427570481095
"chr1-0174",-0.108208301329987
"chr1-0175",-0.109631080240293
"chr1-0176",-0.107667710141409
"chr1-0177",-0.130226134582917
"chr1-0178",-0.0755782088301942
"chr1-0179",-0.193049362740523
"chr1-0180",-0.0797706204336452
"chr1-0181",-0.169626183009978
"chr1-0182",-0.279068605699983
"chr1-0183",0.134968549352764
"chr1-0184",0.116884877793576
"chr1-0185",0.0999198265105481
"chr1-0186",-0.0587409769670389
"chr1-0187",-0.190168188852233
"chr1-0188",-0.0423496664731203
"chr1-0189",0.00880599234914107
"chr1-0190",-0.127542667264259
"chr1-0191",-0.0619535293463532
"chr1-0192",-0.127352745450652
"chr1-0193",-0.0484732675792288
"chr1-0194",0.0116624168719356
