Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	38247738	37493547	0.5	Hetero	S-tag133716	S-tag312107	3180	1	3180
chr1	1	38281858	38836259	554402	0.5489	Unbalanced	S-tag303126	S-tag075309	3220	3181	40
chr1	1	38851673	49317658	10465986	0.5	Hetero	S-tag230198	S-tag109205	4181	3221	961
chr1	1	49347390	51016603	1669214	0.5434	Unbalanced	S-tag272236	S-tag268590	4304	4182	123
chr1	1	51053585	119053005	67999421	0.5	Hetero	S-tag208083	S-tag288400	9535	4305	5231
chr1	1	119069110	119484644	415535	0.548	Unbalanced	S-tag011447	S-tag185649	9567	9536	32
chr1	1	119494973	249212878	129717906	0.5	Hetero	S-tag255219	S-tag279722	17813	9568	8246
chr2	2	21494	24044352	24022859	0.6472	Unbalanced	S-tag008358	S-tag129969	19594	17814	1781
chr2	2	24060439	26524726	2464288	0.6598	Unbalanced	S-tag230660	S-tag077225	19801	19595	207
chr2	2	26543878	41206175	14662298	0.6461	Unbalanced	S-tag122378	S-tag147583	21085	19802	1284
chr2	2	41219382	53114775	11895394	0.6398	Unbalanced	S-tag293191	S-tag234618	22005	21086	920
chr2	2	53131896	156433706	103301811	0.6467	Unbalanced	S-tag257154	S-tag140826	29511	22006	7506
chr2	2	156444948	174775562	18330615	0.5	Hetero	S-tag116896	S-tag201709	30863	29512	1352
chr2	2	174793940	175240292	446353	0.5599	Unbalanced	S-tag321912	S-tag218579	30894	30864	31
chr2	2	175259065	206792267	31533203	0.6457	Unbalanced	S-tag137084	S-tag181823	33082	30895	2188
chr2	2	206792629	243052331	36259703	0.6569	Unbalanced	S-tag042295	S-tag082861	35915	33083	2833
chr3	3	63411	459085	395675	0.5	Hetero	S-tag123447	S-tag009832	35976	35916	61
chr3	3	471460	1274590	803131	0.5637	Unbalanced	S-tag079628	S-tag054653	36031	35977	55
chr3	3	1289346	1953413	664068	0.5	Hetero	S-tag282856	S-tag199387	36078	36032	47
chr3	3	1966019	3943186	1977168	0.6479	Unbalanced	S-tag153681	S-tag319935	36213	36079	135
chr3	3	3960462	94774470	90814009	0.5	Hetero	S-tag164240	S-tag184831	43410	36214	7197
chr3	3	94790666	96203977	1413312	0.5527	Unbalanced	S-tag144456	S-tag140118	43505	43411	95
