"","value"
"chr1-0001",-0.277926593710751
"chr1-0002",0.209719947799726
"chr1-0003",-0.156337377467651
"chr1-0004",-0.092407181154353
"chr1-0005",-0.0085870758753179
"chr1-0006",-0.0293596953305908
"chr1-0007",-0.00939127978001505
"chr1-0008",-0.064645712242446
"chr1-0009",-0.0424112998092936
"chr1-0010",0.0798159176778839
"chr1-0011",-0.0303669521168627
"chr1-0012",0.00382274223262058
"chr1-0013",0.00235322655224163
"chr1-0014",-0.0488657946510547
"chr1-0015",-0.0762145155531079
"chr1-0016",-0.0602424514803725
"chr1-0017",-0.0305949047075075
"chr1-0018",0.0763677176127511
"chr1-0019",0.0162198707690975
"chr1-0020",-0.0652203995109093
"chr1-0021",0.0362719467317837
"chr1-0022",0.0631743068985726
"chr1-0023",0.117173460214066
"chr1-0024",-0.0137068428996381
"chr1-0025",0.0222310585266235
"chr1-0026",-0.114154075501134
"chr1-0027",-0.0868799292264663
"chr1-0028",-0.0412956492097377
"chr1-0029",-0.0231808050367704
"chr1-0030",-0.0281716157995113
"chr1-0031",-0.0519893755148718
"chr1-0032",-0.0818500956321212
"chr1-0033",-0.017213469675282
"chr1-0034",-0.0179774056604425
"chr1-0035",0.113570187112107
"chr1-0036",-0.0012745643593156
"chr1-0037",-0.0598045387737117
"chr1-0038",0.158920839242804
"chr1-0039",-0.273904933761487
"chr1-0040",-0.166066363526981
"chr1-0041",-0.0166658781530862
"chr1-0042",-0.111244894193414
"chr1-0043",-0.206763489449641
"chr1-0044",0.127929327599049
"chr1-0045",-0.149452236151829
"chr1-0046",-0.186089778907388
"chr1-0047",0.0251156702226056
"chr1-0048",-0.124070304041963
"chr1-0049",-0.0446531260960411
"chr1-0050",-0.0586018912067429
"chr1-0051",-0.104145401136308
"chr1-0052",-0.048269292008344
"chr1-0053",0.0570271556177498
"chr1-0054",0.0346020394567949
"chr1-0055",-0.0714284159388117
"chr1-0056",0.050463996351553
"chr1-0057",0.0872305975952588
"chr1-0058",-0.0274534136495046
"chr1-0059",-0.118007467144928
"chr1-0060",0.0445416155359204
"chr1-0061",-0.0637615407706711
"chr1-0062",-0.187160742953202
"chr1-0063",-0.0464156229609651
"chr1-0064",-0.0168205024185362
"chr1-0065",0.0171968475004289
"chr1-0066",-0.0386155257537791
"chr1-0067",-0.156345214995251
"chr1-0068",-0.0161062326680589
"chr1-0069",-0.0614350469819332
"chr1-0070",-0.156115550126913
"chr1-0071",-0.145492666089415
"chr1-0072",-0.055059392269745
"chr1-0073",-0.0551663628238293
"chr1-0074",-0.159450706001213
"chr1-0075",-0.0842004493629795
"chr1-0076",-0.072321972315953
"chr1-0077",0.0025636562092525
"chr1-0078",-0.00243180994719122
"chr1-0079",0.0206734217231308
"chr1-0080",-0.0525413643567313
"chr1-0081",-0.0659925834147087
"chr1-0082",-0.062388239921377
"chr1-0083",-0.0386502088589593
"chr1-0084",-0.149063097427189
"chr1-0085",-0.131610713680497
"chr1-0086",-0.0875159933723395
"chr1-0087",-0.0129777442403613
"chr1-0088",-0.0347014635038505
"chr1-0089",-0.0956211750553106
"chr1-0090",-0.0792463805017758
"chr1-0091",-0.0431863933435121
"chr1-0092",-0.00599874136950469
"chr1-0093",-0.0613460814672879
"chr1-0094",-0.092490728260663
"chr1-0095",-0.00839106791016272
"chr1-0096",-0.185683990067771
"chr1-0097",-0.0549701877537411
"chr1-0098",-0.0120982898310951
"chr1-0099",0.0237177872851656
"chr1-0100",-0.0552873475279762
"chr1-0101",-0.0658144277631485
"chr1-0102",-0.0669421438401595
"chr1-0103",-0.0872428345403252
"chr1-0104",-0.120230500948099
"chr1-0105",-0.100770149310794
"chr1-0106",-0.230944711703623
"chr1-0107",-0.13132167000894
"chr1-0108",-0.140677158759699
"chr1-0109",-0.0564416597021139
"chr1-0110",-0.168869805585744
"chr1-0111",-0.284610785933291
"chr1-0112",-0.402278467628423
"chr1-0113",-0.256645514083725
"chr1-0114",-0.4262911506149
"chr1-0115",-0.698865748314032
"chr1-0116",-0.062128802130129
