"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,248923211,2254,0.000419250372404104
"2","Sample.1","chr10",125000,133625233,1141,0.0526192503724041
"3","Sample.1","chr11",145000,76985000,885,0.0016192503724041
"4","Sample.1","chr11",77080000,118675000,265,-0.658380749627596
"5","Sample.1","chr11",118745000,134993311,194,-0.0425807496275959
"6","Sample.1","chr12",70000,18715000,211,0.0371192503724041
"7","Sample.1","chr12",19105000,21380000,12,0.532319250372404
"8","Sample.1","chr12",21475000,133222655,1011,0.0526192503724041
"9","Sample.1","chr13",18679053,114332164,578,0.0868192503724041
"10","Sample.1","chr14",19770857,106751859,807,0.00681925037240411
"11","Sample.1","chr15",20232279,101850595,770,-0.0044807496275959
"12","Sample.1","chr16",40000,90149173,1014,0.0797192503724041
"13","Sample.1","chr17",130000,83168721,1213,0.0542192503724041
"14","Sample.1","chr18",135000,80206643,405,0.0527192503724041
"15","Sample.1","chr19",175000,58588808,1069,0.108819250372404
"16","Sample.1","chr2",110000,242111765,1764,0.0450192503724041
"17","Sample.1","chr20",178168,64292084,638,-0.0366807496275959
"18","Sample.1","chr21",10569444,46679992,257,0.0944192503724041
"19","Sample.1","chr22",16567005,50769234,496,0.00241925037240411
"20","Sample.1","chr3",115000,198097780,1356,0.0207192503724041
"21","Sample.1","chr4",110000,4440000,120,0.187519250372404
"22","Sample.1","chr4",4510000,6840000,30,-0.492580749627596
"23","Sample.1","chr4",6910000,190066561,867,0.0913192503724041
"24","Sample.1","chr5",50000,181369130,1233,0.0410192503724041
"25","Sample.1","chr6",140000,35230000,515,0.0485192503724041
"26","Sample.1","chr6",35270000,36310000,16,-0.562880749627596
"27","Sample.1","chr6",36360000,36815000,9,0.0183192503724041
"28","Sample.1","chr6",36855000,37075000,7,-0.605080749627596
"29","Sample.1","chr6",37135000,170662990,844,0.0851192503724041
"30","Sample.1","chr7",50000,159247987,1257,0.115819250372404
"31","Sample.1","chr8",195000,145039318,1034,0.0625192503724041
"32","Sample.1","chr9",215000,138187359,710,-0.0041807496275959
"33","Sample.1","chrX",2528744,155645448,534,0.881019250372404
"34","Sample.1","chrY",4728744,21244771,11,-2.8441807496276
