"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",792994,248473211,230,-0.00561642613164662
"2","Sample.1","chr10",505000,133345233,132,-0.00891642613164662
"3","Sample.1","chr11",530000,84500000,79,-0.0192164261316466
"4","Sample.1","chr11",85500000,126500000,41,-0.680416426131647
"5","Sample.1","chr11",127500000,134538311,8,-0.0993164261316466
"6","Sample.1","chr12",505000,133132655,133,0.0241835738683534
"7","Sample.1","chr13",18704053,114177164,98,0.00038357386835338
"8","Sample.1","chr14",19805857,106441859,86,0.0107835738683534
"9","Sample.1","chr15",20232279,101490595,84,-0.0370164261316466
"10","Sample.1","chr16",505000,90114173,80,-0.0293164261316466
"11","Sample.1","chr17",254094,83123721,82,0.00978357386835338
"12","Sample.1","chr18",505000,80131643,75,-0.0305164261316466
"13","Sample.1","chr19",530000,58303808,57,0.0819835738683534
"14","Sample.1","chr2",505000,242091765,238,-0.000916426131646615
"15","Sample.1","chr20",533168,64167084,62,-0.0816164261316466
"16","Sample.1","chr21",10569444,46349992,36,0.0178835738683534
"17","Sample.1","chr22",16657005,50391917,36,-0.0101164261316466
"18","Sample.1","chr3",505000,93852787,90,0.00498357386835338
"19","Sample.1","chr3",95000000,176500000,82,-0.606916426131647
"20","Sample.1","chr3",177500000,198117780,22,-0.00331642613164661
"21","Sample.1","chr4",505000,190061561,186,0.0487835738683534
"22","Sample.1","chr5",505000,181239130,179,0.000283573868353384
"23","Sample.1","chr6",530000,170372990,165,0.0199835738683534
"24","Sample.1","chr7",123923,159167987,155,0.0218835738683534
"25","Sample.1","chr8",530000,145039318,144,-0.0194164261316466
"26","Sample.1","chr9",505000,138167359,107,-0.00861642613164661
"27","Sample.1","chrX",2568744,155515448,135,1.06758357386835
"28","Sample.1","chrY",4568744,20998668,9,-2.87541642613165
