"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,248923211,1940,-0.0483694707115108
"2","Sample.1","chr10",105000,77175000,534,0.0245305292884892
"3","Sample.1","chr10",77275000,77550000,4,-0.572169470711511
"4","Sample.1","chr10",77625000,133620233,491,-0.0397694707115109
"5","Sample.1","chr11",155000,77025000,681,-0.0615694707115109
"6","Sample.1","chr11",77075000,118625000,244,-0.703369470711511
"7","Sample.1","chr11",118700000,134988311,172,-0.0967694707115108
"8","Sample.1","chr12",80000,18950000,182,-0.00766947071151085
"9","Sample.1","chr12",19150000,21225000,8,0.555430529288489
"10","Sample.1","chr12",21450000,133207655,847,0.00363052928848915
"11","Sample.1","chr13",18729053,114327164,511,0.0274305292884892
"12","Sample.1","chr14",19855857,106841859,691,-0.0387694707115109
"13","Sample.1","chr15",20232279,101840595,694,-0.0490694707115109
"14","Sample.1","chr16",55000,90139173,767,0.00993052928848915
"15","Sample.1","chr17",130000,83148721,905,-0.00196947071151085
"16","Sample.1","chr18",130000,80231643,404,0.00273052928848915
"17","Sample.1","chr19",180000,58578808,796,0.0663305292884891
"18","Sample.1","chr2",105000,242116765,1624,-0.00306947071151085
"19","Sample.1","chr20",158168,64292084,559,-0.0900694707115108
"20","Sample.1","chr21",10569444,46674992,240,0.0377305292884891
"21","Sample.1","chr22",16557005,50754234,432,-0.0495694707115109
"22","Sample.1","chr3",230000,198142780,1225,-0.0215694707115108
"23","Sample.1","chr4",55000,5025000,78,0.0916305292884892
"24","Sample.1","chr4",5225000,6800000,22,-0.623769470711511
"25","Sample.1","chr4",6875000,190061561,826,0.0456305292884892
"26","Sample.1","chr5",55000,181364130,1089,-0.0114694707115108
"27","Sample.1","chr6",155000,35225000,369,-0.00406947071151085
"28","Sample.1","chr6",35275000,37125000,30,-0.484269470711511
"29","Sample.1","chr6",37200000,170647990,768,0.0388305292884892
"30","Sample.1","chr7",55000,159242987,1049,0.0553305292884892
"31","Sample.1","chr8",205000,145039318,931,0.00233052928848915
"32","Sample.1","chr9",130000,138192359,673,-0.0490694707115109
"33","Sample.1","chrX",2518744,155640448,478,0.850930529288489
"34","Sample.1","chrY",4518744,21244771,13,-2.96256947071151
