"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,248923211,2254,-0.0229000128178672
"2","Sample.1","chr10",125000,133625233,1141,0.000799987182132825
"3","Sample.1","chr11",145000,134993311,1344,-0.0244000128178672
"4","Sample.1","chr12",70000,133222655,1234,0.0110999871821328
"5","Sample.1","chr13",18679053,114332164,578,0.0274999871821328
"6","Sample.1","chr14",19770857,106751859,807,-0.0178000128178672
"7","Sample.1","chr15",20232279,25135000,22,0.0133999871821328
"8","Sample.1","chr15",25175000,25255000,8,-0.364200012817867
"9","Sample.1","chr15",25350000,101850595,740,-0.0283000128178672
"10","Sample.1","chr16",40000,90149173,1014,-0.00280001281786718
"11","Sample.1","chr17",130000,5540000,141,0.0531999871821328
"12","Sample.1","chr17",5620000,6260000,5,-0.382400012817867
"13","Sample.1","chr17",6380000,83168721,1067,-0.0112000128178672
"14","Sample.1","chr18",135000,80206643,405,0.00699998718213282
"15","Sample.1","chr19",175000,58588808,1069,0.0128999871821328
"16","Sample.1","chr2",110000,242111765,1764,0.0108999871821328
"17","Sample.1","chr20",178168,64292084,638,-0.0559000128178672
"18","Sample.1","chr21",10569444,46679992,257,0.0280999871821328
"19","Sample.1","chr22",16567005,50769234,496,-0.0269000128178672
"20","Sample.1","chr3",115000,198097780,1356,-0.000500012817867178
"21","Sample.1","chr4",110000,69365000,429,0.0331999871821328
"22","Sample.1","chr4",69700000,70435000,5,0.461099987182133
"23","Sample.1","chr4",70665000,190066561,583,0.0493999871821328
"24","Sample.1","chr5",50000,181369130,1233,0.00289998718213282
"25","Sample.1","chr6",140000,170662990,1391,0.00399998718213282
"26","Sample.1","chr7",50000,159247987,1257,0.0316999871821328
"27","Sample.1","chr8",195000,145039318,1034,-0.000200012817867176
"28","Sample.1","chr9",215000,138187359,710,-0.0220000128178672
"29","Sample.1","chrX",2528744,155645448,534,0.712199987182133
"30","Sample.1","chrY",4728744,21244771,11,-3.00880001281787
