"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,38625000,528,-0.489222543268734
"2","Sample.1","chr1",38750000,208300000,1094,0.218977456731266
"3","Sample.1","chr1",208500000,247350000,302,-0.489822543268734
"4","Sample.1","chr1",247425000,248525000,11,-0.855922543268734
"5","Sample.1","chr1",248675000,248923211,5,-0.408922543268734
"6","Sample.1","chr10",105000,80550000,574,-0.489722543268734
"7","Sample.1","chr10",80725000,86325000,16,-0.710622543268734
"8","Sample.1","chr10",86375000,133620233,439,-0.469922543268734
"9","Sample.1","chr11",155000,50535674,388,0.00267745673126596
"10","Sample.1","chr11",55087537,56700000,5,-0.429622543268734
"11","Sample.1","chr11",57000000,134988311,704,-0.021322543268734
"12","Sample.1","chr12",80000,133207655,1037,0.00357745673126596
"13","Sample.1","chr13",18729053,47200000,220,0.049877456731266
"14","Sample.1","chr13",47725000,61850000,58,-0.485422543268734
"15","Sample.1","chr13",63225000,114327164,233,0.0788774567312659
"16","Sample.1","chr14",19855857,71050000,344,0.020177456731266
"17","Sample.1","chr14",71175000,90275000,133,-0.504422543268734
"18","Sample.1","chr14",90325000,106841859,214,-0.017422543268734
"19","Sample.1","chr15",20232279,101840595,694,-0.00862254326873405
"20","Sample.1","chr16",55000,33865870,329,0.0511774567312659
"21","Sample.1","chr16",34892311,51900000,57,-0.483822543268734
"22","Sample.1","chr16",52150000,52850000,5,-0.888722543268734
"23","Sample.1","chr16",53075000,90139173,376,-0.474022543268734
"24","Sample.1","chr17",130000,83148721,905,-0.041122543268734
"25","Sample.1","chr18",130000,80231643,404,0.035577456731266
"26","Sample.1","chr19",180000,4125000,78,0.077777456731266
"27","Sample.1","chr19",4175000,14600000,166,-0.345822543268734
"28","Sample.1","chr19",14700000,15050000,6,-0.972922543268734
"29","Sample.1","chr19",15125000,15425000,7,-0.346622543268734
"30","Sample.1","chr19",15475000,15950000,6,-0.735422543268734
"31","Sample.1","chr19",16025000,16425000,8,-0.434222543268734
"32","Sample.1","chr19",16475000,18025000,29,-0.158822543268734
"33","Sample.1","chr19",18075000,19800000,33,0.210877456731266
"34","Sample.1","chr19",20000000,34425000,71,-0.109422543268734
"35","Sample.1","chr19",34500000,58578808,392,-0.517022543268734
"36","Sample.1","chr2",105000,46825000,393,-0.454822543268734
"37","Sample.1","chr2",46875000,49125000,22,-2.46922254326873
"38","Sample.1","chr2",49800000,233550000,1078,-0.470322543268734
"39","Sample.1","chr2",233675000,234875000,13,-0.751222543268734
"40","Sample.1","chr2",234975000,242116765,118,-0.395222543268734
"41","Sample.1","chr20",158168,62575000,525,-0.011222543268734
"42","Sample.1","chr20",62625000,63625000,21,-0.460922543268734
"43","Sample.1","chr20",63675000,63925000,6,-0.031722543268734
"44","Sample.1","chr20",63975000,64292084,7,-0.402422543268734
"45","Sample.1","chr21",10569444,46674992,240,0.014677456731266
"46","Sample.1","chr22",16557005,50754234,432,-0.206622543268734
"47","Sample.1","chr3",230000,198142780,1225,-0.084122543268734
"48","Sample.1","chr4",55000,190061561,926,0.00657745673126596
"49","Sample.1","chr5",55000,1425000,26,-0.177622543268734
"50","Sample.1","chr5",1475000,1875000,9,-0.868722543268734
"51","Sample.1","chr5",1925000,7575000,50,-0.531622543268734
"52","Sample.1","chr5",7825000,17300000,57,-0.239822543268734
"53","Sample.1","chr5",17375000,28050000,17,-0.475622543268734
"54","Sample.1","chr5",28875000,154675000,715,-0.00202254326873404
"55","Sample.1","chr5",154725000,168925000,74,-0.501422543268734
"56","Sample.1","chr5",169150000,180000000,121,-0.00112254326873404
"57","Sample.1","chr5",180075000,181364130,20,-0.474522543268734
"58","Sample.1","chr6",155000,8575000,95,-0.479722543268734
"59","Sample.1","chr6",9325000,170425000,1070,0.00457745673126596
"60","Sample.1","chr6",170500000,170647990,2,-0.381822543268734
"61","Sample.1","chr7",55000,4825000,74,-0.249422543268734
"62","Sample.1","chr7",4900000,5175000,5,-0.530122543268734
"63","Sample.1","chr7",5225000,67150000,357,-0.209022543268734
"64","Sample.1","chr7",67675000,69475000,5,-0.589922543268734
"65","Sample.1","chr7",69600000,159242987,608,-0.223922543268734
"66","Sample.1","chr8",205000,31125000,250,-0.548122543268734
"67","Sample.1","chr8",31425000,34375000,12,-0.037722543268734
"68","Sample.1","chr8",34975000,36825000,5,-0.548722543268734
"69","Sample.1","chr8",37000000,145039318,664,0.00667745673126596
"70","Sample.1","chr9",130000,138192359,673,-0.199722543268734
"71","Sample.1","chrX",2518744,73475000,251,0.341377456731266
"72","Sample.1","chrX",73825000,155640448,227,0.030977456731266
"73","Sample.1","chrY",4518744,21244771,13,-3.42322254326873
