"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,1490000,42,-0.781972334473837
"2","Sample.1","chr1",1520000,19325000,349,-0.198172334473837
"3","Sample.1","chr1",19365000,55050000,534,0.00142766552616328
"4","Sample.1","chr1",55140000,248923211,1329,0.196927665526163
"5","Sample.1","chr10",125000,133625233,1141,0.0119276655261633
"6","Sample.1","chr11",145000,125915000,1251,-0.0595723344738367
"7","Sample.1","chr11",125995000,134993311,93,-0.358672334473837
"8","Sample.1","chr12",70000,7325000,124,-0.342472334473837
"9","Sample.1","chr12",7470000,8645000,10,-0.645872334473837
"10","Sample.1","chr12",8765000,9810000,11,-0.0798723344738367
"11","Sample.1","chr12",9900000,10190000,6,-0.242472334473837
"12","Sample.1","chr12",10215000,132790000,1070,-0.0125723344738367
"13","Sample.1","chr12",132810000,133222655,13,-0.215972334473837
"14","Sample.1","chr13",18679053,22090000,34,0.0505276655261633
"15","Sample.1","chr13",22485000,37110000,116,0.393227665526163
"16","Sample.1","chr13",37330000,66625000,145,-0.303172334473837
"17","Sample.1","chr13",67040000,110490000,175,0.466827665526163
"18","Sample.1","chr13",110530000,114332164,108,0.280827665526163
"19","Sample.1","chr14",19770857,37080000,154,0.139527665526163
"20","Sample.1","chr14",37180000,38325000,9,-0.217772334473837
"21","Sample.1","chr14",38750000,57040000,91,-0.00107233447383672
"22","Sample.1","chr14",57330000,73235000,153,-0.244772334473837
"23","Sample.1","chr14",73350000,73675000,6,-0.479172334473837
"24","Sample.1","chr14",73715000,100925000,258,-0.280972334473837
"25","Sample.1","chr14",100950000,101005000,5,-0.837472334473837
"26","Sample.1","chr14",101025000,106751859,131,-0.339372334473837
"27","Sample.1","chr15",20232279,36845000,108,-0.0868723344738367
"28","Sample.1","chr15",36910000,37300000,5,0.218527665526163
"29","Sample.1","chr15",37710000,101850595,657,-0.0584723344738367
"30","Sample.1","chr16",40000,33865870,462,-0.386472334473837
"31","Sample.1","chr16",34892311,51250000,55,0.122527665526163
"32","Sample.1","chr16",51455000,90149173,497,-0.422672334473837
"33","Sample.1","chr17",130000,765000,17,0.112027665526163
"34","Sample.1","chr17",785000,10400000,223,-0.348572334473837
"35","Sample.1","chr17",10580000,16315000,33,0.690427665526163
"36","Sample.1","chr17",16365000,22586840,71,0.462727665526163
"37","Sample.1","chr17",27112990,49815000,355,0.0839276655261633
"38","Sample.1","chr17",49865000,54170000,44,-0.0954723344738367
"39","Sample.1","chr17",54710000,56185000,11,0.255727665526163
"40","Sample.1","chr17",56405000,60705000,50,-0.0314723344738367
"41","Sample.1","chr17",60940000,63075000,18,0.209727665526163
"42","Sample.1","chr17",63315000,65625000,29,-0.113172334473837
"43","Sample.1","chr17",65770000,68265000,25,0.141827665526163
"44","Sample.1","chr17",68315000,72565000,24,0.371827665526163
"45","Sample.1","chr17",72600000,79820000,165,0.117327665526163
"46","Sample.1","chr17",79835000,79965000,6,-0.138472334473837
