SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
75	1	754192	249212878	17800	TotalCN	2	-0.014	0.483	homogeneous	2	STT9316.OSCHP
76	2	21494	243052331	18102	TotalCN	2	-0.006	0.484	homogeneous	2	STT9316.OSCHP
77	3	63411	90473621	7319	TotalCN	2	-0.007	0.483	homogeneous	2	STT9316.OSCHP
78	3	93517443	176696111	5953	TotalCN	1	-0.722	NaN	homogeneous	2	STT9316.OSCHP
79	3	176703201	197852564	1765	TotalCN	2	-0.001	0.485	homogeneous	2	STT9316.OSCHP
80	4	69404	190915650	13387	TotalCN	2	0.014	0.484	homogeneous	2	STT9316.OSCHP
81	5	38139	32105393	2168	TotalCN	2	0.005	0.484	homogeneous	2	STT9316.OSCHP
82	5	32109122	32164826	24	TotalCN	4	0.753	NaN	homogeneous	2	STT9316.OSCHP
83	5	32168437	180698312	10168	TotalCN	2	-0.002	0.484	homogeneous	2	STT9316.OSCHP
84	6	204909	170913051	12704	TotalCN	2	0.005	0.484	homogeneous	2	STT9316.OSCHP
85	7	41421	159118443	11975	TotalCN	2	-0.01	0.483	homogeneous	2	STT9316.OSCHP
86	8	172417	146292734	11949	TotalCN	2	0.014	0.484	homogeneous	2	STT9316.OSCHP
87	9	204738	141054761	8531	TotalCN	2	0.001	0.483	homogeneous	2	STT9316.OSCHP
88	10	126070	135434303	9695	TotalCN	2	0.003	0.483	homogeneous	2	STT9316.OSCHP
89	11	192764	84454391	5979	TotalCN	2	-0.022	0.484	homogeneous	2	STT9316.OSCHP
90	11	84458559	126586819	3303	TotalCN	1	-0.734	NaN	homogeneous	2	STT9316.OSCHP
91	11	126598364	134938847	665	TotalCN	2	-0.01	0.482	homogeneous	2	STT9316.OSCHP
92	12	189400	133818115	10345	TotalCN	2	0.018	0.483	homogeneous	2	STT9316.OSCHP
93	13	19084823	115103150	7934	TotalCN	2	-0.003	0.483	homogeneous	2	STT9316.OSCHP
94	14	20219083	107282024	6756	TotalCN	2	0.002	0.484	homogeneous	2	STT9316.OSCHP
95	15	20161372	102397317	6012	TotalCN	2	0.005	0.484	homogeneous	2	STT9316.OSCHP
96	16	83887	90158005	5834	TotalCN	2	0.011	0.484	homogeneous	2	STT9316.OSCHP
97	17	400959	80263427	6413	TotalCN	2	0.001	0.484	homogeneous	2	STT9316.OSCHP
98	18	12842	78007784	5595	TotalCN	2	0.003	0.484	homogeneous	2	STT9316.OSCHP
99	19	247232	59093239	4835	TotalCN	2	-0.001	0.484	homogeneous	2	STT9316.OSCHP
100	20	69094	62912463	5091	TotalCN	2	-0.002	0.484	homogeneous	2	STT9316.OSCHP
101	21	9648315	48097610	2349	TotalCN	2	0.017	0.484	homogeneous	2	STT9316.OSCHP
102	22	16054713	39597488	1877	TotalCN	2	-0.014	0.485	homogeneous	2	STT9316.OSCHP
103	22	39601697	40247116	55	TotalCN	1.5	-0.201	NaN	homogeneous	2	STT9316.OSCHP
104	22	40256486	51213826	864	TotalCN	2	-0.006	0.484	homogeneous	2	STT9316.OSCHP
105	24	177942	155219364	11190	TotalCN	2	-0.019	0.481	homogeneous	2	STT9316.OSCHP
106	25	2660163	28799935	614	TotalCN	0	-3.638	0.334	homogeneous	2	STT9316.OSCHP
1	1	754192	121350934	9085	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
2	1	144009053	146923557	124	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
3	1	146944127	147830492	99	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
4	1	149044448	249212878	7779	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
5	2	21494	90245035	6247	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
6	2	91866487	91866487	1	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
7	2	95429197	184800983	6410	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
8	2	184828307	188811897	259	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
9	2	188824158	243052331	4077	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
10	3	63411	90473621	7267	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
11	3	93517443	177132622	5969	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
12	3	177141095	197852564	1734	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
13	4	71566	49092454	3083	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
14	4	52684891	190915650	9184	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
15	5	38139	46401271	3231	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
16	5	49441966	68828372	1383	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
17	5	70306678	180698312	7721	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
18	6	204909	58770502	3830	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
19	6	61886393	89193876	1365	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
20	6	89197310	92010992	231	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
21	6	92019290	170913051	6036	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
22	7	41421	58011645	4475	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
23	7	61064518	159118443	7442	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
24	8	172417	7004147	1044	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
25	8	8094763	43751375	2811	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
26	8	46896972	146292734	8062	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
27	9	204738	39184065	3213	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
28	9	44098813	44893094	4	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
29	9	68170421	68170421	1	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
30	9	70984372	141054761	5300	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
31	10	126070	39146676	2836	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
32	10	42413322	135434303	6838	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
33	11	192764	48106486	3472	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
34	11	48117873	51575951	182	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
35	11	54795357	83923680	2241	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
36	11	83943499	127148649	3340	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
37	11	127165412	134938847	628	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
38	12	189400	34828211	2848	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
39	12	37927248	84967367	3916	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
40	12	84989153	89435177	309	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
41	12	89449487	133818115	3252	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
42	13	19084823	115103150	7910	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
43	14	20219083	107282024	6748	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
44	15	20161372	20212798	6	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
45	15	22752399	102397317	5981	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
46	16	83887	31652774	2338	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
47	16	31660427	35271725	119	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
48	16	46461309	90158005	3316	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
49	17	400959	22217883	1728	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
50	17	25326941	42091213	1597	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
51	17	42107883	44865439	140	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
52	17	44922082	80263427	2889	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
53	18	12842	15377471	1070	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
54	18	18554307	78007784	4505	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
55	19	247232	24544320	2106	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
56	19	27754573	59093239	2665	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
57	20	69094	26309255	2580	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
58	20	29519156	62912463	2491	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
59	21	9648315	10964139	8	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
60	21	14344537	48097610	2335	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
61	22	16054713	51213826	2714	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
62	24	177942	50794385	3691	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
63	24	50817478	54469894	211	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
64	24	54471028	58412929	276	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
65	24	61732394	67954838	615	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
66	24	67975499	71345341	272	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
67	24	71354911	77556042	422	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
68	24	77567062	83503804	382	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
69	24	83525913	86485186	192	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
70	24	86498506	101042779	953	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
71	24	101056786	103557686	176	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
72	24	103582731	109419165	446	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
73	24	109419477	112080155	287	LOH	1	-	-	homogeneous	2	STT9316.OSCHP
74	24	112087468	155219364	3087	LOH	0	-	-	homogeneous	2	STT9316.OSCHP
