SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
88	1	754192	27978664	2364	TotalCN	1	-0.319	0.328	50	2	STT9312.OSCHP
89	1	27983008	179162353	10082	TotalCN	2	-0.009	0.482	50	2	STT9312.OSCHP
90	1	179176398	179459554	20	TotalCN	1	-0.193	NaN	50	2	STT9312.OSCHP
91	1	179471183	249212878	5334	TotalCN	2	-0.003	0.482	50	2	STT9312.OSCHP
92	2	21494	62136836	4922	TotalCN	1	-0.365	0.323	50	2	STT9312.OSCHP
93	2	62193438	72498499	723	TotalCN	2	0.022	0.482	50	2	STT9312.OSCHP
94	2	72518717	75414092	194	TotalCN	1	-0.38	NaN	50	2	STT9312.OSCHP
95	2	75425728	97184160	1035	TotalCN	2	-0.003	0.482	50	2	STT9312.OSCHP
96	2	97212755	102444042	554	TotalCN	1	-0.337	0.326	50	2	STT9312.OSCHP
97	2	102467321	106245742	267	TotalCN	2	-0.01	0.487	50	2	STT9312.OSCHP
98	2	106266007	112277492	350	TotalCN	1	-0.353	0.311	50	2	STT9312.OSCHP
99	2	112282628	113043940	65	TotalCN	2	0.015	0.491	50	2	STT9312.OSCHP
100	2	113058924	113259858	19	TotalCN	1	-0.324	NaN	50	2	STT9312.OSCHP
101	2	113270914	114429211	106	TotalCN	2	0.038	0.478	50	2	STT9312.OSCHP
102	2	114437346	151898190	3101	TotalCN	1	-0.382	0.317	50	2	STT9312.OSCHP
103	2	151920572	243052331	6766	TotalCN	2	-0.016	0.481	50	2	STT9312.OSCHP
104	3	63411	197852564	15037	TotalCN	2	-0.001	0.483	50	2	STT9312.OSCHP
105	4	69404	80065818	5398	TotalCN	2	0.006	0.483	50	2	STT9312.OSCHP
106	4	80073644	81990901	129	TotalCN	1	-0.421	0.319	50	2	STT9312.OSCHP
107	4	82009707	190915650	7860	TotalCN	2	-0.001	0.483	50	2	STT9312.OSCHP
108	5	38139	19642040	1338	TotalCN	1	-0.353	0.321	50	2	STT9312.OSCHP
109	5	19656915	20616838	65	TotalCN	2	-0.026	0.489	50	2	STT9312.OSCHP
110	5	20626297	37075936	1139	TotalCN	1	-0.378	0.319	50	2	STT9312.OSCHP
111	5	37088627	43228020	482	TotalCN	2	-0.051	0.48	50	2	STT9312.OSCHP
112	5	43244846	44398277	82	TotalCN	1	-0.184	NaN	50	2	STT9312.OSCHP
113	5	44412065	70750597	1527	TotalCN	2	-0.028	0.481	50	2	STT9312.OSCHP
114	5	70753934	70973356	20	TotalCN	1	-0.176	NaN	50	2	STT9312.OSCHP
115	5	70993561	99655446	1933	TotalCN	2	-0.025	0.482	50	2	STT9312.OSCHP
116	5	99664527	99968045	19	TotalCN	1	-0.192	NaN	50	2	STT9312.OSCHP
117	5	99983278	163143017	4449	TotalCN	2	-0.013	0.483	50	2	STT9312.OSCHP
118	5	163166703	163438424	19	TotalCN	1	-0.299	NaN	50	2	STT9312.OSCHP
119	5	163450450	180698312	1287	TotalCN	2	-0.005	0.482	50	2	STT9312.OSCHP
120	6	204909	169251249	12599	TotalCN	2	0.017	0.483	50	2	STT9312.OSCHP
121	6	169264259	169568809	21	TotalCN	3	0.15	NaN	50	2	STT9312.OSCHP
122	6	169589925	170913051	84	TotalCN	2	0.042	0.483	50	2	STT9312.OSCHP
123	7	41421	159118443	11975	TotalCN	2	-0.009	0.481	50	2	STT9312.OSCHP
124	8	172417	113296390	8771	TotalCN	2	0.012	0.481	50	2	STT9312.OSCHP
125	8	113297526	113321170	26	TotalCN	3	0.144	NaN	50	2	STT9312.OSCHP
126	8	113321914	146292734	3152	TotalCN	2	0.001	0.483	50	2	STT9312.OSCHP
127	9	204738	112634640	6296	TotalCN	2	0.002	0.482	50	2	STT9312.OSCHP
128	9	112648964	112950305	24	TotalCN	1	-0.251	NaN	50	2	STT9312.OSCHP
129	9	112958888	139394155	2033	TotalCN	2	0.027	0.485	50	2	STT9312.OSCHP
130	9	139397426	139544437	25	TotalCN	1	-0.245	NaN	50	2	STT9312.OSCHP
131	9	139556312	141054761	153	TotalCN	2	0.002	0.482	50	2	STT9312.OSCHP
132	10	126070	61109730	4033	TotalCN	2	0.005	0.485	50	2	STT9312.OSCHP
133	10	61123193	64601435	264	TotalCN	1	-0.369	0.314	50	2	STT9312.OSCHP
134	10	64611889	70310482	423	TotalCN	2	-0.013	0.484	50	2	STT9312.OSCHP
135	10	70316352	74671611	326	TotalCN	1	-0.308	0.348	50	2	STT9312.OSCHP
136	10	74684417	135434303	4649	TotalCN	2	-0.005	0.483	50	2	STT9312.OSCHP
137	11	192764	134938847	9947	TotalCN	2	-0.016	0.481	50	2	STT9312.OSCHP
138	12	189400	33918596	2789	TotalCN	2	0.01	0.483	50	2	STT9312.OSCHP
139	12	33938304	38626195	108	TotalCN	3	0.16	NaN	50	2	STT9312.OSCHP
140	12	38642109	133818115	7448	TotalCN	2	0.002	0.484	50	2	STT9312.OSCHP
141	13	19084823	23874150	335	TotalCN	2	-0.037	0.482	50	2	STT9312.OSCHP
142	13	23898934	25566804	116	TotalCN	1	-0.372	0.323	50	2	STT9312.OSCHP
143	13	25588845	30720425	481	TotalCN	2	0.006	0.482	50	2	STT9312.OSCHP
144	13	30734645	33147888	259	TotalCN	1	-0.38	0.323	50	2	STT9312.OSCHP
145	13	33161459	33431045	19	TotalCN	0	-0.593	0.433	50	2	STT9312.OSCHP
146	13	33446616	115103150	6724	TotalCN	2	-0.009	0.482	50	2	STT9312.OSCHP
147	14	20219083	106481608	6606	TotalCN	2	0	0.483	50	2	STT9312.OSCHP
148	14	106484807	106572892	19	TotalCN	1	-0.524	NaN	50	2	STT9312.OSCHP
149	14	106576269	107282024	131	TotalCN	2	0.042	0.484	50	2	STT9312.OSCHP
150	15	20161372	47380977	1717	TotalCN	2	0.005	0.483	50	2	STT9312.OSCHP
151	15	47407214	90725467	3315	TotalCN	1	-0.362	0.329	50	2	STT9312.OSCHP
152	15	90732642	102397317	980	TotalCN	2	0.069	0.485	50	2	STT9312.OSCHP
153	16	83887	32137965	2412	TotalCN	2	0.033	0.481	50	2	STT9312.OSCHP
154	16	32529165	35271725	87	TotalCN	3	0.143	NaN	50	2	STT9312.OSCHP
155	16	46461309	90158005	3335	TotalCN	1	-0.33	0.328	50	2	STT9312.OSCHP
156	17	400959	28756149	2015	TotalCN	2	0.037	0.484	50	2	STT9312.OSCHP
157	17	28771097	30362444	167	TotalCN	1	-0.362	NaN	50	2	STT9312.OSCHP
158	17	30427995	80263427	4231	TotalCN	2	0.018	0.483	50	2	STT9312.OSCHP
