"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,16550000,349,-0.333737574058321
"2","Sample.1","chr1",16625000,16950000,5,0.00716242594167914
"3","Sample.1","chr1",16995000,114435000,920,-0.304837574058321
"4","Sample.1","chr1",114625000,248923211,980,0.0290624259416791
"5","Sample.1","chr10",125000,133625233,1141,-0.0354375740583209
"6","Sample.1","chr11",145000,10775000,202,-0.407537574058321
"7","Sample.1","chr11",10830000,26255000,110,0.239362425941679
"8","Sample.1","chr11",26525000,85100000,614,-0.0352375740583209
"9","Sample.1","chr11",85450000,134993311,418,-0.395637574058321
"10","Sample.1","chr12",70000,133222655,1234,-0.00623757405832086
"11","Sample.1","chr13",18679053,39295000,158,0.00196242594167914
"12","Sample.1","chr13",39550000,50125000,92,-0.385537574058321
"13","Sample.1","chr13",50240000,74180000,61,6.24259416791423e-05
"14","Sample.1","chr13",74400000,97360000,69,0.288162425941679
"15","Sample.1","chr13",97550000,104095000,54,0.0151624259416791
"16","Sample.1","chr13",104885000,109760000,26,0.300262425941679
"17","Sample.1","chr13",109845000,114332164,118,0.0417624259416791
"18","Sample.1","chr14",19770857,106751859,807,0.00596242594167914
"19","Sample.1","chr15",20232279,101850595,770,0.0238624259416791
"20","Sample.1","chr16",40000,46655000,469,-0.0779375740583209
"21","Sample.1","chr16",46725000,90149173,545,-0.414737574058321
"22","Sample.1","chr17",130000,7460000,181,-0.0577375740583209
"23","Sample.1","chr17",7490000,9650000,50,-0.375137574058321
"24","Sample.1","chr17",9740000,16315000,42,0.476062425941679
"25","Sample.1","chr17",16365000,21582925,69,0.323762425941679
"26","Sample.1","chr17",22249705,41885000,194,-0.0401375740583209
"27","Sample.1","chr17",41920000,42875000,29,-0.440437574058321
"28","Sample.1","chr17",42930000,75425000,390,-0.0491375740583209
"29","Sample.1","chr17",75475000,75905000,17,-0.425637574058321
"30","Sample.1","chr17",75940000,77295000,31,-0.0697375740583209
"31","Sample.1","chr17",77315000,80370000,81,-0.397837574058321
"32","Sample.1","chr17",80395000,80695000,8,-0.0750375740583209
"33","Sample.1","chr17",80735000,83168721,121,-0.395537574058321
"34","Sample.1","chr18",135000,80206643,405,0.0150624259416791
"35","Sample.1","chr19",175000,42355000,722,-0.00893757405832086
"36","Sample.1","chr19",42405000,49570000,153,-0.445637574058321
"37","Sample.1","chr19",49615000,57910000,174,-0.0876375740583209
"38","Sample.1","chr19",57970000,58588808,20,-0.438537574058321
"39","Sample.1","chr2",110000,43070000,381,-0.00533757405832086
"40","Sample.1","chr2",43115000,43340000,5,-0.331137574058321
"41","Sample.1","chr2",43420000,242111765,1378,-0.00633757405832086
"42","Sample.1","chr20",178168,2825000,44,-0.0211375740583209
"43","Sample.1","chr20",2850000,9180000,55,-0.408237574058321
"44","Sample.1","chr20",9405000,17715000,37,-0.184837574058321
"45","Sample.1","chr20",17880000,57370000,365,-0.00933757405832086
"46","Sample.1","chr20",57395000,64292084,137,-0.403837574058321
"47","Sample.1","chr21",10569444,46679992,257,-0.0189375740583209
"48","Sample.1","chr22",16567005,31315000,195,-0.0498375740583209
"49","Sample.1","chr22",31365000,50769234,301,-0.269437574058321
"50","Sample.1","chr3",115000,86300000,613,-0.394237574058321
"51","Sample.1","chr3",86885000,198097780,743,0.0340624259416791
"52","Sample.1","chr4",110000,22850000,247,-0.0525375740583209
"53","Sample.1","chr4",23380000,49158462,120,0.297362425941679
"54","Sample.1","chr4",51836976,190066561,650,0.0258624259416791
"55","Sample.1","chr5",50000,181369130,1233,0.0111624259416791
"56","Sample.1","chr6",140000,32425000,437,-0.449737574058321
"57","Sample.1","chr6",32480000,32700000,5,-1.49043757405832
"58","Sample.1","chr6",32750000,49630000,238,-0.442137574058321
"59","Sample.1","chr6",49790000,50830000,6,-0.668237574058321
"60","Sample.1","chr6",50845000,57881944,40,-0.439537574058321
"61","Sample.1","chr6",60793482,170662990,665,-0.00683757405832086
"62","Sample.1","chr7",50000,54645000,510,-0.449937574058321
"63","Sample.1","chr7",54790000,141850000,545,-0.0407375740583209
"64","Sample.1","chr7",141940000,159247987,202,-0.245437574058321
"65","Sample.1","chr8",195000,43676872,367,-0.0296375740583209
"66","Sample.1","chr8",46063633,80125000,185,0.237162425941679
"67","Sample.1","chr8",80215000,80725000,5,-0.249837574058321
"68","Sample.1","chr8",80950000,141290000,366,0.237462425941679
"69","Sample.1","chr8",141310000,145039318,111,0.0298624259416791
"70","Sample.1","chr9",215000,39479735,153,-0.410937574058321
"71","Sample.1","chr9",68460276,92485000,104,0.519062425941679
"72","Sample.1","chr9",92685000,94020000,16,0.325462425941679
"73","Sample.1","chr9",94170000,95415000,12,0.516662425941679
"74","Sample.1","chr9",95475000,95945000,6,-0.300937574058321
"75","Sample.1","chr9",96050000,138187359,419,-0.0503375740583209
"76","Sample.1","chrX",2528744,58072790,229,0.371362425941679
"77","Sample.1","chrX",63011271,150725000,252,0.0955624259416791
"78","Sample.1","chrX",150825000,155645448,53,-0.102237574058321
"79","Sample.1","chrY",4728744,21244771,11,-4.24413757405832
