SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
73	1	754192	39046130	3234	TotalCN	1	-0.523	0.202	75	2	Recentered_STT9202.Recentered.RC.OSCHP
74	1	39053684	71837405	2688	TotalCN	3	0.329	0.381	75	2	Recentered_STT9202.Recentered.RC.OSCHP
75	1	71858457	72654730	55	TotalCN	4	0.586	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
76	1	72662685	76640953	271	TotalCN	3	0.372	0.381	75	2	Recentered_STT9202.Recentered.RC.OSCHP
77	1	76658494	77726109	75	TotalCN	2	-0.023	0.492	75	2	Recentered_STT9202.Recentered.RC.OSCHP
78	1	77737217	93047956	1157	TotalCN	3	0.34	0.375	75	2	Recentered_STT9202.Recentered.RC.OSCHP
79	1	93073228	98750052	445	TotalCN	2	0.003	0.488	75	2	Recentered_STT9202.Recentered.RC.OSCHP
80	1	98766448	100543962	129	TotalCN	3	0.325	0.377	75	2	Recentered_STT9202.Recentered.RC.OSCHP
81	1	100549400	110221639	748	TotalCN	2	-0.028	0.487	75	2	Recentered_STT9202.Recentered.RC.OSCHP
82	1	110222219	111181086	98	TotalCN	3	0.26	0.382	75	2	Recentered_STT9202.Recentered.RC.OSCHP
83	1	111193595	152411090	1315	TotalCN	2	-0.021	0.488	75	2	Recentered_STT9202.Recentered.RC.OSCHP
84	1	152411813	208551533	4413	TotalCN	3	0.347	0.382	75	2	Recentered_STT9202.Recentered.RC.OSCHP
85	1	208569475	249212878	3172	TotalCN	1	-0.564	0.199	75	2	Recentered_STT9202.Recentered.RC.OSCHP
86	2	21494	47051551	3726	TotalCN	1	-0.526	0.2	75	2	Recentered_STT9202.Recentered.RC.OSCHP
87	2	47067057	49997218	259	TotalCN	0	-1.688	0.484	75	2	Recentered_STT9202.Recentered.RC.OSCHP
88	2	50007748	243052331	14117	TotalCN	1	-0.561	0.2	75	2	Recentered_STT9202.Recentered.RC.OSCHP
89	3	63411	197852564	15037	TotalCN	2	-0.069	0.486	75	2	Recentered_STT9202.Recentered.RC.OSCHP
90	4	69404	334213	19	TotalCN	1	-0.594	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
91	4	360026	180023290	12593	TotalCN	2	-0.047	0.486	75	2	Recentered_STT9202.Recentered.RC.OSCHP
92	4	180040368	180365623	23	TotalCN	1	-0.411	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
93	4	180392930	190915650	752	TotalCN	2	-0.054	0.486	75	2	Recentered_STT9202.Recentered.RC.OSCHP
94	5	38139	392863	24	TotalCN	2	-0.008	0.485	75	2	Recentered_STT9202.Recentered.RC.OSCHP
95	5	412226	788914	21	TotalCN	3	0.23	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
96	5	804103	180698312	12315	TotalCN	2	-0.007	0.487	75	2	Recentered_STT9202.Recentered.RC.OSCHP
97	6	204909	170913051	12704	TotalCN	2	-0.032	0.487	75	2	Recentered_STT9202.Recentered.RC.OSCHP
98	7	41421	159118443	11975	TotalCN	1	-0.547	0.2	75	2	Recentered_STT9202.Recentered.RC.OSCHP
99	8	172417	39194984	3499	TotalCN	2	-0.02	0.486	75	2	Recentered_STT9202.Recentered.RC.OSCHP
100	8	39217074	39460780	18	TotalCN	0	-1.623	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
101	8	39480366	146292734	8432	TotalCN	2	-0.025	0.487	75	2	Recentered_STT9202.Recentered.RC.OSCHP
102	9	204738	5021738	337	TotalCN	2	-0.024	0.49	75	2	Recentered_STT9202.Recentered.RC.OSCHP
103	9	5023689	5069837	18	TotalCN	1	-0.251	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
104	9	5071049	129580187	7221	TotalCN	2	-0.048	0.488	75	2	Recentered_STT9202.Recentered.RC.OSCHP
105	9	129582563	129844541	19	TotalCN	1	-0.24	NaN	75	2	Recentered_STT9202.Recentered.RC.OSCHP
106	9	129854773	141054761	936	TotalCN	2	0	0.489	75	2	Recentered_STT9202.Recentered.RC.OSCHP
107	10	126070	76263261	5155	TotalCN	2	-0.034	0.486	75	2	Recentered_STT9202.Recentered.RC.OSCHP
108	10	76287336	135434303	4540	TotalCN	1	-0.581	0.202	75	2	Recentered_STT9202.Recentered.RC.OSCHP
109	11	192764	134938847	9947	TotalCN	2	-0.015	0.486	75	2	Recentered_STT9202.Recentered.RC.OSCHP
