SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
75	1	754192	1499298	48	TotalCN	0	-0.752	NaN	45	1	Recentered_STT9354.RC.OSCHP
76	1	1500941	146762681	9785	TotalCN	2	0.013	0.483	45	1	Recentered_STT9354.RC.OSCHP
77	1	146767149	146866472	18	TotalCN	1	-0.284	NaN	45	1	Recentered_STT9354.RC.OSCHP
78	1	146872983	160152057	1083	TotalCN	2	0.022	0.481	45	1	Recentered_STT9354.RC.OSCHP
79	1	160162872	160458782	19	TotalCN	1	-0.181	NaN	45	1	Recentered_STT9354.RC.OSCHP
80	1	160472139	186354500	2039	TotalCN	2	0.023	0.484	45	1	Recentered_STT9354.RC.OSCHP
81	1	186360814	186602017	21	TotalCN	1	-0.154	NaN	45	1	Recentered_STT9354.RC.OSCHP
82	1	186603916	228603162	3150	TotalCN	2	0.003	0.484	45	1	Recentered_STT9354.RC.OSCHP
83	1	228612838	228788210	18	TotalCN	1	-0.353	NaN	45	1	Recentered_STT9354.RC.OSCHP
84	1	228791250	249212878	1619	TotalCN	2	0	0.484	45	1	Recentered_STT9354.RC.OSCHP
85	2	21494	156446586	11698	TotalCN	1	-0.306	0.354	45	1	Recentered_STT9354.RC.OSCHP
86	2	156471416	174775562	1350	TotalCN	0	-0.753	0.479	45	1	Recentered_STT9354.RC.OSCHP
87	2	174793940	243052331	5054	TotalCN	1	-0.318	0.352	45	1	Recentered_STT9354.RC.OSCHP
88	3	63411	1046038	100	TotalCN	1	-0.363	0.353	45	1	Recentered_STT9354.RC.OSCHP
89	3	1059654	1882539	58	TotalCN	2	-0.097	0.474	45	1	Recentered_STT9354.RC.OSCHP
90	3	1887768	3925769	138	TotalCN	1	-0.292	0.349	45	1	Recentered_STT9354.RC.OSCHP
91	3	3941431	12478817	746	TotalCN	2	0.016	0.486	45	1	Recentered_STT9354.RC.OSCHP
92	3	12484849	12635706	18	TotalCN	1	-0.197	NaN	45	1	Recentered_STT9354.RC.OSCHP
93	3	12639090	48715245	2701	TotalCN	2	-0.006	0.483	45	1	Recentered_STT9354.RC.OSCHP
94	3	48719453	48926161	21	TotalCN	3	0.155	NaN	45	1	Recentered_STT9354.RC.OSCHP
95	3	48937761	83945083	3092	TotalCN	2	-0.001	0.484	45	1	Recentered_STT9354.RC.OSCHP
96	3	83960557	84357849	27	TotalCN	1	-0.187	NaN	45	1	Recentered_STT9354.RC.OSCHP
97	3	84369997	88098636	228	TotalCN	2	-0.081	0.484	45	1	Recentered_STT9354.RC.OSCHP
98	3	88113443	88426546	22	TotalCN	1	-0.183	NaN	45	1	Recentered_STT9354.RC.OSCHP
99	3	88442421	106928347	1098	TotalCN	2	-0.051	0.481	45	1	Recentered_STT9354.RC.OSCHP
100	3	106946587	163240717	4073	TotalCN	1	-0.338	0.352	45	1	Recentered_STT9354.RC.OSCHP
101	3	163258818	175939204	900	TotalCN	2	-0.044	0.484	45	1	Recentered_STT9354.RC.OSCHP
102	3	175964684	177633633	113	TotalCN	1	-0.306	0.343	45	1	Recentered_STT9354.RC.OSCHP
103	3	177647728	186560782	679	TotalCN	2	-0.035	0.481	45	1	Recentered_STT9354.RC.OSCHP
104	3	186571559	188989594	272	TotalCN	0	-0.792	NaN	45	1	Recentered_STT9354.RC.OSCHP
105	3	188996933	191939237	312	TotalCN	2	-0.049	0.48	45	1	Recentered_STT9354.RC.OSCHP
106	3	191956119	193954754	134	TotalCN	1	-0.395	0.348	45	1	Recentered_STT9354.RC.OSCHP
107	3	193969806	197852564	305	TotalCN	2	-0.027	0.479	45	1	Recentered_STT9354.RC.OSCHP
108	4	69404	48244026	3261	TotalCN	2	-0.019	0.483	45	1	Recentered_STT9354.RC.OSCHP
109	4	48260644	48765175	33	TotalCN	1	-0.15	NaN	45	1	Recentered_STT9354.RC.OSCHP
110	4	48775640	74101516	1649	TotalCN	2	-0.052	0.483	45	1	Recentered_STT9354.RC.OSCHP
111	4	74120167	74402790	20	TotalCN	1	-0.281	NaN	45	1	Recentered_STT9354.RC.OSCHP
112	4	74408562	89066715	1057	TotalCN	2	-0.046	0.483	45	1	Recentered_STT9354.RC.OSCHP
113	4	89094064	89870964	53	TotalCN	1	-0.336	0.433	45	1	Recentered_STT9354.RC.OSCHP
114	4	89885086	93633683	287	TotalCN	2	-0.077	0.479	45	1	Recentered_STT9354.RC.OSCHP
115	4	93653338	182816022	6438	TotalCN	1	-0.38	0.369	45	1	Recentered_STT9354.RC.OSCHP
116	4	182834128	183498237	45	TotalCN	0	-0.602	0.455	45	1	Recentered_STT9354.RC.OSCHP
117	4	183503028	190915650	544	TotalCN	1	-0.369	0.368	45	1	Recentered_STT9354.RC.OSCHP
118	5	38139	38955796	2684	TotalCN	2	-0.007	0.484	45	1	Recentered_STT9354.RC.OSCHP
119	5	38958031	39064700	44	TotalCN	1	-0.198	NaN	45	1	Recentered_STT9354.RC.OSCHP
120	5	39067939	42964447	278	TotalCN	2	-0.031	0.485	45	1	Recentered_STT9354.RC.OSCHP
121	5	42974594	43276469	21	TotalCN	1	-0.159	NaN	45	1	Recentered_STT9354.RC.OSCHP
122	5	43286463	45614225	158	TotalCN	2	-0.019	NaN	45	1	Recentered_STT9354.RC.OSCHP
123	5	45630889	45893362	18	TotalCN	1	-0.221	NaN	45	1	Recentered_STT9354.RC.OSCHP
124	5	45895885	46401271	33	TotalCN	3	0.167	NaN	45	1	Recentered_STT9354.RC.OSCHP
125	5	49441966	107437025	3865	TotalCN	2	-0.016	0.482	45	1	Recentered_STT9354.RC.OSCHP
